cell_id,model,seed,target,method,policy,alpha,selected_fraction,corrected_calibration_risk,fallback_full,n_calibration,n_test,risk,mean_atom_fraction,precision,iou,tie_inflation,equal_size_random_risk,reference_first_schedule_risk,fixed_20_risk,fixed_20_mean_atom_fraction,fixed_20_precision,fixed_20_iou,fixed_50_risk,fixed_50_mean_atom_fraction,fixed_50_precision,fixed_50_iou
liver__gcn__seed42,gcn,42,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.05,0.96,0.0418211402207941,False,33,31,0.0060656189688447,0.9902002606390994,0.2703980848336284,0.2694790516565307,0.0,0.0097997393609005,0.0,0.5395939186261767,0.2205405425670831,0.4289170506912442,0.2723526605167971,0.2675863562960337,0.5168316543735149,0.3340257175883362,0.2739398319868709
liver__gcn__seed42,gcn,42,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.1,0.91,0.0853957269182182,False,33,31,0.0330458072393556,0.939553010556796,0.2740317522031539,0.2690878183687418,0.0,0.0604469894432039,0.0,0.5395939186261767,0.2205405425670831,0.4289170506912442,0.2723526605167971,0.2675863562960337,0.5168316543735149,0.3340257175883362,0.2739398319868709
liver__gcn__seed42,gcn,42,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.2,0.78,0.1956076699156284,False,33,31,0.1253889479695931,0.8107047035470188,0.2699408184537646,0.2481738933404884,0.0,0.189295296452981,0.0,0.5395939186261767,0.2205405425670831,0.4289170506912442,0.2723526605167971,0.2675863562960337,0.5168316543735149,0.3340257175883362,0.2739398319868709
liver__gcn__seed42,gcn,42,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.05,0.96,0.0418211402207941,False,33,31,0.0060656189688447,0.9902002606390994,0.2703980848336284,0.2694790516565307,0.0,0.0097997393609005,0.0,0.5288412304541337,0.2251488374979587,0.4289170506912442,0.2831053486888402,0.2675863562960337,0.5226237400467549,0.3313968947982231,0.2721372438939602
liver__gcn__seed42,gcn,42,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.1,0.91,0.0853957269182182,False,33,31,0.0330458072393556,0.939553010556796,0.2740317522031539,0.2690878183687418,0.0,0.0604469894432039,0.0,0.5288412304541337,0.2251488374979587,0.4289170506912442,0.2831053486888402,0.2675863562960337,0.5226237400467549,0.3313968947982231,0.2721372438939602
liver__gcn__seed42,gcn,42,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.2,0.78,0.1956076699156284,False,33,31,0.1253889479695931,0.8107047035470188,0.2699408184537646,0.2481738933404884,0.0,0.189295296452981,0.0,0.5288412304541337,0.2251488374979587,0.4289170506912442,0.2831053486888402,0.2675863562960337,0.5226237400467549,0.3313968947982231,0.2721372438939602
liver__gin__seed123,gin,123,observed_class,gradinput,index_tiebreak_v1,0.05,0.95,0.0409117266816228,False,33,31,0.0418488321714128,0.9738696534249016,0.2620555822843826,0.2552152034648786,0.0,0.0261303465750981,0.0,0.8634054117925087,0.2205405425670831,0.1705069124423963,0.0850581581606249,0.564486588680137,0.5168316543735149,0.2339637012786918,0.1762537287119894
liver__gin__seed123,gin,123,observed_class,gradinput,index_tiebreak_v1,0.1,0.92,0.0953711273347951,False,33,31,0.0836779707747449,0.947253538173172,0.2620108757771472,0.2536902035925448,0.0,0.0527464618268278,0.0,0.8634054117925087,0.2205405425670831,0.1705069124423963,0.0850581581606249,0.564486588680137,0.5168316543735149,0.2339637012786918,0.1762537287119894
liver__gin__seed123,gin,123,observed_class,gradinput,index_tiebreak_v1,0.2,0.84,0.1994714627932621,False,33,31,0.195409429280397,0.8620010109363151,0.2509389572658084,0.2323015791792994,0.0,0.137998989063685,0.0,0.8634054117925087,0.2205405425670831,0.1705069124423963,0.0850581581606249,0.564486588680137,0.5168316543735149,0.2339637012786918,0.1762537287119894
liver__gin__seed123,gin,123,observed_class,gradinput,include_all_exact_ties_v2,0.05,0.95,0.0409117266816228,False,33,31,0.0418488321714128,0.9738696534249016,0.2620555822843826,0.2552152034648786,0.0,0.0261303465750981,0.0,0.8634054117925087,0.2256021443030082,0.1705069124423963,0.0850581581606249,0.5537339005080939,0.5287476078363625,0.2354549967216001,0.1811005231173577
liver__gin__seed123,gin,123,observed_class,gradinput,include_all_exact_ties_v2,0.1,0.91,0.099572808007064,False,33,31,0.0996002205679625,0.939553010556796,0.258386738694034,0.2484745654438772,0.0,0.0604469894432039,0.0,0.8634054117925087,0.2256021443030082,0.1705069124423963,0.0850581581606249,0.5537339005080939,0.5287476078363625,0.2354549967216001,0.1811005231173577
liver__gin__seed123,gin,123,observed_class,gradinput,include_all_exact_ties_v2,0.2,0.8300000000000001,0.1935891098520856,False,33,31,0.1765626846272007,0.8677934172454245,0.2518429959497333,0.2338452087570491,0.0122093331214577,0.1322065827545755,0.0,0.8634054117925087,0.2256021443030082,0.1705069124423963,0.0850581581606249,0.5537339005080939,0.5287476078363625,0.2354549967216001,0.1811005231173577
liver__gin__seed123,gin,123,observed_class,ig,index_tiebreak_v1,0.05,0.98,0.0294117647058823,False,33,31,0.0,1.0,0.2706459829621886,0.2706459829621886,0.0,0.0,0.0,0.7395427153491672,0.2205405425670831,0.3094086021505376,0.1654110674271964,0.4305506321635354,0.5168316543735149,0.2815508363658269,0.2221453717171783
liver__gin__seed123,gin,123,observed_class,ig,index_tiebreak_v1,0.1,0.94,0.0967105846863632,False,33,31,0.0895466540627831,0.9649302124271364,0.2619563139368262,0.2558090135839146,0.0,0.0350697875728633,0.0,0.7395427153491672,0.2205405425670831,0.3094086021505376,0.1654110674271964,0.4305506321635354,0.5168316543735149,0.2815508363658269,0.2221453717171783
liver__gin__seed123,gin,123,observed_class,ig,index_tiebreak_v1,0.2,0.8300000000000001,0.1976704859922853,False,33,31,0.1601677892000472,0.8555840841239667,0.2620440914516659,0.2442803189560341,0.0,0.1444159158760332,0.0,0.7395427153491672,0.2205405425670831,0.3094086021505376,0.1654110674271964,0.4305506321635354,0.5168316543735149,0.2815508363658269,0.2221453717171783
liver__gin__seed123,gin,123,observed_class,ig,include_all_exact_ties_v2,0.05,0.98,0.0294117647058823,False,33,31,0.0,1.0,0.2706459829621886,0.2706459829621886,0.0,0.0,0.0,0.708052699988184,0.2270859816314975,0.3179339477726574,0.1753573039863362,0.4305506321635354,0.522313416971027,0.2797587216704864,0.2203532570218379
liver__gin__seed123,gin,123,observed_class,ig,include_all_exact_ties_v2,0.1,0.94,0.0908282317451867,False,33,31,0.0895466540627831,0.9649302124271364,0.2619563139368262,0.2558090135839146,0.0,0.0350697875728633,0.0,0.708052699988184,0.2270859816314975,0.3179339477726574,0.1753573039863362,0.4305506321635354,0.522313416971027,0.2797587216704864,0.2203532570218379
liver__gin__seed123,gin,123,observed_class,ig,include_all_exact_ties_v2,0.2,0.8300000000000001,0.1976704859922853,False,33,31,0.1494151010280043,0.8665054491200346,0.2638053533984367,0.2476796300103936,0.0109213649960678,0.1334945508799653,0.0,0.708052699988184,0.2270859816314975,0.3179339477726574,0.1753573039863362,0.4305506321635354,0.522313416971027,0.2797587216704864,0.2203532570218379
liver__gin__seed123,gin,123,observed_class,saliency,index_tiebreak_v1,0.05,0.97,0.034313725490196,False,33,31,0.010752688172043,0.9982512111544368,0.2698438389362356,0.2697896237017547,0.0,0.001748788845563,0.0,0.7422210406081375,0.2205405425670831,0.3696620583717357,0.187793299890074,0.4059238252786639,0.5168316543735149,0.3517691801135824,0.2987344432590613
liver__gin__seed123,gin,123,observed_class,saliency,index_tiebreak_v1,0.1,0.95,0.0846226725984511,False,33,31,0.010752688172043,0.9738696534249016,0.2782420123351532,0.2781877971006723,0.0,0.0261303465750981,0.0,0.7422210406081375,0.2205405425670831,0.3696620583717357,0.187793299890074,0.4059238252786639,0.5168316543735149,0.3517691801135824,0.2987344432590613
liver__gin__seed123,gin,123,observed_class,saliency,index_tiebreak_v1,0.2,0.85,0.1846721041357719,False,33,31,0.1031746031746031,0.8722136505886832,0.2899392746230111,0.2859791404168164,0.0,0.1277863494113169,0.0,0.7422210406081375,0.2205405425670831,0.3696620583717357,0.187793299890074,0.4059238252786639,0.5168316543735149,0.3517691801135824,0.2987344432590613
liver__gin__seed123,gin,123,observed_class,saliency,include_all_exact_ties_v2,0.05,0.97,0.0294117647058823,False,33,31,0.0,0.999172870140612,0.2707112826879298,0.2707112826879298,0.0009216589861751,0.0008271298593879,0.0,0.7422210406081375,0.2205405425670831,0.3696620583717357,0.187793299890074,0.3709775887195242,0.5293347612036517,0.3587200249676531,0.3100451307794262
liver__gin__seed123,gin,123,observed_class,saliency,include_all_exact_ties_v2,0.1,0.92,0.0912547371889932,False,33,31,0.0368663594470046,0.9557282623737028,0.2757757251506793,0.2742152735789924,0.0084747242005306,0.0442717376262971,0.0,0.7422210406081375,0.2205405425670831,0.3696620583717357,0.187793299890074,0.3709775887195242,0.5293347612036517,0.3587200249676531,0.3100451307794262
liver__gin__seed123,gin,123,observed_class,saliency,include_all_exact_ties_v2,0.2,0.77,0.1914280116269735,False,33,31,0.13300051203277,0.8079998005505596,0.3035119609612898,0.2970505464900164,0.0110961570064735,0.1920001994494405,0.0,0.7422210406081375,0.2205405425670831,0.3696620583717357,0.187793299890074,0.3709775887195242,0.5293347612036517,0.3587200249676531,0.3100451307794262
liver__gin__seed123,gin,123,observed_class,atom_occlusion,index_tiebreak_v1,0.05,0.94,0.0492450600149562,False,33,31,0.0755445271574303,0.9649302124271364,0.26303531416693,0.2569427726124105,0.0,0.0350697875728633,0.0,0.7806727322856356,0.2205405425670831,0.2443164362519201,0.126360391137431,0.4349029107093623,0.5168316543735149,0.2634003172665411,0.2031214489705951
liver__gin__seed123,gin,123,observed_class,atom_occlusion,index_tiebreak_v1,0.1,0.91,0.0626913887727036,False,33,31,0.0816101461262751,0.939553010556796,0.266598231502301,0.2596491970499913,0.0,0.0604469894432039,0.0,0.7806727322856356,0.2205405425670831,0.2443164362519201,0.126360391137431,0.4349029107093623,0.5168316543735149,0.2634003172665411,0.2031214489705951
liver__gin__seed123,gin,123,observed_class,atom_occlusion,index_tiebreak_v1,0.2,0.77,0.1956837184345835,False,33,31,0.1694730001181614,0.7969036435440862,0.2707991308233732,0.2479065066617933,0.0,0.2030963564559141,0.0,0.7806727322856356,0.2205405425670831,0.2443164362519201,0.126360391137431,0.4349029107093623,0.5168316543735149,0.2634003172665411,0.2031214489705951
liver__gin__seed123,gin,123,observed_class,atom_occlusion,include_all_exact_ties_v2,0.05,0.94,0.0492450600149562,False,33,31,0.0755445271574303,0.9649302124271364,0.26303531416693,0.2569427726124105,0.0,0.0350697875728633,0.0,0.7806727322856356,0.2205405425670831,0.2443164362519201,0.126360391137431,0.4349029107093623,0.5185294472427848,0.2628138070026115,0.2025349387066654
liver__gin__seed123,gin,123,observed_class,atom_occlusion,include_all_exact_ties_v2,0.1,0.91,0.0626913887727036,False,33,31,0.0816101461262751,0.939553010556796,0.266598231502301,0.2596491970499913,0.0,0.0604469894432039,0.0,0.7806727322856356,0.2205405425670831,0.2443164362519201,0.126360391137431,0.4349029107093623,0.5185294472427848,0.2628138070026115,0.2025349387066654
liver__gin__seed123,gin,123,observed_class,atom_occlusion,include_all_exact_ties_v2,0.2,0.77,0.1956837184345835,False,33,31,0.1694730001181614,0.7969036435440862,0.2707991308233732,0.2479065066617933,0.0,0.2030963564559141,0.0,0.7806727322856356,0.2205405425670831,0.2443164362519201,0.126360391137431,0.4349029107093623,0.5185294472427848,0.2628138070026115,0.2025349387066654
liver__gin__seed123,gin,123,hepatotoxic_class,gradinput,index_tiebreak_v1,0.05,0.95,0.0431741701205369,False,33,31,0.0275119146086888,0.9738696534249016,0.2664603456025585,0.2607307838494336,0.0,0.0261303465750981,0.0,0.7368053093859546,0.2205405425670831,0.2813364055299538,0.1689803291795701,0.3843790617984166,0.5168316543735149,0.3028227991700478,0.2504129476292729
liver__gin__seed123,gin,123,hepatotoxic_class,gradinput,index_tiebreak_v1,0.1,0.89,0.0956675581243055,False,33,31,0.0619855055338926,0.9199599374467046,0.2649818880355324,0.2530336960268867,0.0,0.0800400625532955,0.0,0.7368053093859546,0.2205405425670831,0.2813364055299538,0.1689803291795701,0.3843790617984166,0.5168316543735149,0.3028227991700478,0.2504129476292729
liver__gin__seed123,gin,123,hepatotoxic_class,gradinput,index_tiebreak_v1,0.2,0.77,0.1840073133325728,False,33,31,0.1460376541021702,0.7969036435440862,0.2703116048020302,0.2475499934038963,0.0,0.2030963564559141,0.0,0.7368053093859546,0.2205405425670831,0.2813364055299538,0.1689803291795701,0.3843790617984166,0.5168316543735149,0.3028227991700478,0.2504129476292729
liver__gin__seed123,gin,123,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.05,0.95,0.0431741701205369,False,33,31,0.025207767143251,0.977018654961,0.2668928785478249,0.2622668821597255,0.0031490015360983,0.0229813450389998,0.0,0.7071074087203121,0.2355462059598433,0.2913594470046082,0.1872598990720432,0.3682500295403521,0.5233611147929185,0.3048069261541747,0.252845103287235
liver__gin__seed123,gin,123,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.1,0.89,0.0956675581243055,False,33,31,0.0619855055338926,0.9241266041133712,0.2642522413381437,0.252304049329498,0.0041666666666666,0.0758733958866289,0.0,0.7071074087203121,0.2355462059598433,0.2913594470046082,0.1872598990720432,0.3682500295403521,0.5233611147929185,0.3048069261541747,0.252845103287235
liver__gin__seed123,gin,123,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.2,0.76,0.1876631874469244,False,33,31,0.1575583914293591,0.7900068640287107,0.2702406950341701,0.2478469234065654,0.0042739220158575,0.2099931359712894,0.0,0.7071074087203121,0.2355462059598433,0.2913594470046082,0.1872598990720432,0.3682500295403521,0.5233611147929185,0.3048069261541747,0.252845103287235
liver__gin__seed123,gin,123,hepatotoxic_class,ig,index_tiebreak_v1,0.05,0.95,0.0469556827255789,False,33,31,0.035783213202568,0.9738696534249016,0.2651558996978321,0.2596959002981258,0.0,0.0261303465750981,0.0,0.7253338059789675,0.2205405425670831,0.3163594470046083,0.1619784785107365,0.4085332230493521,0.5168316543735149,0.2923888334941466,0.231804850968688
liver__gin__seed123,gin,123,hepatotoxic_class,ig,index_tiebreak_v1,0.1,0.9,0.0949034289432213,False,33,31,0.0799657331915396,0.9252950000969126,0.2643675015435368,0.2540083286648718,0.0,0.0747049999030874,0.0,0.7253338059789675,0.2205405425670831,0.3163594470046083,0.1619784785107365,0.4085332230493521,0.5168316543735149,0.2923888334941466,0.231804850968688
liver__gin__seed123,gin,123,hepatotoxic_class,ig,index_tiebreak_v1,0.2,0.81,0.1974361086817834,False,33,31,0.1480562448304383,0.836277122229724,0.2727429475989752,0.256758431168616,0.0,0.1637228777702759,0.0,0.7253338059789675,0.2205405425670831,0.3163594470046083,0.1619784785107365,0.4085332230493521,0.5168316543735149,0.2923888334941466,0.231804850968688
liver__gin__seed123,gin,123,hepatotoxic_class,ig,include_all_exact_ties_v2,0.05,0.95,0.0469556827255789,False,33,31,0.035783213202568,0.9754057517351934,0.2650790947823175,0.2596190953826112,0.0015360983102918,0.0245942482648063,0.0,0.7038284296348813,0.2308694794811146,0.3236559139784946,0.177749087829733,0.4085332230493521,0.522313416971027,0.2905967187988061,0.2300127362733475
liver__gin__seed123,gin,123,hepatotoxic_class,ig,include_all_exact_ties_v2,0.1,0.9,0.0801975465902801,False,33,31,0.0638367009334751,0.9315398305352914,0.2654792552868695,0.2553208531522689,0.0062448304383788,0.0684601694647086,0.0,0.7038284296348813,0.2308694794811146,0.3236559139784946,0.177749087829733,0.4085332230493521,0.522313416971027,0.2905967187988061,0.2300127362733475
liver__gin__seed123,gin,123,hepatotoxic_class,ig,include_all_exact_ties_v2,0.2,0.81,0.1625621591019515,False,33,31,0.1480562448304383,0.8441112236122124,0.2682250113922345,0.2524735253556966,0.0078341013824884,0.1558887763877874,0.0,0.7038284296348813,0.2308694794811146,0.3236559139784946,0.177749087829733,0.4085332230493521,0.522313416971027,0.2905967187988061,0.2300127362733475
liver__gin__seed123,gin,123,hepatotoxic_class,saliency,index_tiebreak_v1,0.05,0.97,0.0294117647058823,False,33,31,0.0,0.9982512111544368,0.2707926055396511,0.2707926055396511,0.0,0.001748788845563,0.0,0.8013608255543742,0.2205405425670831,0.3325652841781873,0.1545495722915077,0.5681102052069794,0.5168316543735149,0.311243276542138,0.2578459517501263
liver__gin__seed123,gin,123,hepatotoxic_class,saliency,index_tiebreak_v1,0.1,0.89,0.0962061295106277,False,33,31,0.0907578084997439,0.9199599374467046,0.2754601180680918,0.2701425305710875,0.0,0.0800400625532955,0.0,0.8013608255543742,0.2205405425670831,0.3325652841781873,0.1545495722915077,0.5681102052069794,0.5168316543735149,0.311243276542138,0.2578459517501263
liver__gin__seed123,gin,123,hepatotoxic_class,saliency,index_tiebreak_v1,0.2,0.77,0.1879977481188553,False,33,31,0.2721454173067076,0.7969036435440862,0.2832885842027342,0.2718620824430555,0.0,0.2030963564559141,0.0,0.8013608255543742,0.2205405425670831,0.3325652841781873,0.1545495722915077,0.5681102052069794,0.5168316543735149,0.311243276542138,0.2578459517501263
liver__gin__seed123,gin,123,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.05,0.97,0.0294117647058823,False,33,31,0.0,0.9982512111544368,0.2707926055396511,0.2707926055396511,0.0,0.001748788845563,0.0,0.8013608255543742,0.2205405425670831,0.3325652841781873,0.1545495722915077,0.5519811729489147,0.5321927125335896,0.315408197642543,0.2658797638161964
liver__gin__seed123,gin,123,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.1,0.89,0.0962061295106277,False,33,31,0.0692524321556579,0.9251995789488598,0.2776155850622684,0.2724446251312465,0.0052396415021554,0.0748004210511401,0.0,0.8013608255543742,0.2205405425670831,0.3325652841781873,0.1545495722915077,0.5519811729489147,0.5321927125335896,0.315408197642543,0.2658797638161964
liver__gin__seed123,gin,123,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.2,0.76,0.1901603778766408,False,33,31,0.2694572452636968,0.7972886156078757,0.2809031570724793,0.2695984605837938,0.0115556735950224,0.2027113843921245,0.0,0.8013608255543742,0.2205405425670831,0.3325652841781873,0.1545495722915077,0.5519811729489147,0.5321927125335896,0.315408197642543,0.2658797638161964
liver__gin__seed123,gin,123,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.05,0.93,0.0478875939516077,False,33,31,0.0542163929260703,0.9554825612409048,0.2675379504985085,0.2630585296688135,0.0,0.044517438759095,0.0,0.8113946984914727,0.2205405425670831,0.2701228878648233,0.1272790381661349,0.4944267202331718,0.5168316543735149,0.2784437600139687,0.2187941129966497
liver__gin__seed123,gin,123,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.1,0.87,0.0985609402131893,False,33,31,0.0758399306786403,0.8991889482584722,0.2742074099794451,0.2662082259454273,0.0,0.1008110517415278,0.0,0.8113946984914727,0.2205405425670831,0.2701228878648233,0.1272790381661349,0.4944267202331718,0.5168316543735149,0.2784437600139687,0.2187941129966497
liver__gin__seed123,gin,123,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.2,0.76,0.1912278561500014,False,33,31,0.1422072551104809,0.7857329420128532,0.2907780718134324,0.2743374768658879,0.0,0.2142670579871469,0.0,0.8113946984914727,0.2205405425670831,0.2701228878648233,0.1272790381661349,0.4944267202331718,0.5168316543735149,0.2784437600139687,0.2187941129966497
liver__gin__seed123,gin,123,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.05,0.93,0.0478875939516077,False,33,31,0.0542163929260703,0.9570186595511964,0.2674611455829939,0.2629817247532989,0.0015360983102918,0.0429813404488031,0.0,0.8113946984914727,0.2205405425670831,0.2701228878648233,0.1272790381661349,0.4813698845956911,0.5199108332591453,0.2809364286356696,0.223632822674069
liver__gin__seed123,gin,123,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.1,0.8300000000000001,0.0933780224005137,False,33,31,0.090373783922171,0.8565616012305161,0.2817658690482214,0.2707198281429915,0.0009775171065493,0.1434383987694839,0.0,0.8113946984914727,0.2205405425670831,0.2701228878648233,0.1272790381661349,0.4813698845956911,0.5199108332591453,0.2809364286356696,0.223632822674069
liver__gin__seed123,gin,123,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.2,0.76,0.1698693127326345,False,33,31,0.1422072551104809,0.7857329420128532,0.2907780718134324,0.2743374768658879,0.0,0.2142670579871469,0.0,0.8113946984914727,0.2205405425670831,0.2701228878648233,0.1272790381661349,0.4813698845956911,0.5199108332591453,0.2809364286356696,0.223632822674069
liver__gin__seed2026,gin,2026,observed_class,gradinput,index_tiebreak_v1,0.05,0.93,0.0473515575159173,False,33,31,0.031844499586435,0.9554825612409048,0.2758798340745232,0.2742529008674233,0.0,0.044517438759095,0.0,0.7663653550750325,0.2205405425670831,0.2723502304147465,0.1496338734004768,0.4707550514002127,0.5168316543735149,0.2759340780450837,0.2188395557802828
liver__gin__seed2026,gin,2026,observed_class,gradinput,index_tiebreak_v1,0.1,0.88,0.0997362066998745,False,33,31,0.0697053842215132,0.9067384790260048,0.2744380796565586,0.2668933310821051,0.0,0.093261520973995,0.0,0.7663653550750325,0.2205405425670831,0.2723502304147465,0.1496338734004768,0.4707550514002127,0.5168316543735149,0.2759340780450837,0.2188395557802828
liver__gin__seed2026,gin,2026,observed_class,gradinput,index_tiebreak_v1,0.2,0.76,0.1985800051543996,False,33,31,0.1725058096025838,0.7857329420128532,0.2746721124299837,0.2528777070617244,0.0,0.2142670579871469,0.0,0.7663653550750325,0.2205405425670831,0.2723502304147465,0.1496338734004768,0.4707550514002127,0.5168316543735149,0.2759340780450837,0.2188395557802828
liver__gin__seed2026,gin,2026,observed_class,gradinput,include_all_exact_ties_v2,0.05,0.93,0.0473515575159173,False,33,31,0.031844499586435,0.9576330988753132,0.2755726144124648,0.2739456812053649,0.0021505376344086,0.0423669011246864,0.0,0.7348753397140494,0.2327534695014325,0.2801459293394777,0.1715872784183979,0.4600023632281697,0.5247484687419423,0.2719018199805675,0.2150889157393202
liver__gin__seed2026,gin,2026,observed_class,gradinput,include_all_exact_ties_v2,0.1,0.88,0.0997362066998745,False,33,31,0.0697053842215132,0.9088890166604136,0.2741308599945002,0.2665861114200467,0.0021505376344086,0.0911109833395864,0.0,0.7348753397140494,0.2327534695014325,0.2801459293394777,0.1715872784183979,0.4600023632281697,0.5247484687419423,0.2719018199805675,0.2150889157393202
liver__gin__seed2026,gin,2026,observed_class,gradinput,include_all_exact_ties_v2,0.2,0.76,0.1943783244821307,False,33,31,0.1653373508212217,0.7935836620027922,0.2757719579135434,0.2547790494192237,0.007850719989939,0.2064163379972079,0.0,0.7348753397140494,0.2327534695014325,0.2801459293394777,0.1715872784183979,0.4600023632281697,0.5247484687419423,0.2719018199805675,0.2150889157393202
liver__gin__seed2026,gin,2026,observed_class,ig,index_tiebreak_v1,0.05,0.95,0.0439686658977316,False,33,31,0.0151049667178699,0.9738696534249016,0.2732510303736079,0.2708661275005896,0.0,0.0261303465750981,0.0,0.6305880499428889,0.2205405425670831,0.4099846390168971,0.2407924196823627,0.3418704950963015,0.5168316543735149,0.3437834514210225,0.2836753116164881
liver__gin__seed2026,gin,2026,observed_class,ig,index_tiebreak_v1,0.1,0.9,0.0968318398249194,False,33,31,0.057731694828469,0.9252950000969126,0.2755675201629103,0.2697523007157752,0.0,0.0747049999030874,0.0,0.6305880499428889,0.2205405425670831,0.4099846390168971,0.2407924196823627,0.3418704950963015,0.5168316543735149,0.3437834514210225,0.2836753116164881
liver__gin__seed2026,gin,2026,observed_class,ig,index_tiebreak_v1,0.2,0.73,0.1955796798357352,False,33,31,0.1510398203946591,0.7558931568853621,0.2953525842283916,0.2775697080483014,0.0,0.2441068431146379,0.0,0.6305880499428889,0.2205405425670831,0.4099846390168971,0.2407924196823627,0.3418704950963015,0.5168316543735149,0.3437834514210225,0.2836753116164881
liver__gin__seed2026,gin,2026,observed_class,ig,include_all_exact_ties_v2,0.05,0.95,0.0439686658977316,False,33,31,0.0151049667178699,0.9738696534249016,0.2732510303736079,0.2708661275005896,0.0,0.0261303465750981,0.0,0.6121548702193863,0.2303570667998662,0.4196620583717358,0.2570268704519178,0.3207491433297884,0.5302218041110681,0.3430031833020447,0.284848231265389
liver__gin__seed2026,gin,2026,observed_class,ig,include_all_exact_ties_v2,0.1,0.9,0.0968318398249194,False,33,31,0.057731694828469,0.9299269273094848,0.2748467355711579,0.2690315161240229,0.0046319272125723,0.070073072690515,0.0,0.6121548702193863,0.2303570667998662,0.4196620583717358,0.2570268704519178,0.3207491433297884,0.5302218041110681,0.3430031833020447,0.284848231265389
liver__gin__seed2026,gin,2026,observed_class,ig,include_all_exact_ties_v2,0.2,0.73,0.1955796798357352,False,33,31,0.1510398203946591,0.7572956814295417,0.2948254916709386,0.2770980989179486,0.0014025245441795,0.2427043185704583,0.0,0.6121548702193863,0.2303570667998662,0.4196620583717358,0.2570268704519178,0.3207491433297884,0.5302218041110681,0.3430031833020447,0.284848231265389
liver__gin__seed2026,gin,2026,observed_class,saliency,index_tiebreak_v1,0.05,0.96,0.0498043334981051,False,33,31,0.003584229390681,0.9902002606390994,0.2716387796227103,0.2712711663518712,0.0,0.0097997393609005,0.0,0.8438989326086103,0.2205405425670831,0.2721966205837173,0.120292252550317,0.5976702508960574,0.5168316543735149,0.2431170926901477,0.1809136532587893
liver__gin__seed2026,gin,2026,observed_class,saliency,index_tiebreak_v1,0.1,0.92,0.0819938759817652,False,33,31,0.0150261924455472,0.947253538173172,0.2792312707574393,0.2774365041151049,0.0,0.0527464618268278,0.0,0.8438989326086103,0.2205405425670831,0.2721966205837173,0.120292252550317,0.5976702508960574,0.5168316543735149,0.2431170926901477,0.1809136532587893
liver__gin__seed2026,gin,2026,observed_class,saliency,index_tiebreak_v1,0.2,0.85,0.1929802992086729,False,33,31,0.1323210839339871,0.8722136505886832,0.2692960177941403,0.2557809916290847,0.0,0.1277863494113169,0.0,0.8438989326086103,0.2205405425670831,0.2721966205837173,0.120292252550317,0.5976702508960574,0.5168316543735149,0.2431170926901477,0.1809136532587893
liver__gin__seed2026,gin,2026,observed_class,saliency,include_all_exact_ties_v2,0.05,0.96,0.0439219805569286,False,33,31,0.0,0.9913950037693264,0.2724659094820982,0.2724659094820982,0.001194743130227,0.0086049962306735,0.0,0.8438989326086103,0.2247072092337498,0.2721966205837173,0.120292252550317,0.5654121863799283,0.5335139500730882,0.2477527795838991,0.1897678814678562
liver__gin__seed2026,gin,2026,observed_class,saliency,include_all_exact_ties_v2,0.1,0.9,0.099711913422986,False,33,31,0.0417995982512111,0.9277763896750764,0.2744474663815662,0.2671602641792536,0.0024813895781637,0.0722236103249236,0.0,0.8438989326086103,0.2247072092337498,0.2721966205837173,0.120292252550317,0.5654121863799283,0.5335139500730882,0.2477527795838991,0.1897678814678562
liver__gin__seed2026,gin,2026,observed_class,saliency,include_all_exact_ties_v2,0.2,0.81,0.1986498219197181,False,33,31,0.1760703454251841,0.8501874206897629,0.2626756138689031,0.2461594851858414,0.0139102984600389,0.1498125793102369,0.0,0.8438989326086103,0.2247072092337498,0.2721966205837173,0.120292252550317,0.5654121863799283,0.5335139500730882,0.2477527795838991,0.1897678814678562
liver__gin__seed2026,gin,2026,observed_class,atom_occlusion,index_tiebreak_v1,0.05,0.95,0.0334043119510247,False,33,31,0.0024813895781637,0.9738696534249016,0.2779500841494868,0.2773986642432283,0.0,0.0261303465750981,0.0,0.7535743826066409,0.2205405425670831,0.332258064516129,0.1652975161039677,0.4823644097837646,0.5168316543735149,0.2969730301324229,0.2376179419136075
