method,score_origin,grid,alpha,family,task,risk,mean_atom_fraction,precision,iou
saliency,P20_frozen_cache,exact_integer,0.05,bxaic,PAINS,0.04422661653971292,0.8768545615266824,0.3722942093092985,0.36434226621580795
saliency,P20_frozen_cache,exact_integer,0.05,bxaic,X,0.042103404280052,0.2815126466184727,0.20010280284111714,0.19679053309198347
saliency,P20_frozen_cache,exact_integer,0.05,bxaic,indole,0.04351440196391509,0.8031471513651934,0.3769362722858867,0.36909362152236874
saliency,P20_frozen_cache,exact_integer,0.05,bxaic,rings-count,0.045304697407977455,0.8958349602601384,0.6835797068497668,0.6613271493688077
saliency,P20_frozen_cache,exact_integer,0.05,bxaic,rings-max,0.04668030649704322,0.8972483172293746,0.2874134823419721,0.2836742254790879
saliency,P20_frozen_cache,exact_integer,0.05,google,benzene,0.04996100597952443,0.5813929513370657,0.6050166856539395,0.5780359180424232
saliency,P20_frozen_cache,exact_integer,0.05,google,logic10,0.0296259048491191,0.9442937768095958,0.5093734603933758,0.5020270122404027
saliency,P20_frozen_cache,exact_integer,0.05,google,logic7,0.006619385342789566,0.9974468085106384,0.19614875135181553,0.1959714463872765
saliency,P20_frozen_cache,exact_integer,0.05,google,logic8,0.039970878557835036,0.9036094831272189,0.32433167730362983,0.3198944787134112
saliency,P20_frozen_cache,exact_integer,0.1,bxaic,B,0.07925586136595307,0.07854258226627488,0.6518937726684484,0.6396613567663078
saliency,P20_frozen_cache,exact_integer,0.1,bxaic,P,0.09530372446309195,0.05628708741469718,0.6953640559814745,0.6471722553544444
saliency,P20_frozen_cache,exact_integer,0.1,bxaic,PAINS,0.09468520285649318,0.7810502214252505,0.39464817658235063,0.37598746764203056
saliency,P20_frozen_cache,exact_integer,0.1,bxaic,X,0.08876036358318427,0.22708565163964192,0.22661722040019153,0.2203868745392643
saliency,P20_frozen_cache,exact_integer,0.1,bxaic,indole,0.09149202641690579,0.7093668895821573,0.4084724418681846,0.3894707067012073
saliency,P20_frozen_cache,exact_integer,0.1,bxaic,rings-count,0.09357578239414138,0.8308237416533664,0.6997309186434034,0.6510372554747271
saliency,P20_frozen_cache,exact_integer,0.1,bxaic,rings-max,0.09861319930320737,0.8282313257868837,0.2957117888179222,0.28721407513020236
saliency,P20_frozen_cache,exact_integer,0.1,google,benzene,0.09966828601087856,0.49212630990313827,0.668477163384571,0.6087327962797537
saliency,P20_frozen_cache,exact_integer,0.1,google,logic10,0.08625136024689584,0.860810498045585,0.5272801879028247,0.503591629403073
saliency,P20_frozen_cache,exact_integer,0.1,google,logic7,0.04172576832151296,0.980831665874275,0.19310962151363695,0.1920179598089843
saliency,P20_frozen_cache,exact_integer,0.1,google,logic8,0.09570609040717724,0.796313755670316,0.34885279617898773,0.33715649060521646
saliency,P20_frozen_cache,exact_integer,0.2,bxaic,B,0.12308868501529047,0.05052516334658447,0.7522444298820447,0.7361893840104848
saliency,P20_frozen_cache,exact_integer,0.2,bxaic,P,0.17252109687800266,0.03829806829694273,0.8792691025449647,0.7805566247733866
saliency,P20_frozen_cache,exact_integer,0.2,bxaic,PAINS,0.1947197038250186,0.6336268964028542,0.42882021957917393,0.3841610451461492
saliency,P20_frozen_cache,exact_integer,0.2,bxaic,X,0.18681891431271294,0.16843655083496786,0.2528061083483303,0.24141534620820346
saliency,P20_frozen_cache,exact_integer,0.2,bxaic,indole,0.18989793965317334,0.5705946310553589,0.4601848702764119,0.4092647986640083
saliency,P20_frozen_cache,exact_integer,0.2,bxaic,rings-count,0.1928976873936912,0.7247717010988698,0.7152306256880813,0.6088756838289223
saliency,P20_frozen_cache,exact_integer,0.2,bxaic,rings-max,0.1999576519113774,0.7140346738550045,0.3066343090317734,0.28741791234712516
saliency,P20_frozen_cache,exact_integer,0.2,google,benzene,0.20359175312879005,0.3747962448563949,0.7563019368574926,0.6249584259732175
saliency,P20_frozen_cache,exact_integer,0.2,google,logic10,0.18002341780243558,0.7215643776815176,0.566869280562233,0.5063281004977277
saliency,P20_frozen_cache,exact_integer,0.2,google,logic7,0.12185072610604519,0.9388884951726589,0.18507255663048583,0.18127888581148946
saliency,P20_frozen_cache,exact_integer,0.2,google,logic8,0.20086518000920162,0.6591702619276151,0.37986772316268635,0.3504600094713805
saliency,P20_frozen_cache,machine,0.05,bxaic,B,0.034658511722731884,0.17140015660798472,0.2907059010587195,0.29050202746035053
saliency,P20_frozen_cache,machine,0.05,bxaic,P,0.050234158449168544,0.07513513250891343,0.552372345799058,0.530694066336803
saliency,P20_frozen_cache,machine,0.05,bxaic,PAINS,0.04422661653971292,0.8768545615266824,0.3722942093092985,0.36434226621580795
saliency,P20_frozen_cache,machine,0.05,bxaic,X,0.042103404280052,0.2815126466184727,0.20010280284111714,0.19679053309198347
saliency,P20_frozen_cache,machine,0.05,bxaic,indole,0.04351440196391509,0.8031471513651934,0.3769362722858867,0.36909362152236874
saliency,P20_frozen_cache,machine,0.05,bxaic,rings-count,0.045304697407977455,0.8958350728803605,0.6835796116889842,0.6613270565102263
saliency,P20_frozen_cache,machine,0.05,bxaic,rings-max,0.04668030649704322,0.8972696847507421,0.2874054202707188,0.2836661634078346
saliency,P20_frozen_cache,machine,0.05,google,benzene,0.04954160509716058,0.5827142726583875,0.6040053568648327,0.5772649181615159
saliency,P20_frozen_cache,machine,0.05,google,logic10,0.0296259048491191,0.9442937768095958,0.5093734603933758,0.5020270122404027
saliency,P20_frozen_cache,machine,0.05,google,logic7,0.006619385342789566,0.9974468085106384,0.19614875135181553,0.1959714463872765
saliency,P20_frozen_cache,machine,0.05,google,logic8,0.039970878557835036,0.9036094831272189,0.32433167730362983,0.3198944787134112
saliency,P20_frozen_cache,machine,0.1,bxaic,B,0.07925586136595307,0.07854258226627488,0.6518937726684484,0.6396613567663078
saliency,P20_frozen_cache,machine,0.1,bxaic,P,0.09530372446309195,0.05628795819143003,0.6953561398293578,0.6471643392023276
saliency,P20_frozen_cache,machine,0.1,bxaic,PAINS,0.09443511014377722,0.7816460026209401,0.3944321080383683,0.375873508667199
saliency,P20_frozen_cache,machine,0.1,bxaic,X,0.08876036358318427,0.22708565163964192,0.22661722040019153,0.2203868745392643
saliency,P20_frozen_cache,machine,0.1,bxaic,indole,0.092512931958656,0.7081556359172522,0.4085724015668326,0.3894376103136543
saliency,P20_frozen_cache,machine,0.1,bxaic,rings-count,0.093575583652573,0.8308238542735884,0.6997309670785324,0.6510373879691059
saliency,P20_frozen_cache,machine,0.1,bxaic,rings-max,0.09861319930320737,0.8282313257868837,0.2957117888179222,0.28721407513020236
saliency,P20_frozen_cache,machine,0.1,google,benzene,0.09966828601087856,0.49212630990313827,0.668477163384571,0.6087327962797537
saliency,P20_frozen_cache,machine,0.1,google,logic10,0.08625136024689584,0.860810498045585,0.5272801879028247,0.503591629403073
saliency,P20_frozen_cache,machine,0.1,google,logic7,0.04172576832151296,0.980831665874275,0.19310962151363695,0.1920179598089843
saliency,P20_frozen_cache,machine,0.1,google,logic8,0.09640520761444661,0.794808534016437,0.34930888255259335,0.3375410144640471
saliency,P20_frozen_cache,machine,0.2,bxaic,B,0.12308868501529047,0.05052516334658447,0.7522444298820447,0.7361893840104848
saliency,P20_frozen_cache,machine,0.2,bxaic,P,0.17252109687800266,0.03829806829694273,0.8792691025449647,0.7805566247733866
saliency,P20_frozen_cache,machine,0.2,bxaic,PAINS,0.19562666755663957,0.6323298739109003,0.42925108234770337,0.38425114123120885
saliency,P20_frozen_cache,machine,0.2,bxaic,X,0.18681891431271294,0.16843655083496786,0.2528061083483303,0.24141534620820346
saliency,P20_frozen_cache,machine,0.2,bxaic,indole,0.18989793965317334,0.5705946310553589,0.4601848702764119,0.4092647986640083
saliency,P20_frozen_cache,machine,0.2,bxaic,rings-count,0.19289646586014889,0.7247744039841999,0.7152295022106382,0.6088752538841925
saliency,P20_frozen_cache,machine,0.2,bxaic,rings-max,0.1999576519113774,0.7140386850864525,0.30663257325105236,0.28741635778884234
saliency,P20_frozen_cache,machine,0.2,google,benzene,0.20286741768223238,0.3754886038820872,0.7556971654193877,0.6248606805051017
saliency,P20_frozen_cache,machine,0.2,google,logic10,0.17965919868821648,0.7217576683129875,0.5673400564794374,0.5068035258511798
saliency,P20_frozen_cache,machine,0.2,google,logic7,0.12185072610604519,0.9388884951726589,0.18507255663048583,0.18127888581148946
saliency,P20_frozen_cache,machine,0.2,google,logic8,0.20086518000920162,0.6591702619276151,0.37986772316268635,0.3504600094713805
