cell_id,family,task,model,seed,method,score_origin,grid,alpha,q,n_calibration,n_test,calibration_risk,corrected_risk,risk,mean_atom_fraction,precision,iou
bxaic__B__gcn__seed123,bxaic,B,gcn,123,atom_occlusion,P20_frozen_cache,exact_integer,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed123,bxaic,B,gcn,123,saliency,P20_frozen_cache,machine,0.05,20,119,109,0.042016806722689,0.05,0.0275229357798165,0.2153567335816146,0.1825219397342451,0.1825219397342451
bxaic__B__gcn__seed123,bxaic,B,gcn,123,saliency,P20_frozen_cache,exact_integer,0.05,20,119,109,0.042016806722689,0.05,0.0275229357798165,0.2153567335816146,0.1825219397342451,0.1825219397342451
bxaic__B__gcn__seed123,bxaic,B,gcn,123,saliency,P20_frozen_cache,machine,0.1,5,119,109,0.0840336134453781,0.0916666666666666,0.091743119266055,0.0690404773475921,0.5037461773700306,0.5037461773700306
bxaic__B__gcn__seed123,bxaic,B,gcn,123,saliency,P20_frozen_cache,exact_integer,0.1,5,119,109,0.0840336134453781,0.0916666666666666,0.091743119266055,0.0690404773475921,0.5037461773700306,0.5037461773700306
bxaic__B__gcn__seed123,bxaic,B,gcn,123,saliency,P20_frozen_cache,machine,0.2,1,119,109,0.1638655462184874,0.1708333333333333,0.1697247706422018,0.0386003571497199,0.8348623853211009,0.8211009174311926
bxaic__B__gcn__seed123,bxaic,B,gcn,123,saliency,P20_frozen_cache,exact_integer,0.2,1,119,109,0.1638655462184874,0.1708333333333333,0.1697247706422018,0.0386003571497199,0.8348623853211009,0.8211009174311926
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,ig,P01_checkpoint_rerun,machine,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,ig,P01_checkpoint_rerun,exact_integer,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,ig,P01_checkpoint_rerun,machine,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,ig,P01_checkpoint_rerun,exact_integer,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,ig,P01_checkpoint_rerun,machine,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,ig,P01_checkpoint_rerun,exact_integer,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,gradinput,P01_checkpoint_rerun,machine,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,gradinput,P01_checkpoint_rerun,exact_integer,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,gradinput,P01_checkpoint_rerun,machine,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,gradinput,P01_checkpoint_rerun,exact_integer,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,gradinput,P01_checkpoint_rerun,machine,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,gradinput,P01_checkpoint_rerun,exact_integer,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,atom_occlusion,P20_frozen_cache,machine,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,atom_occlusion,P20_frozen_cache,exact_integer,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,atom_occlusion,P20_frozen_cache,machine,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,atom_occlusion,P20_frozen_cache,exact_integer,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,atom_occlusion,P20_frozen_cache,machine,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,atom_occlusion,P20_frozen_cache,exact_integer,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,saliency,P20_frozen_cache,machine,0.05,26,119,109,0.042016806722689,0.05,0.0458715596330275,0.2789442424776348,0.1366082084515617,0.1366082084515617
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,saliency,P20_frozen_cache,exact_integer,0.05,26,119,109,0.042016806722689,0.05,0.0458715596330275,0.2789442424776348,0.1366082084515617,0.1366082084515617
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,saliency,P20_frozen_cache,machine,0.1,18,119,109,0.088235294117647,0.0958333333333333,0.073394495412844,0.1980496506979957,0.1865046194095544,0.1865046194095544
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,saliency,P20_frozen_cache,exact_integer,0.1,18,119,109,0.088235294117647,0.0958333333333333,0.073394495412844,0.1980496506979957,0.1865046194095544,0.1865046194095544
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,saliency,P20_frozen_cache,machine,0.2,6,119,109,0.1764705882352941,0.1833333333333333,0.2140672782874617,0.0797090741330351,0.3766928789864569,0.3736347750109217
bxaic__B__gcn__seed2026,bxaic,B,gcn,2026,saliency,P20_frozen_cache,exact_integer,0.2,6,119,109,0.1764705882352941,0.1833333333333333,0.2140672782874617,0.0797090741330351,0.3766928789864569,0.3736347750109217
bxaic__B__gcn__seed42,bxaic,B,gcn,42,ig,P01_checkpoint_rerun,machine,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,ig,P01_checkpoint_rerun,exact_integer,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,ig,P01_checkpoint_rerun,machine,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,ig,P01_checkpoint_rerun,exact_integer,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,ig,P01_checkpoint_rerun,machine,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,ig,P01_checkpoint_rerun,exact_integer,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,gradinput,P01_checkpoint_rerun,machine,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,gradinput,P01_checkpoint_rerun,exact_integer,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,gradinput,P01_checkpoint_rerun,machine,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,gradinput,P01_checkpoint_rerun,exact_integer,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,gradinput,P01_checkpoint_rerun,machine,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,gradinput,P01_checkpoint_rerun,exact_integer,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,atom_occlusion,P20_frozen_cache,machine,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,atom_occlusion,P20_frozen_cache,exact_integer,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,atom_occlusion,P20_frozen_cache,machine,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,atom_occlusion,P20_frozen_cache,exact_integer,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,atom_occlusion,P20_frozen_cache,machine,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,atom_occlusion,P20_frozen_cache,exact_integer,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gcn__seed42,bxaic,B,gcn,42,saliency,P20_frozen_cache,machine,0.05,24,119,109,0.042016806722689,0.05,0.0275229357798165,0.2594518041916703,0.1520280550434354,0.1520280550434354
bxaic__B__gcn__seed42,bxaic,B,gcn,42,saliency,P20_frozen_cache,exact_integer,0.05,24,119,109,0.042016806722689,0.05,0.0275229357798165,0.2594518041916703,0.1520280550434354,0.1520280550434354
bxaic__B__gcn__seed42,bxaic,B,gcn,42,saliency,P20_frozen_cache,machine,0.1,7,119,109,0.0924369747899159,0.1,0.073394495412844,0.0883642941029018,0.4137723896898209,0.4122433377020533
bxaic__B__gcn__seed42,bxaic,B,gcn,42,saliency,P20_frozen_cache,exact_integer,0.1,7,119,109,0.0924369747899159,0.1,0.073394495412844,0.0883642941029018,0.4137723896898209,0.4122433377020533
bxaic__B__gcn__seed42,bxaic,B,gcn,42,saliency,P20_frozen_cache,machine,0.2,5,119,109,0.1596638655462184,0.1666666666666666,0.1177370030581039,0.0690404773475921,0.4945718654434251,0.4869266055045871
bxaic__B__gcn__seed42,bxaic,B,gcn,42,saliency,P20_frozen_cache,exact_integer,0.2,5,119,109,0.1596638655462184,0.1666666666666666,0.1177370030581039,0.0690404773475921,0.4945718654434251,0.4869266055045871
bxaic__B__gin__seed123,bxaic,B,gin,123,ig,P01_checkpoint_rerun,machine,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,ig,P01_checkpoint_rerun,exact_integer,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,ig,P01_checkpoint_rerun,machine,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,ig,P01_checkpoint_rerun,exact_integer,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,ig,P01_checkpoint_rerun,machine,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,ig,P01_checkpoint_rerun,exact_integer,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,gradinput,P01_checkpoint_rerun,machine,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,gradinput,P01_checkpoint_rerun,exact_integer,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,gradinput,P01_checkpoint_rerun,machine,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,gradinput,P01_checkpoint_rerun,exact_integer,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,gradinput,P01_checkpoint_rerun,machine,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,gradinput,P01_checkpoint_rerun,exact_integer,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,atom_occlusion,P20_frozen_cache,machine,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,atom_occlusion,P20_frozen_cache,exact_integer,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,atom_occlusion,P20_frozen_cache,machine,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,atom_occlusion,P20_frozen_cache,exact_integer,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,atom_occlusion,P20_frozen_cache,machine,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,atom_occlusion,P20_frozen_cache,exact_integer,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed123,bxaic,B,gin,123,saliency,P20_frozen_cache,machine,0.05,7,119,109,0.042016806722689,0.05,0.036697247706422,0.0883642941029018,0.4382372214941023,0.4382372214941023
bxaic__B__gin__seed123,bxaic,B,gin,123,saliency,P20_frozen_cache,exact_integer,0.05,7,119,109,0.042016806722689,0.05,0.036697247706422,0.0883642941029018,0.4382372214941023,0.4382372214941023
bxaic__B__gin__seed123,bxaic,B,gin,123,saliency,P20_frozen_cache,machine,0.1,1,119,109,0.0630252100840336,0.0708333333333333,0.0795107033639143,0.0386003571497199,0.9357798165137616,0.91131498470948
bxaic__B__gin__seed123,bxaic,B,gin,123,saliency,P20_frozen_cache,exact_integer,0.1,1,119,109,0.0630252100840336,0.0708333333333333,0.0795107033639143,0.0386003571497199,0.9357798165137616,0.91131498470948
bxaic__B__gin__seed123,bxaic,B,gin,123,saliency,P20_frozen_cache,machine,0.2,1,119,109,0.0630252100840336,0.0708333333333333,0.0795107033639143,0.0386003571497199,0.9357798165137616,0.91131498470948
bxaic__B__gin__seed123,bxaic,B,gin,123,saliency,P20_frozen_cache,exact_integer,0.2,1,119,109,0.0630252100840336,0.0708333333333333,0.0795107033639143,0.0386003571497199,0.9357798165137616,0.91131498470948
bxaic__B__gin__seed2026,bxaic,B,gin,2026,ig,P01_checkpoint_rerun,machine,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,ig,P01_checkpoint_rerun,exact_integer,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,ig,P01_checkpoint_rerun,machine,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,ig,P01_checkpoint_rerun,exact_integer,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,ig,P01_checkpoint_rerun,machine,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,ig,P01_checkpoint_rerun,exact_integer,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,gradinput,P01_checkpoint_rerun,machine,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,gradinput,P01_checkpoint_rerun,exact_integer,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,gradinput,P01_checkpoint_rerun,machine,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,gradinput,P01_checkpoint_rerun,exact_integer,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,gradinput,P01_checkpoint_rerun,machine,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,gradinput,P01_checkpoint_rerun,exact_integer,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,atom_occlusion,P20_frozen_cache,machine,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,atom_occlusion,P20_frozen_cache,exact_integer,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,atom_occlusion,P20_frozen_cache,machine,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,atom_occlusion,P20_frozen_cache,exact_integer,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,atom_occlusion,P20_frozen_cache,machine,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,atom_occlusion,P20_frozen_cache,exact_integer,0.2,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed2026,bxaic,B,gin,2026,saliency,P20_frozen_cache,machine,0.05,7,119,109,0.042016806722689,0.05,0.0275229357798165,0.0883642941029018,0.4474115334207078,0.4474115334207078
bxaic__B__gin__seed2026,bxaic,B,gin,2026,saliency,P20_frozen_cache,exact_integer,0.05,7,119,109,0.042016806722689,0.05,0.0275229357798165,0.0883642941029018,0.4474115334207078,0.4474115334207078
bxaic__B__gin__seed2026,bxaic,B,gin,2026,saliency,P20_frozen_cache,machine,0.1,1,119,109,0.0546218487394958,0.0625,0.0565749235474006,0.0386003571497199,0.963302752293578,0.934250764525994
bxaic__B__gin__seed2026,bxaic,B,gin,2026,saliency,P20_frozen_cache,exact_integer,0.1,1,119,109,0.0546218487394958,0.0625,0.0565749235474006,0.0386003571497199,0.963302752293578,0.934250764525994
bxaic__B__gin__seed2026,bxaic,B,gin,2026,saliency,P20_frozen_cache,machine,0.2,1,119,109,0.0546218487394958,0.0625,0.0565749235474006,0.0386003571497199,0.963302752293578,0.934250764525994
bxaic__B__gin__seed2026,bxaic,B,gin,2026,saliency,P20_frozen_cache,exact_integer,0.2,1,119,109,0.0546218487394958,0.0625,0.0565749235474006,0.0386003571497199,0.963302752293578,0.934250764525994
bxaic__B__gin__seed42,bxaic,B,gin,42,ig,P01_checkpoint_rerun,machine,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed42,bxaic,B,gin,42,ig,P01_checkpoint_rerun,exact_integer,0.05,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
bxaic__B__gin__seed42,bxaic,B,gin,42,ig,P01_checkpoint_rerun,machine,0.1,1,119,109,0.0126050420168067,0.0208333333333333,0.0290519877675841,0.0386003571497199,0.9908256880733946,0.9617737003058104
