cell_id,family,task,model,seed,method,score_origin,grid,alpha,q,n_calibration,n_test,calibration_risk,corrected_risk,risk,mean_atom_fraction,precision,iou
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,ig,P01_checkpoint_rerun,machine,0.05,90,1625,1644,0.0462195624015583,0.0468061432364897,0.0469790931793558,0.9157370192095716,0.3547343909510095,0.3473907363300775
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,ig,P01_checkpoint_rerun,exact_integer,0.05,90,1625,1644,0.0462195624015583,0.0468061432364897,0.0469790931793558,0.9157370192095716,0.3547343909510095,0.3473907363300775
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,ig,P01_checkpoint_rerun,machine,0.1,84,1625,1644,0.0909801739429987,0.0915392267265516,0.0887024718735801,0.8573713715364688,0.3603679870447156,0.3455314802333397
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,ig,P01_checkpoint_rerun,exact_integer,0.1,84,1625,1644,0.0909801739429987,0.0915392267265516,0.0887024718735801,0.8573713715364688,0.3603679870447156,0.3455314802333397
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,ig,P01_checkpoint_rerun,machine,0.2,72,1625,1644,0.1971932717675275,0.1976870028427013,0.1941034548408185,0.7376837897989411,0.3659937773877913,0.3315369846438648
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,ig,P01_checkpoint_rerun,exact_integer,0.2,72,1625,1644,0.1971932717675275,0.1976870028427013,0.1941034548408185,0.7376837897989411,0.3659937773877913,0.3315369846438648
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,gradinput,P01_checkpoint_rerun,machine,0.05,93,1625,1644,0.0469219867402055,0.0475081355798487,0.0468171469116012,0.9485539954456256,0.3443439989157794,0.3386051173193661
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,gradinput,P01_checkpoint_rerun,exact_integer,0.05,93,1625,1644,0.0469219867402055,0.0475081355798487,0.0468171469116012,0.9485539954456256,0.3443439989157794,0.3386051173193661
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,gradinput,P01_checkpoint_rerun,machine,0.1,88,1625,1644,0.0981010404324052,0.0986557138392734,0.0984020731776435,0.8975096610559957,0.3438778146275845,0.3312613744371732
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,gradinput,P01_checkpoint_rerun,exact_integer,0.1,88,1625,1644,0.0981010404324052,0.0986557138392734,0.0984020731776435,0.8975096610559957,0.3438778146275845,0.3312613744371732
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,gradinput,P01_checkpoint_rerun,machine,0.2,79,1625,1644,0.192423368801292,0.1929200333961252,0.1898926940172479,0.80859924084667,0.3425001359511203,0.3166914710685924
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,gradinput,P01_checkpoint_rerun,exact_integer,0.2,79,1625,1644,0.192423368801292,0.1929200333961252,0.1898926940172479,0.80859924084667,0.3425001359511203,0.3166914710685924
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,P20_frozen_cache,machine,0.05,89,1625,1644,0.0488840063141327,0.0494689484996714,0.0524725757165069,0.9091218677307292,0.3552409632480955,0.3473880696863142
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,P20_frozen_cache,exact_integer,0.05,89,1625,1644,0.0488840063141327,0.0494689484996714,0.0524725757165069,0.9091218677307292,0.3552409632480955,0.3473880696863142
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,P20_frozen_cache,machine,0.1,81,1625,1644,0.0957250685392864,0.0962812031834812,0.0986186575553909,0.8288222076854068,0.3686365915415233,0.3526662646666467
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,P20_frozen_cache,exact_integer,0.1,81,1625,1644,0.0957250685392864,0.0962812031834812,0.0986186575553909,0.8288222076854068,0.3686365915415233,0.3526662646666467
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,P20_frozen_cache,machine,0.2,66,1625,1644,0.197667033458722,0.198160473167542,0.1960376796636149,0.6786990675017398,0.3967350914696989,0.3592388762660051
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,P20_frozen_cache,exact_integer,0.2,66,1625,1644,0.197667033458722,0.198160473167542,0.1960376796636149,0.6786990675017398,0.3967350914696989,0.3592388762660051
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,P20_frozen_cache,machine,0.05,91,1625,1644,0.0441151422682264,0.0447030173344821,0.0418996728549056,0.92914280718448,0.3514547406069206,0.3451623391554342
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,P20_frozen_cache,exact_integer,0.05,91,1625,1644,0.0441151422682264,0.0447030173344821,0.0418996728549056,0.92914280718448,0.3514547406069206,0.3451623391554342
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,P20_frozen_cache,machine,0.1,83,1625,1644,0.0945765576066124,0.0951333985920942,0.0953357647904807,0.8488238590750934,0.3603319569077057,0.3450966403998567
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,P20_frozen_cache,exact_integer,0.1,83,1625,1644,0.0945765576066124,0.0951333985920942,0.0953357647904807,0.8488238590750934,0.3603319569077057,0.3450966403998567
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,P20_frozen_cache,machine,0.2,69,1625,1644,0.1959936030020097,0.1964880718808523,0.2015899711684837,0.7087151266394004,0.3748297718762481,0.340814566712336
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,P20_frozen_cache,exact_integer,0.2,69,1625,1644,0.1959936030020097,0.1964880718808523,0.2015899711684837,0.7087151266394004,0.3748297718762481,0.340814566712336
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,ig,P01_checkpoint_rerun,machine,0.05,94,1625,1644,0.0445782423366374,0.045165832593503,0.0479667774149117,0.957617676585783,0.3400722665637732,0.333729785503617
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,ig,P01_checkpoint_rerun,exact_integer,0.05,94,1625,1644,0.0445782423366374,0.045165832593503,0.0479667774149117,0.957617676585783,0.3400722665637732,0.333729785503617
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,ig,P01_checkpoint_rerun,machine,0.1,89,1625,1644,0.0951744604253063,0.0957309336968774,0.0973045327452577,0.9091218677307292,0.3411192816040412,0.3287118013574592
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,ig,P01_checkpoint_rerun,exact_integer,0.1,89,1625,1644,0.0951744604253063,0.0957309336968774,0.0973045327452577,0.9091218677307292,0.3411192816040412,0.3287118013574592
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,ig,P01_checkpoint_rerun,machine,0.2,77,1625,1644,0.1993664547407816,0.1998588492950616,0.2025901444398693,0.7885640718930385,0.354343511905798,0.3268306154129896
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,ig,P01_checkpoint_rerun,exact_integer,0.2,77,1625,1644,0.1993664547407816,0.1998588492950616,0.2025901444398693,0.7885640718930385,0.354343511905798,0.3268306154129896
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,gradinput,P01_checkpoint_rerun,machine,0.05,94,1625,1644,0.044425204805867,0.0450128891817551,0.0446333737564446,0.957617676585783,0.3419964460996478,0.3365809737738717
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,gradinput,P01_checkpoint_rerun,exact_integer,0.05,94,1625,1644,0.044425204805867,0.0450128891817551,0.0446333737564446,0.957617676585783,0.3419964460996478,0.3365809737738717
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,gradinput,P01_checkpoint_rerun,machine,0.1,89,1625,1644,0.0981970662230965,0.0987516805735128,0.0993197759423384,0.9091218677307292,0.3399115894154871,0.3281042733649749
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,gradinput,P01_checkpoint_rerun,exact_integer,0.1,89,1625,1644,0.0981970662230965,0.0987516805735128,0.0993197759423384,0.9091218677307292,0.3399115894154871,0.3281042733649749
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,gradinput,P01_checkpoint_rerun,machine,0.2,81,1625,1644,0.1870021243246537,0.187502123018181,0.1857484349328109,0.8288222076854068,0.3372539904816603,0.3144253562008702
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,gradinput,P01_checkpoint_rerun,exact_integer,0.2,81,1625,1644,0.1870021243246537,0.187502123018181,0.1857484349328109,0.8288222076854068,0.3372539904816603,0.3144253562008702
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,P20_frozen_cache,machine,0.05,89,1625,1644,0.0437178955009869,0.0443060148764475,0.0421502425899221,0.9091218677307292,0.3592200095801663,0.3526272938135837
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,P20_frozen_cache,exact_integer,0.05,89,1625,1644,0.0437178955009869,0.0443060148764475,0.0421502425899221,0.9091218677307292,0.3592200095801663,0.3526272938135837
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,P20_frozen_cache,machine,0.1,79,1625,1644,0.0971251168296657,0.0976803904355515,0.0981634468369235,0.80859924084667,0.3778026367103884,0.3608810106723533
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,P20_frozen_cache,exact_integer,0.1,79,1625,1644,0.0971251168296657,0.0976803904355515,0.0981634468369235,0.80859924084667,0.3778026367103884,0.3608810106723533
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,P20_frozen_cache,machine,0.2,64,1625,1644,0.1954031537381144,0.1958979857468856,0.1925303908804638,0.6571995997874026,0.4103264728334336,0.3695525619673048
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,P20_frozen_cache,exact_integer,0.2,64,1625,1644,0.1954031537381144,0.1958979857468856,0.1925303908804638,0.6571995997874026,0.4103264728334336,0.3695525619673048
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,P20_frozen_cache,machine,0.05,91,1625,1644,0.0433276304468732,0.0439159898377423,0.0407564853979201,0.92914280718448,0.3517385597524008,0.345390321612667
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,P20_frozen_cache,exact_integer,0.05,91,1625,1644,0.0433276304468732,0.0439159898377423,0.0407564853979201,0.92914280718448,0.3517385597524008,0.345390321612667
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,P20_frozen_cache,machine,0.1,82,1625,1644,0.0973863251061871,0.0979414380673764,0.0938394297323687,0.8380970842735934,0.3650826927366623,0.3493592339823509
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,P20_frozen_cache,exact_integer,0.1,82,1625,1644,0.0973863251061871,0.0979414380673764,0.0938394297323687,0.8380970842735934,0.3650826927366623,0.3493592339823509
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,P20_frozen_cache,machine,0.2,67,1625,1644,0.1918910646443871,0.1923880566095504,0.1936517187105102,0.6909636668174082,0.3865683029934378,0.3497994298423164
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,P20_frozen_cache,exact_integer,0.2,67,1625,1644,0.1918910646443871,0.1923880566095504,0.1936517187105102,0.6909636668174082,0.3865683029934378,0.3497994298423164
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,ig,P01_checkpoint_rerun,machine,0.05,89,1625,1644,0.0487288955494244,0.0493139331290373,0.048736187379947,0.9091218677307292,0.3558990014168987,0.3479916636116137
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,ig,P01_checkpoint_rerun,exact_integer,0.05,89,1625,1644,0.0487288955494244,0.0493139331290373,0.048736187379947,0.9091218677307292,0.3558990014168987,0.3479916636116137
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,ig,P01_checkpoint_rerun,machine,0.1,80,1625,1644,0.0966469567777976,0.097202524455056,0.0977704662515107,0.8149319138164033,0.3733151696420779,0.3556918886306995
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,ig,P01_checkpoint_rerun,exact_integer,0.1,80,1625,1644,0.0966469567777976,0.097202524455056,0.0977704662515107,0.8149319138164033,0.3733151696420779,0.3556918886306995
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,ig,P01_checkpoint_rerun,machine,0.2,62,1625,1644,0.1961709634591987,0.1966653232602693,0.1931862174142363,0.6384061278452969,0.4174008793482878,0.3729688391044649
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,ig,P01_checkpoint_rerun,exact_integer,0.2,62,1625,1644,0.1961709634591987,0.1966653232602693,0.1931862174142363,0.6384061278452969,0.4174008793482878,0.3729688391044649
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,gradinput,P01_checkpoint_rerun,machine,0.05,96,1625,1644,0.0461921808947054,0.0467787785694319,0.0476551065659576,0.9776360379657606,0.3385759994041141,0.3352842898407528
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,gradinput,P01_checkpoint_rerun,exact_integer,0.05,96,1625,1644,0.0461921808947054,0.0467787785694319,0.0476551065659576,0.9776360379657606,0.3385759994041141,0.3352842898407528
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,gradinput,P01_checkpoint_rerun,machine,0.1,94,1625,1644,0.0847696015088966,0.0853324738326919,0.0849418478532795,0.957617676585783,0.3355530479156333,0.3286846964871464
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,gradinput,P01_checkpoint_rerun,exact_integer,0.1,94,1625,1644,0.0847696015088966,0.0853324738326919,0.0849418478532795,0.957617676585783,0.3355530479156333,0.3286846964871464
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,gradinput,P01_checkpoint_rerun,machine,0.2,87,1625,1644,0.1936408555536442,0.1941367713866371,0.189685455934206,0.8887243115179423,0.3285152537864253,0.312455164502983
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,gradinput,P01_checkpoint_rerun,exact_integer,0.2,87,1625,1644,0.1936408555536442,0.1941367713866371,0.189685455934206,0.8887243115179423,0.3285152537864253,0.312455164502983
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,P20_frozen_cache,machine,0.05,81,1625,1644,0.0493420605115296,0.0499267209909198,0.047443764178026,0.8288222076854068,0.3906698652593638,0.3816980114013185
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,P20_frozen_cache,exact_integer,0.05,81,1625,1644,0.0493420605115296,0.0499267209909198,0.047443764178026,0.8288222076854068,0.3906698652593638,0.3816980114013185
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,P20_frozen_cache,machine,0.1,63,1625,1644,0.0968861278992502,0.097441548484798,0.0982683293809033,0.649009236961634,0.4656226749268946,0.4401962323501089
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,P20_frozen_cache,exact_integer,0.1,63,1625,1644,0.0968861278992502,0.097441548484798,0.0982683293809033,0.649009236961634,0.4656226749268946,0.4401962323501089
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,P20_frozen_cache,machine,0.2,40,1625,1644,0.1963368669144089,0.1968311246838342,0.1978212683948853,0.4147760998413445,0.6267870822177314,0.5393168054185705
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,P20_frozen_cache,exact_integer,0.2,40,1625,1644,0.1963368669144089,0.1968311246838342,0.1978212683948853,0.4147760998413445,0.6267870822177314,0.5393168054185705
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,P20_frozen_cache,machine,0.05,81,1625,1644,0.0469492877131602,0.0475354197625371,0.0466707772277139,0.8288222076854068,0.3906758560315681,0.381186290752265
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,P20_frozen_cache,exact_integer,0.05,81,1625,1644,0.0469492877131602,0.0475354197625371,0.0466707772277139,0.8288222076854068,0.3906758560315681,0.381186290752265
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,P20_frozen_cache,machine,0.1,70,1625,1644,0.0954933691942029,0.0960496463349199,0.0942656850277937,0.7197916353793983,0.424028532548421,0.402429098459265
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,P20_frozen_cache,exact_integer,0.1,70,1625,1644,0.0973809884125914,0.09793610465588,0.0957662413040895,0.7162169482052604,0.4253249438123152,0.4031128523082546
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,P20_frozen_cache,machine,0.2,54,1625,1644,0.1921725259348979,0.1926693447996366,0.1907575321016546,0.557642303290396,0.4812622751537259,0.4259777427356281
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,P20_frozen_cache,exact_integer,0.2,54,1625,1644,0.1921725259348979,0.1926693447996366,0.1907575321016546,0.557642303290396,0.4812622751537259,0.4259777427356281
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,ig,P01_checkpoint_rerun,machine,0.05,86,1625,1644,0.0479226949291966,0.0485082283271492,0.0461726249976446,0.8782821505199193,0.3697064496980017,0.3616518489881076
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,ig,P01_checkpoint_rerun,exact_integer,0.05,86,1625,1644,0.0479226949291966,0.0485082283271492,0.0461726249976446,0.8782821505199193,0.3697064496980017,0.3616518489881076
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,ig,P01_checkpoint_rerun,machine,0.1,74,1625,1644,0.0981055622475487,0.0986602328734727,0.0963529289767683,0.7580981542835475,0.4019899014248565,0.3813499600702024
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,ig,P01_checkpoint_rerun,exact_integer,0.1,74,1625,1644,0.0981055622475487,0.0986602328734727,0.0963529289767683,0.7580981542835475,0.4019899014248565,0.3813499600702024
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,ig,P01_checkpoint_rerun,machine,0.2,55,1625,1644,0.1947393191894504,0.1952345594605516,0.1934745148372032,0.5674997794069827,0.4701937266664588,0.4136481442477305
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,ig,P01_checkpoint_rerun,exact_integer,0.2,55,1625,1644,0.1947393191894504,0.1952345594605516,0.1934745148372032,0.5674997794069827,0.4701937266664588,0.4136481442477305
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,gradinput,P01_checkpoint_rerun,machine,0.05,97,1625,1644,0.0183363532245409,0.0189400824045996,0.0176816672345375,0.99311715273399,0.3414445596449701,0.3406181725418266
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,gradinput,P01_checkpoint_rerun,exact_integer,0.05,97,1625,1644,0.0183363532245409,0.0189400824045996,0.0176816672345375,0.99311715273399,0.3414445596449701,0.3406181725418266
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,gradinput,P01_checkpoint_rerun,machine,0.1,94,1625,1644,0.0920062796490993,0.0925647013713324,0.0838261015186043,0.957617676585783,0.3351763811529853,0.3282285973504499
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,gradinput,P01_checkpoint_rerun,exact_integer,0.1,94,1625,1644,0.0920062796490993,0.0925647013713324,0.0838261015186043,0.957617676585783,0.3351763811529853,0.3282285973504499
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,gradinput,P01_checkpoint_rerun,machine,0.2,88,1625,1644,0.1956950906502228,0.1961897431159975,0.1872264465508473,0.8975096610559957,0.3257669698797178,0.3099900812007864
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,gradinput,P01_checkpoint_rerun,exact_integer,0.2,88,1625,1644,0.1956950906502228,0.1961897431159975,0.1872264465508473,0.8975096610559957,0.3257669698797178,0.3099900812007864
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,P20_frozen_cache,machine,0.05,81,1625,1644,0.0492592103221064,0.0498439217548726,0.0505338568652111,0.8288222076854068,0.3899561130566736,0.3806487875184111
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,P20_frozen_cache,exact_integer,0.05,81,1625,1644,0.0492592103221064,0.0498439217548726,0.0505338568652111,0.8288222076854068,0.3899561130566736,0.3806487875184111
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,P20_frozen_cache,machine,0.1,64,1625,1644,0.0972717780486298,0.097826961456964,0.0988970126359327,0.6571995997874026,0.4622232640806196,0.4371383192481278
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,P20_frozen_cache,exact_integer,0.1,64,1625,1644,0.0972717780486298,0.097826961456964,0.0988970126359327,0.6571995997874026,0.4622232640806196,0.4371383192481278
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,P20_frozen_cache,machine,0.2,42,1625,1644,0.197393709610404,0.1978873174150717,0.1970323196470274,0.4382121052667012,0.6013403413181534,0.5201716634026281
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,P20_frozen_cache,exact_integer,0.2,42,1625,1644,0.197393709610404,0.1978873174150717,0.1970323196470274,0.4382121052667012,0.6013403413181534,0.5201716634026281
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,P20_frozen_cache,machine,0.05,82,1625,1644,0.0487573874195452,0.0493424074764828,0.0458675460462498,0.8380970842735934,0.3869518145813762,0.3780573106473088
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,P20_frozen_cache,exact_integer,0.05,82,1625,1644,0.0487573874195452,0.0493424074764828,0.0458675460462498,0.8380970842735934,0.3869518145813762,0.3780573106473088
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,P20_frozen_cache,machine,0.1,72,1625,1644,0.0963260695273081,0.096881834552199,0.0933470426179633,0.7376837897989411,0.4148577902265409,0.3946438548160197
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,P20_frozen_cache,exact_integer,0.1,72,1625,1644,0.0963260695273081,0.096881834552199,0.0933470426179633,0.7376837897989411,0.4148577902265409,0.3946438548160197
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,P20_frozen_cache,machine,0.2,56,1625,1644,0.1984657500288603,0.1989586985220775,0.1894209002412779,0.5790848800081908,0.4637584902180363,0.4132597730639095
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,P20_frozen_cache,exact_integer,0.2,57,1625,1644,0.1936827638513042,0.1941786539104362,0.1839791178515521,0.5868670149599141,0.4611733136068593,0.4127191965535513
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,ig,P01_checkpoint_rerun,machine,0.05,93,1625,1644,0.044568072603748,0.0451556691150618,0.047101115716797,0.9485539954456256,0.3433997041686853,0.3369828223705153
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,ig,P01_checkpoint_rerun,exact_integer,0.05,93,1625,1644,0.044568072603748,0.0451556691150618,0.047101115716797,0.9485539954456256,0.3433997041686853,0.3369828223705153
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,ig,P01_checkpoint_rerun,machine,0.1,84,1625,1644,0.0975038541147142,0.0980588947948404,0.1002176804098305,0.8573713715364688,0.356880512503475,0.3410907834325413
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,ig,P01_checkpoint_rerun,exact_integer,0.1,84,1625,1644,0.0975038541147142,0.0980588947948404,0.1002176804098305,0.8573713715364688,0.356880512503475,0.3410907834325413
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,ig,P01_checkpoint_rerun,machine,0.2,61,1625,1644,0.1977552151455223,0.1982486006220625,0.1996400810578033,0.6285667856652547,0.4299777157061621,0.3842764735724359
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,ig,P01_checkpoint_rerun,exact_integer,0.2,61,1625,1644,0.1977552151455223,0.1982486006220625,0.1996400810578033,0.6285667856652547,0.4299777157061621,0.3842764735724359
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,P01_checkpoint_rerun,machine,0.05,96,1625,1644,0.0462001452949775,0.0467867380715488,0.0462072190806076,0.9776360379657606,0.3380992404450497,0.334606485537963
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,P01_checkpoint_rerun,exact_integer,0.05,96,1625,1644,0.0462001452949775,0.0467867380715488,0.0462072190806076,0.9776360379657606,0.3380992404450497,0.334606485537963
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,P01_checkpoint_rerun,machine,0.1,93,1625,1644,0.0988654846304764,0.0994196878994613,0.0975900763942632,0.9485539954456256,0.3323817028493909,0.3235254959569583
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,P01_checkpoint_rerun,exact_integer,0.1,93,1625,1644,0.0988654846304764,0.0994196878994613,0.0975900763942632,0.9485539954456256,0.3323817028493909,0.3235254959569583
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,P01_checkpoint_rerun,machine,0.2,87,1625,1644,0.1928343506960084,0.1933307625344487,0.1891333924625194,0.8887243115179423,0.32313024190982,0.3054892541426746
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,P01_checkpoint_rerun,exact_integer,0.2,87,1625,1644,0.1928343506960084,0.1933307625344487,0.1891333924625194,0.8887243115179423,0.32313024190982,0.3054892541426746
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,P20_frozen_cache,machine,0.05,76,1625,1644,0.0471514896074792,0.0477374973014476,0.0454035895593714,0.7771510750062881,0.4186840839726573,0.4094350492914251
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,P20_frozen_cache,exact_integer,0.05,76,1625,1644,0.0471514896074792,0.0477374973014476,0.0454035895593714,0.7771510750062881,0.4186840839726573,0.4094350492914251
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,P20_frozen_cache,machine,0.1,56,1625,1644,0.0968267446770902,0.0973822017836848,0.0987371107451729,0.5790848800081908,0.522991889507502,0.4919348648631834
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,P20_frozen_cache,exact_integer,0.1,56,1625,1644,0.0972012228569506,0.0977564496571616,0.0997338391571009,0.5771992352393318,0.5241172017735667,0.4926009469325661
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,P20_frozen_cache,machine,0.2,37,1625,1644,0.195362906952714,0.1958577637135057,0.1990925568511033,0.387491476592661,0.675393494394972,0.5754991321459805
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,P20_frozen_cache,exact_integer,0.2,37,1625,1644,0.195362906952714,0.1958577637135057,0.1990925568511033,0.387491476592661,0.675393494394972,0.5754991321459805
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,saliency,P20_frozen_cache,machine,0.05,78,1625,1644,0.0489221682086889,0.0495070869244277,0.0457990935647515,0.7978589195873704,0.4056445030470522,0.3956001715295217
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,saliency,P20_frozen_cache,exact_integer,0.05,78,1625,1644,0.0489221682086889,0.0495070869244277,0.0457990935647515,0.7978589195873704,0.4056445030470522,0.3956001715295217
