cell_id,family,task,model,seed,method,score_origin,alpha,historical_q,current_q,q_change,delta_risk,delta_mean_atom_fraction,delta_precision,delta_iou
bxaic__P__gcn__seed42,bxaic,P,gcn,42,ig,P01_checkpoint_rerun,0.1,2,2,0,-1.3877787807814457e-17,7.63278329429795e-17,2.220446049250313e-16,2.220446049250313e-16
bxaic__P__gcn__seed42,bxaic,P,gcn,42,ig,P01_checkpoint_rerun,0.2,1,1,0,-2.775557561562892e-17,6.938893903907227e-17,0.0,-1.1102230246251563e-16
bxaic__P__gcn__seed42,bxaic,P,gcn,42,gradinput,P01_checkpoint_rerun,0.05,4,4,0,-1.3877787807814457e-17,1.457167719820518e-16,-1.1102230246251563e-16,0.0
bxaic__P__gcn__seed42,bxaic,P,gcn,42,gradinput,P01_checkpoint_rerun,0.1,2,2,0,-1.3877787807814457e-17,7.63278329429795e-17,2.220446049250313e-16,2.220446049250313e-16
bxaic__P__gcn__seed42,bxaic,P,gcn,42,gradinput,P01_checkpoint_rerun,0.2,1,1,0,-2.775557561562892e-17,6.938893903907227e-17,0.0,-1.1102230246251563e-16
bxaic__P__gcn__seed42,bxaic,P,gcn,42,atom_occlusion,P20_frozen_cache,0.05,4,4,0,0.0,0.0,0.0,0.0
bxaic__P__gcn__seed42,bxaic,P,gcn,42,atom_occlusion,P20_frozen_cache,0.1,2,2,0,0.0,0.0,0.0,0.0
bxaic__P__gcn__seed42,bxaic,P,gcn,42,atom_occlusion,P20_frozen_cache,0.2,1,1,0,0.0,0.0,0.0,0.0
bxaic__P__gcn__seed42,bxaic,P,gcn,42,saliency,P20_frozen_cache,0.05,6,6,0,0.0,0.0,0.0,0.0
bxaic__P__gcn__seed42,bxaic,P,gcn,42,saliency,P20_frozen_cache,0.1,4,4,0,0.0,0.0,0.0,0.0
bxaic__P__gcn__seed42,bxaic,P,gcn,42,saliency,P20_frozen_cache,0.2,1,1,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed123,bxaic,P,gin,123,ig,P01_checkpoint_rerun,0.05,4,4,0,-1.3877787807814457e-17,1.457167719820518e-16,-1.1102230246251563e-16,0.0
bxaic__P__gin__seed123,bxaic,P,gin,123,ig,P01_checkpoint_rerun,0.1,2,2,0,0.0,7.63278329429795e-17,1.1102230246251563e-16,1.1102230246251563e-16
bxaic__P__gin__seed123,bxaic,P,gin,123,ig,P01_checkpoint_rerun,0.2,1,1,0,0.0,6.938893903907227e-17,0.0,-2.220446049250313e-16
bxaic__P__gin__seed123,bxaic,P,gin,123,gradinput,P01_checkpoint_rerun,0.05,4,4,0,-1.3877787807814457e-17,1.457167719820518e-16,-1.1102230246251563e-16,0.0
bxaic__P__gin__seed123,bxaic,P,gin,123,gradinput,P01_checkpoint_rerun,0.1,2,2,0,0.0,7.63278329429795e-17,1.1102230246251563e-16,1.1102230246251563e-16
bxaic__P__gin__seed123,bxaic,P,gin,123,gradinput,P01_checkpoint_rerun,0.2,1,1,0,0.0,6.938893903907227e-17,0.0,-2.220446049250313e-16
bxaic__P__gin__seed123,bxaic,P,gin,123,atom_occlusion,P20_frozen_cache,0.05,4,4,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed123,bxaic,P,gin,123,atom_occlusion,P20_frozen_cache,0.1,2,2,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed123,bxaic,P,gin,123,atom_occlusion,P20_frozen_cache,0.2,1,1,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed123,bxaic,P,gin,123,saliency,P20_frozen_cache,0.05,6,6,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed123,bxaic,P,gin,123,saliency,P20_frozen_cache,0.1,4,4,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed123,bxaic,P,gin,123,saliency,P20_frozen_cache,0.2,1,1,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed2026,bxaic,P,gin,2026,ig,P01_checkpoint_rerun,0.05,4,4,0,-1.3877787807814457e-17,1.457167719820518e-16,-1.1102230246251563e-16,0.0
bxaic__P__gin__seed2026,bxaic,P,gin,2026,ig,P01_checkpoint_rerun,0.1,2,2,0,-1.3877787807814457e-17,7.63278329429795e-17,2.220446049250313e-16,2.220446049250313e-16
bxaic__P__gin__seed2026,bxaic,P,gin,2026,ig,P01_checkpoint_rerun,0.2,1,1,0,-2.775557561562892e-17,6.938893903907227e-17,0.0,-1.1102230246251563e-16
bxaic__P__gin__seed2026,bxaic,P,gin,2026,gradinput,P01_checkpoint_rerun,0.05,4,4,0,-1.3877787807814457e-17,1.457167719820518e-16,-1.1102230246251563e-16,0.0
bxaic__P__gin__seed2026,bxaic,P,gin,2026,gradinput,P01_checkpoint_rerun,0.1,2,2,0,-1.3877787807814457e-17,7.63278329429795e-17,2.220446049250313e-16,2.220446049250313e-16
bxaic__P__gin__seed2026,bxaic,P,gin,2026,gradinput,P01_checkpoint_rerun,0.2,1,1,0,-2.775557561562892e-17,6.938893903907227e-17,0.0,-1.1102230246251563e-16
bxaic__P__gin__seed2026,bxaic,P,gin,2026,atom_occlusion,P20_frozen_cache,0.05,4,4,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed2026,bxaic,P,gin,2026,atom_occlusion,P20_frozen_cache,0.1,2,2,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed2026,bxaic,P,gin,2026,atom_occlusion,P20_frozen_cache,0.2,1,1,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed2026,bxaic,P,gin,2026,saliency,P20_frozen_cache,0.05,4,4,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed2026,bxaic,P,gin,2026,saliency,P20_frozen_cache,0.1,2,2,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed2026,bxaic,P,gin,2026,saliency,P20_frozen_cache,0.2,1,1,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed42,bxaic,P,gin,42,ig,P01_checkpoint_rerun,0.05,4,4,0,-1.3877787807814457e-17,1.457167719820518e-16,-1.1102230246251563e-16,0.0
bxaic__P__gin__seed42,bxaic,P,gin,42,ig,P01_checkpoint_rerun,0.1,2,2,0,-1.3877787807814457e-17,7.63278329429795e-17,2.220446049250313e-16,2.220446049250313e-16
bxaic__P__gin__seed42,bxaic,P,gin,42,ig,P01_checkpoint_rerun,0.2,1,1,0,-2.775557561562892e-17,6.938893903907227e-17,0.0,-1.1102230246251563e-16
bxaic__P__gin__seed42,bxaic,P,gin,42,gradinput,P01_checkpoint_rerun,0.05,4,4,0,-1.3877787807814457e-17,1.457167719820518e-16,-1.1102230246251563e-16,0.0
bxaic__P__gin__seed42,bxaic,P,gin,42,gradinput,P01_checkpoint_rerun,0.1,2,2,0,0.0,7.63278329429795e-17,1.1102230246251563e-16,1.1102230246251563e-16
bxaic__P__gin__seed42,bxaic,P,gin,42,gradinput,P01_checkpoint_rerun,0.2,1,1,0,0.0,6.938893903907227e-17,0.0,-2.220446049250313e-16
bxaic__P__gin__seed42,bxaic,P,gin,42,atom_occlusion,P20_frozen_cache,0.05,4,4,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed42,bxaic,P,gin,42,atom_occlusion,P20_frozen_cache,0.1,2,2,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed42,bxaic,P,gin,42,atom_occlusion,P20_frozen_cache,0.2,1,1,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed42,bxaic,P,gin,42,saliency,P20_frozen_cache,0.05,4,4,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed42,bxaic,P,gin,42,saliency,P20_frozen_cache,0.1,3,3,0,0.0,0.0,0.0,0.0
bxaic__P__gin__seed42,bxaic,P,gin,42,saliency,P20_frozen_cache,0.2,1,1,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,ig,P01_checkpoint_rerun,0.05,92,92,0,2.5673907444456745e-16,3.996802888650564e-15,2.7755575615628914e-16,1.1102230246251563e-16
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,ig,P01_checkpoint_rerun,0.1,86,86,0,4.440892098500626e-16,1.1102230246251563e-16,2.7755575615628914e-16,0.0
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,ig,P01_checkpoint_rerun,0.2,73,73,0,4.996003610813204e-16,1.1102230246251563e-15,1.1657341758564144e-15,2.220446049250313e-16
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,0.05,94,94,0,2.0816681711721683e-16,1.1324274851176595e-14,-5.551115123125783e-17,0.0
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,0.1,89,89,0,2.6367796834847473e-16,2.7755575615628917e-15,4.996003610813204e-16,2.7755575615628914e-16
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,0.2,80,80,0,-1.6653345369377348e-16,-5.3290705182007506e-15,2.7755575615628914e-16,-5.551115123125783e-17
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,atom_occlusion,P20_frozen_cache,0.05,89,89,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,atom_occlusion,P20_frozen_cache,0.1,81,81,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,atom_occlusion,P20_frozen_cache,0.2,67,67,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,saliency,P20_frozen_cache,0.05,92,92,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,saliency,P20_frozen_cache,0.1,85,85,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,saliency,P20_frozen_cache,0.2,71,71,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,ig,P01_checkpoint_rerun,0.05,90,90,0,2.8449465006019636e-16,4.996003610813205e-15,9.43689570931383e-16,3.3306690738754696e-16
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,ig,P01_checkpoint_rerun,0.1,83,84,1,-0.0070988638335981,0.0085475124613694,-0.0005952931670018,0.0005943703803831
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,ig,P01_checkpoint_rerun,0.2,72,72,0,4.163336342344337e-16,5.3290705182007506e-15,1.3877787807814457e-15,3.8857805861880484e-16
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,gradinput,P01_checkpoint_rerun,0.05,93,93,0,2.012279232133096e-16,1.0325074129013956e-14,-1.6653345369377348e-16,2.7755575615628914e-16
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,gradinput,P01_checkpoint_rerun,0.1,88,88,0,-2.534468775310106e-05,6.439293542825908e-15,2.7707328137227535e-05,3.5507831736114603e-05
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,gradinput,P01_checkpoint_rerun,0.2,79,79,0,3.05311331771918e-16,-6.106226635438361e-15,-9.992007221626409e-16,-3.3306690738754696e-16
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,P20_frozen_cache,0.05,89,89,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,P20_frozen_cache,0.1,81,81,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,P20_frozen_cache,0.2,66,66,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,P20_frozen_cache,0.05,91,91,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,P20_frozen_cache,0.1,83,83,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,P20_frozen_cache,0.2,69,69,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,ig,P01_checkpoint_rerun,0.05,94,94,0,3.400058012914542e-16,1.1324274851176595e-14,-6.661338147750939e-16,-3.8857805861880484e-16
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,ig,P01_checkpoint_rerun,0.1,89,89,0,4.85722573273506e-16,2.7755575615628917e-15,6.106226635438361e-16,1.27675647831893e-15
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,ig,P01_checkpoint_rerun,0.2,77,77,0,-2.7755575615628914e-16,-3.774758283725532e-15,6.106226635438361e-16,6.106226635438361e-16
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,gradinput,P01_checkpoint_rerun,0.05,94,94,0,2.0816681711721683e-16,1.1324274851176595e-14,-5.551115123125784e-16,-1.6653345369377348e-16
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,gradinput,P01_checkpoint_rerun,0.1,89,89,0,3.191891195797325e-16,2.7755575615628917e-15,-2.7755575615628914e-16,-1.6653345369377348e-16
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,gradinput,P01_checkpoint_rerun,0.2,81,81,0,1.9428902930940242e-16,-2.3314683517128287e-15,-3.8857805861880484e-16,-1.1102230246251563e-16
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,P20_frozen_cache,0.05,89,89,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,P20_frozen_cache,0.1,79,79,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,P20_frozen_cache,0.2,64,64,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,P20_frozen_cache,0.05,91,91,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,P20_frozen_cache,0.1,82,82,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,P20_frozen_cache,0.2,67,67,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,ig,P01_checkpoint_rerun,0.05,89,89,0,2.1510571102112408e-16,2.7755575615628917e-15,3.3306690738754696e-16,9.992007221626409e-16
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,ig,P01_checkpoint_rerun,0.1,80,80,0,3.05311331771918e-16,-5.3290705182007506e-15,3.3306690738754696e-16,-1.1102230246251563e-16
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,ig,P01_checkpoint_rerun,0.2,62,62,0,-5.5297500552942136e-05,-5.551115123125784e-16,1.6896458503334877e-05,1.743219987015987e-05
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,gradinput,P01_checkpoint_rerun,0.05,96,96,0,1.5959455978986623e-16,6.772360450213455e-15,-4.440892098500626e-16,-4.996003610813204e-16
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,gradinput,P01_checkpoint_rerun,0.1,94,94,0,-7.603406326008033e-05,1.1324274851176595e-14,2.896535743213136e-05,3.8181607524279126e-05
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,gradinput,P01_checkpoint_rerun,0.2,87,87,0,-0.0003041362530413,4.329869796038111e-15,3.041362530442626e-05,3.1861893175555434e-05
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,P20_frozen_cache,0.05,81,81,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,P20_frozen_cache,0.1,63,63,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,P20_frozen_cache,0.2,40,40,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,P20_frozen_cache,0.05,81,81,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,P20_frozen_cache,0.1,70,70,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,P20_frozen_cache,0.2,54,54,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,ig,P01_checkpoint_rerun,0.05,86,86,0,1.8041124150158796e-16,1.1102230246251563e-16,-1.6653345369377348e-16,0.0
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,ig,P01_checkpoint_rerun,0.1,74,74,0,3.469446951953614e-16,-2.4424906541753444e-15,-3.3306690738754696e-16,-2.7755575615628914e-16
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,ig,P01_checkpoint_rerun,0.2,55,55,0,2.498001805406602e-16,-1.1102230246251563e-15,6.106226635438361e-16,9.43689570931383e-16
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,gradinput,P01_checkpoint_rerun,0.05,97,97,0,3.469446951953614e-18,0.0,-6.661338147750939e-16,-6.106226635438361e-16
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,gradinput,P01_checkpoint_rerun,0.1,94,94,0,1.1102230246251563e-16,1.1324274851176595e-14,-3.8857805861880484e-16,-2.7755575615628914e-16
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,gradinput,P01_checkpoint_rerun,0.2,88,88,0,-1.1102230246251563e-16,6.439293542825908e-15,-4.440892098500626e-16,-4.440892098500626e-16
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,P20_frozen_cache,0.05,81,81,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,P20_frozen_cache,0.1,64,64,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,P20_frozen_cache,0.2,42,42,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,P20_frozen_cache,0.05,82,82,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,P20_frozen_cache,0.1,72,72,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,P20_frozen_cache,0.2,56,56,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,ig,P01_checkpoint_rerun,0.05,93,93,0,-5.5297500552629886e-05,1.0325074129013956e-14,1.1264305667835206e-05,1.3312361243744686e-05
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,ig,P01_checkpoint_rerun,0.1,84,84,0,5.828670879282072e-16,-5.773159728050814e-15,6.106226635438361e-16,4.440892098500626e-16
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,ig,P01_checkpoint_rerun,0.2,61,61,0,5.551115123125783e-17,-3.3306690738754696e-16,1.8318679906315083e-15,2.05391259555654e-15
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,P01_checkpoint_rerun,0.05,96,96,0,5.5297500553129486e-05,6.772360450213455e-15,-1.1059500111820776e-05,-1.257706309659712e-05
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,P01_checkpoint_rerun,0.1,93,93,0,2.3592239273284576e-16,1.0325074129013956e-14,-4.996003610813204e-16,-3.8857805861880484e-16
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,P01_checkpoint_rerun,0.2,87,87,0,1.9428902930940242e-16,4.329869796038111e-15,2.220446049250313e-16,-4.996003610813204e-16
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,P20_frozen_cache,0.05,76,76,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,P20_frozen_cache,0.1,56,56,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,P20_frozen_cache,0.2,37,37,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,saliency,P20_frozen_cache,0.05,78,78,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,saliency,P20_frozen_cache,0.1,66,66,0,0.0,0.0,0.0,0.0
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,saliency,P20_frozen_cache,0.2,51,51,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,ig,P01_checkpoint_rerun,0.05,91,91,0,1.6653345369377348e-16,1.887379141862766e-14,-2.664535259100376e-15,-3.1086244689504387e-15
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,ig,P01_checkpoint_rerun,0.1,86,86,0,-4.440892098500626e-16,1.9095836023552686e-14,-1.1102230246251563e-16,-5.218048215738236e-15
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,ig,P01_checkpoint_rerun,0.2,77,77,0,-1.0269562977782698e-15,2.142730437526552e-14,8.881784197001252e-16,-1.1102230246251563e-16
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,gradinput,P01_checkpoint_rerun,0.05,93,93,0,3.2897547099855484e-06,-7.549516567451064e-15,-1.3240933524061305e-06,-1.8517835819187312e-06
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,gradinput,P01_checkpoint_rerun,0.1,88,88,0,3.0256179061882715e-06,1.5432100042289676e-14,-7.678651524622992e-07,-9.447654055749766e-07
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,gradinput,P01_checkpoint_rerun,0.2,78,78,0,-6.938893903907228e-16,1.4654943925052066e-14,-5.551115123125784e-16,-1.887379141862766e-15
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,atom_occlusion,P20_frozen_cache,0.05,93,93,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,atom_occlusion,P20_frozen_cache,0.1,88,88,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,atom_occlusion,P20_frozen_cache,0.2,79,79,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,saliency,P20_frozen_cache,0.05,93,93,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,saliency,P20_frozen_cache,0.1,88,88,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,saliency,P20_frozen_cache,0.2,79,79,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,ig,P01_checkpoint_rerun,0.05,94,94,0,-1.0408340855860844e-16,-9.769962616701378e-15,-3.552713678800501e-15,-2.1094237467877974e-15
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,ig,P01_checkpoint_rerun,0.1,89,89,0,-4.313114889215042e-06,3.3528735343679734e-14,1.4689594179939649e-06,1.7006409367414932e-06
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,ig,P01_checkpoint_rerun,0.2,78,78,0,-7.771561172376097e-16,1.4654943925052066e-14,2.1094237467877974e-15,-8.881784197001252e-16
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,gradinput,P01_checkpoint_rerun,0.05,94,94,0,-1.6753421469561935e-06,-9.769962616701378e-15,8.308049134209128e-07,1.1246273980969337e-06
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,gradinput,P01_checkpoint_rerun,0.1,91,91,0,-3.250663877518712e-07,1.887379141862766e-14,5.112903526116597e-07,6.968018522179875e-07
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,gradinput,P01_checkpoint_rerun,0.2,82,82,0,-6.106226635438361e-16,1.199040866595169e-14,-9.992007221626409e-16,-1.9984014443252818e-15
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,atom_occlusion,P20_frozen_cache,0.05,94,94,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,atom_occlusion,P20_frozen_cache,0.1,89,89,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,atom_occlusion,P20_frozen_cache,0.2,81,81,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,saliency,P20_frozen_cache,0.05,85,85,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,saliency,P20_frozen_cache,0.1,78,78,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,saliency,P20_frozen_cache,0.2,66,66,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,ig,P01_checkpoint_rerun,0.05,94,94,0,-1.8041124150158796e-16,-9.769962616701378e-15,-2.7755575615628917e-15,-2.1094237467877974e-15
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,ig,P01_checkpoint_rerun,0.1,89,89,0,-6.938893903907228e-16,3.3528735343679734e-14,-2.664535259100376e-15,-3.1086244689504387e-15
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,ig,P01_checkpoint_rerun,0.2,79,79,0,-1.054711873393899e-15,1.7763568394002505e-14,3.3306690738754696e-16,-9.992007221626409e-16
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,gradinput,P01_checkpoint_rerun,0.05,94,94,0,1.3385528963363869e-06,-9.769962616701378e-15,-9.690132318773692e-07,-1.3592642630344542e-06
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,gradinput,P01_checkpoint_rerun,0.1,89,89,0,-9.15933995315754e-16,3.3528735343679734e-14,-1.1102230246251563e-15,-2.7755575615628917e-15
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,gradinput,P01_checkpoint_rerun,0.2,81,81,0,-1.304512053934559e-15,1.3988810110276972e-14,4.440892098500626e-16,-1.2212453270876722e-15
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,atom_occlusion,P20_frozen_cache,0.05,94,94,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,atom_occlusion,P20_frozen_cache,0.1,89,89,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,atom_occlusion,P20_frozen_cache,0.2,80,80,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,saliency,P20_frozen_cache,0.05,93,93,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,saliency,P20_frozen_cache,0.1,89,89,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,saliency,P20_frozen_cache,0.2,81,81,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,ig,P01_checkpoint_rerun,0.05,94,94,0,-5.551115123125783e-17,-9.769962616701378e-15,-3.1086244689504387e-15,-5.551115123125784e-16
