cell_id,family,task,model,seed,method,score_origin,alpha,historical_q,current_q,q_change,delta_risk,delta_mean_atom_fraction,delta_precision,delta_iou
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,ig,P01_checkpoint_rerun,0.1,89,89,0,-5.273559366969495e-16,3.3528735343679734e-14,2.1094237467877974e-15,1.9984014443252818e-15
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,ig,P01_checkpoint_rerun,0.2,80,80,0,-5.273559366969495e-16,3.419486915845482e-14,6.661338147750939e-16,2.220446049250313e-15
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,gradinput,P01_checkpoint_rerun,0.05,94,94,0,-1.1102230246251563e-16,-9.769962616701378e-15,-3.6637359812630166e-15,-2.3314683517128287e-15
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,gradinput,P01_checkpoint_rerun,0.1,89,89,0,-4.0245584642661925e-16,3.3528735343679734e-14,-9.992007221626409e-16,-1.1102230246251563e-15
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,gradinput,P01_checkpoint_rerun,0.2,81,81,0,-4.163336342344337e-16,1.3988810110276972e-14,1.3322676295501878e-15,-6.661338147750939e-16
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,atom_occlusion,P20_frozen_cache,0.05,94,94,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,atom_occlusion,P20_frozen_cache,0.1,89,89,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,atom_occlusion,P20_frozen_cache,0.2,81,81,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,saliency,P20_frozen_cache,0.05,86,86,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,saliency,P20_frozen_cache,0.1,78,78,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,saliency,P20_frozen_cache,0.2,67,67,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,ig,P01_checkpoint_rerun,0.05,94,94,0,-5.551115123125783e-17,-9.769962616701378e-15,-2.886579864025407e-15,2.220446049250313e-16
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,ig,P01_checkpoint_rerun,0.1,90,90,0,-1.6653345369377348e-16,2.731148640577885e-14,1.887379141862766e-15,-1.3322676295501878e-15
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,ig,P01_checkpoint_rerun,0.2,81,81,0,2.775557561562892e-17,1.3988810110276972e-14,3.4416913763379853e-15,2.3314683517128287e-15
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,gradinput,P01_checkpoint_rerun,0.05,94,94,0,-8.326672684688674e-17,-9.769962616701378e-15,-1.5543122344752194e-15,4.440892098500626e-16
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,gradinput,P01_checkpoint_rerun,0.1,90,90,0,-3.8857805861880484e-16,2.731148640577885e-14,1.1102230246251563e-16,-2.4424906541753444e-15
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,gradinput,P01_checkpoint_rerun,0.2,81,81,0,-4.718447854656915e-16,1.3988810110276972e-14,1.2212453270876722e-15,-8.881784197001252e-16
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,atom_occlusion,P20_frozen_cache,0.05,94,94,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,atom_occlusion,P20_frozen_cache,0.1,90,90,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,atom_occlusion,P20_frozen_cache,0.2,81,81,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,saliency,P20_frozen_cache,0.05,81,81,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,saliency,P20_frozen_cache,0.1,74,74,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,saliency,P20_frozen_cache,0.2,63,63,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,ig,P01_checkpoint_rerun,0.05,94,94,0,-7.63278329429795e-17,-9.769962616701378e-15,-2.3314683517128287e-15,5.551115123125784e-16
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,ig,P01_checkpoint_rerun,0.1,90,90,0,-2.498001805406602e-16,2.731148640577885e-14,1.1102230246251563e-15,-6.661338147750939e-16
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,ig,P01_checkpoint_rerun,0.2,81,81,0,4.31311488816033e-06,1.3988810110276972e-14,-1.6088603119746026e-06,-1.6795946889969215e-06
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,gradinput,P01_checkpoint_rerun,0.05,94,94,0,-2.775557561562892e-17,-9.769962616701378e-15,-2.55351295663786e-15,-9.992007221626409e-16
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,gradinput,P01_checkpoint_rerun,0.1,89,89,0,-5.828670879282072e-16,3.3528735343679734e-14,-1.2212453270876722e-15,-2.220446049250313e-15
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,gradinput,P01_checkpoint_rerun,0.2,80,80,0,-6.106226635438361e-16,3.419486915845482e-14,-1.5543122344752194e-15,-9.992007221626409e-16
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,atom_occlusion,P20_frozen_cache,0.05,94,94,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,atom_occlusion,P20_frozen_cache,0.1,89,89,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,atom_occlusion,P20_frozen_cache,0.2,80,80,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,saliency,P20_frozen_cache,0.05,89,89,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,saliency,P20_frozen_cache,0.1,81,81,0,0.0,0.0,0.0,0.0
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,saliency,P20_frozen_cache,0.2,68,68,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,ig,P01_checkpoint_rerun,0.05,95,95,0,-4.8572257327350605e-17,9.992007221626409e-16,1.6653345369377348e-16,-5.551115123125783e-17
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,ig,P01_checkpoint_rerun,0.1,91,91,0,-9.714451465470121e-17,-1.1102230246251563e-16,-5.551115123125783e-17,-1.1102230246251563e-16
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,ig,P01_checkpoint_rerun,0.2,76,76,0,1.3877787807814454e-16,-5.551115123125784e-16,-1.6653345369377348e-16,-1.1102230246251563e-16
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,gradinput,P01_checkpoint_rerun,0.05,94,94,0,-2.0816681711721685e-17,1.1102230246251563e-16,0.0,0.0
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,gradinput,P01_checkpoint_rerun,0.1,90,90,0,0.0001456710367977,1.1102230246251563e-16,-4.7932030398656345e-06,-3.006323016363499e-06
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,gradinput,P01_checkpoint_rerun,0.2,75,75,0,8.326672684688674e-17,-3.3306690738754696e-16,5.551115123125783e-17,-5.551115123125783e-17
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,atom_occlusion,P20_frozen_cache,0.05,87,87,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,atom_occlusion,P20_frozen_cache,0.1,77,77,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,atom_occlusion,P20_frozen_cache,0.2,63,63,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,saliency,P20_frozen_cache,0.05,92,92,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,saliency,P20_frozen_cache,0.1,85,85,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,saliency,P20_frozen_cache,0.2,73,73,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,ig,P01_checkpoint_rerun,0.05,91,91,0,0.0001093972213105,-1.1102230246251563e-16,-2.489729864324497e-05,-3.0354240811547584e-05
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,ig,P01_checkpoint_rerun,0.1,87,87,0,-8.326672684688674e-17,-8.881784197001252e-16,-3.8857805861880484e-16,-1.6653345369377348e-16
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,ig,P01_checkpoint_rerun,0.2,79,79,0,0.0001164551065565,3.3306690738754696e-16,-3.8001140034216174e-05,-4.594683295044977e-05
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,gradinput,P01_checkpoint_rerun,0.05,94,94,0,-2.0816681711721685e-17,1.1102230246251563e-16,-1.1102230246251563e-16,0.0
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,gradinput,P01_checkpoint_rerun,0.1,90,90,0,-9.714451465470121e-17,1.1102230246251563e-16,-2.220446049250313e-16,-1.6653345369377348e-16
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,gradinput,P01_checkpoint_rerun,0.2,81,81,0,-8.805142203030525e-05,-3.3306690738754696e-16,2.865165320042884e-05,3.2357668883847834e-05
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,atom_occlusion,P20_frozen_cache,0.05,88,88,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,atom_occlusion,P20_frozen_cache,0.1,81,81,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,atom_occlusion,P20_frozen_cache,0.2,66,66,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,saliency,P20_frozen_cache,0.05,94,94,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,saliency,P20_frozen_cache,0.1,90,90,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,saliency,P20_frozen_cache,0.2,80,80,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,ig,P01_checkpoint_rerun,0.05,95,95,0,-6.245004513516506e-17,9.992007221626409e-16,1.6653345369377348e-16,-1.1102230246251563e-16
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,ig,P01_checkpoint_rerun,0.1,92,92,0,-1.1102230246251563e-16,9.992007221626409e-16,0.0,1.1102230246251563e-16
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,ig,P01_checkpoint_rerun,0.2,75,75,0,2.220446049250313e-16,-3.3306690738754696e-16,5.551115123125783e-17,5.551115123125783e-17
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,gradinput,P01_checkpoint_rerun,0.05,94,94,0,-2.775557561562892e-17,1.1102230246251563e-16,-5.551115123125783e-17,-5.551115123125783e-17
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,gradinput,P01_checkpoint_rerun,0.1,90,90,0,-0.0001278842081871,1.1102230246251563e-16,1.7999115471900584e-05,1.868530349680153e-05
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,gradinput,P01_checkpoint_rerun,0.2,79,79,0,1.6653345369377348e-16,3.3306690738754696e-16,0.0,-1.1102230246251563e-16
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,atom_occlusion,P20_frozen_cache,0.05,86,86,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,atom_occlusion,P20_frozen_cache,0.1,77,77,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,atom_occlusion,P20_frozen_cache,0.2,61,61,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,saliency,P20_frozen_cache,0.05,95,95,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,saliency,P20_frozen_cache,0.1,91,91,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,saliency,P20_frozen_cache,0.2,82,82,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,ig,P01_checkpoint_rerun,0.05,96,96,0,-4.163336342344337e-17,4.440892098500626e-16,-2.7755575615628914e-16,-1.6653345369377348e-16
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,ig,P01_checkpoint_rerun,0.1,93,93,0,-1.249000902703301e-16,4.440892098500626e-16,-1.1102230246251563e-16,0.0
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,ig,P01_checkpoint_rerun,0.2,81,81,0,1.6653345369377348e-16,-3.3306690738754696e-16,-5.551115123125783e-17,1.1102230246251563e-16
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,gradinput,P01_checkpoint_rerun,0.05,95,95,0,-6.938893903907227e-17,9.992007221626409e-16,-1.1102230246251563e-16,5.551115123125783e-17
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,gradinput,P01_checkpoint_rerun,0.1,91,91,0,-9.714451465470121e-17,-1.1102230246251563e-16,1.1102230246251563e-16,1.1102230246251563e-16
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,gradinput,P01_checkpoint_rerun,0.2,79,79,0,1.6653345369377348e-16,3.3306690738754696e-16,0.0,1.9428902930940242e-16
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,atom_occlusion,P20_frozen_cache,0.05,86,86,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,atom_occlusion,P20_frozen_cache,0.1,74,74,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,atom_occlusion,P20_frozen_cache,0.2,56,56,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,saliency,P20_frozen_cache,0.05,82,82,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,saliency,P20_frozen_cache,0.1,75,75,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,saliency,P20_frozen_cache,0.2,63,63,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,ig,P01_checkpoint_rerun,0.05,95,95,0,-1.3877787807814457e-17,9.992007221626409e-16,-1.1102230246251563e-16,0.0
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,ig,P01_checkpoint_rerun,0.1,91,91,0,-6.938893903907227e-17,-1.1102230246251563e-16,5.551115123125783e-17,1.1102230246251563e-16
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,ig,P01_checkpoint_rerun,0.2,83,83,0,1.1102230246251563e-16,2.220446049250313e-16,0.0,0.0
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,gradinput,P01_checkpoint_rerun,0.05,96,96,0,-2.0816681711721685e-17,4.440892098500626e-16,-2.7755575615628914e-16,-1.1102230246251563e-16
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,gradinput,P01_checkpoint_rerun,0.1,92,92,0,-9.714451465470121e-17,9.992007221626409e-16,-5.551115123125783e-17,0.0
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,gradinput,P01_checkpoint_rerun,0.2,84,84,0,1.3877787807814454e-16,-4.440892098500626e-16,-1.6653345369377348e-16,-1.6653345369377348e-16
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,atom_occlusion,P20_frozen_cache,0.05,93,93,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,atom_occlusion,P20_frozen_cache,0.1,85,85,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,atom_occlusion,P20_frozen_cache,0.2,70,70,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,saliency,P20_frozen_cache,0.05,83,83,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,saliency,P20_frozen_cache,0.1,73,73,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,saliency,P20_frozen_cache,0.2,61,61,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,ig,P01_checkpoint_rerun,0.05,96,96,0,-4.8572257327350605e-17,4.440892098500626e-16,-1.6653345369377348e-16,-1.6653345369377348e-16
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,ig,P01_checkpoint_rerun,0.1,93,93,0,-1.52655665885959e-16,4.440892098500626e-16,-1.1102230246251563e-16,-5.551115123125783e-17
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,ig,P01_checkpoint_rerun,0.2,87,87,0,2.775557561562892e-17,-8.881784197001252e-16,1.1102230246251563e-16,1.1102230246251563e-16
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,gradinput,P01_checkpoint_rerun,0.05,97,97,0,-1.0408340855860844e-17,2.220446049250313e-16,0.0,-1.1102230246251563e-16
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,gradinput,P01_checkpoint_rerun,0.1,94,94,0,-6.938893903907227e-17,1.1102230246251563e-16,-1.1102230246251563e-16,0.0
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,gradinput,P01_checkpoint_rerun,0.2,87,87,0,1.9428902930940242e-16,-8.881784197001252e-16,-1.6653345369377348e-16,5.551115123125783e-17
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,atom_occlusion,P20_frozen_cache,0.05,88,88,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,atom_occlusion,P20_frozen_cache,0.1,79,79,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,atom_occlusion,P20_frozen_cache,0.2,65,65,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,saliency,P20_frozen_cache,0.05,85,85,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,saliency,P20_frozen_cache,0.1,76,76,0,0.0,0.0,0.0,0.0
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,saliency,P20_frozen_cache,0.2,62,62,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed123,bxaic,X,gcn,123,ig,P01_checkpoint_rerun,0.05,7,7,0,-5.551115123125783e-17,6.938893903907228e-16,-1.6653345369377348e-15,4.440892098500626e-16
bxaic__X__gcn__seed123,bxaic,X,gcn,123,ig,P01_checkpoint_rerun,0.1,5,5,0,2.0816681711721683e-16,6.245004513516507e-16,-3.3306690738754696e-16,3.219646771412954e-15
bxaic__X__gcn__seed123,bxaic,X,gcn,123,ig,P01_checkpoint_rerun,0.2,3,3,0,4.440892098500626e-16,4.787836793695989e-16,-2.220446049250313e-16,-1.7763568394002505e-15
bxaic__X__gcn__seed123,bxaic,X,gcn,123,gradinput,P01_checkpoint_rerun,0.05,7,7,0,-5.551115123125783e-17,6.938893903907228e-16,-1.6653345369377348e-15,4.440892098500626e-16
bxaic__X__gcn__seed123,bxaic,X,gcn,123,gradinput,P01_checkpoint_rerun,0.1,5,5,0,2.0816681711721683e-16,6.245004513516507e-16,-3.3306690738754696e-16,3.219646771412954e-15
bxaic__X__gcn__seed123,bxaic,X,gcn,123,gradinput,P01_checkpoint_rerun,0.2,3,3,0,4.440892098500626e-16,4.787836793695989e-16,-2.220446049250313e-16,-1.7763568394002505e-15
bxaic__X__gcn__seed123,bxaic,X,gcn,123,atom_occlusion,P20_frozen_cache,0.05,7,7,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed123,bxaic,X,gcn,123,atom_occlusion,P20_frozen_cache,0.1,5,5,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed123,bxaic,X,gcn,123,atom_occlusion,P20_frozen_cache,0.2,3,3,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed123,bxaic,X,gcn,123,saliency,P20_frozen_cache,0.05,21,21,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed123,bxaic,X,gcn,123,saliency,P20_frozen_cache,0.1,16,16,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed123,bxaic,X,gcn,123,saliency,P20_frozen_cache,0.2,11,11,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,ig,P01_checkpoint_rerun,0.05,7,7,0,-5.551115123125783e-17,6.938893903907228e-16,-1.6653345369377348e-15,4.440892098500626e-16
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,ig,P01_checkpoint_rerun,0.1,5,5,0,2.0816681711721683e-16,6.245004513516507e-16,-3.3306690738754696e-16,3.219646771412954e-15
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,ig,P01_checkpoint_rerun,0.2,3,3,0,4.440892098500626e-16,4.787836793695989e-16,-2.220446049250313e-16,-1.7763568394002505e-15
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,gradinput,P01_checkpoint_rerun,0.05,7,7,0,-5.551115123125783e-17,6.938893903907228e-16,-1.6653345369377348e-15,4.440892098500626e-16
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,gradinput,P01_checkpoint_rerun,0.1,5,5,0,2.0816681711721683e-16,6.245004513516507e-16,-3.3306690738754696e-16,3.219646771412954e-15
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,gradinput,P01_checkpoint_rerun,0.2,3,3,0,4.440892098500626e-16,4.787836793695989e-16,-2.220446049250313e-16,-1.7763568394002505e-15
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,atom_occlusion,P20_frozen_cache,0.05,7,7,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,atom_occlusion,P20_frozen_cache,0.1,5,5,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,atom_occlusion,P20_frozen_cache,0.2,3,3,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,saliency,P20_frozen_cache,0.05,22,22,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,saliency,P20_frozen_cache,0.1,17,17,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,saliency,P20_frozen_cache,0.2,12,12,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed42,bxaic,X,gcn,42,ig,P01_checkpoint_rerun,0.05,7,7,0,-5.551115123125783e-17,6.938893903907228e-16,-1.6653345369377348e-15,4.440892098500626e-16
bxaic__X__gcn__seed42,bxaic,X,gcn,42,ig,P01_checkpoint_rerun,0.1,5,5,0,2.0816681711721683e-16,6.245004513516507e-16,-3.3306690738754696e-16,3.219646771412954e-15
bxaic__X__gcn__seed42,bxaic,X,gcn,42,ig,P01_checkpoint_rerun,0.2,3,3,0,4.440892098500626e-16,4.787836793695989e-16,-2.220446049250313e-16,-1.7763568394002505e-15
bxaic__X__gcn__seed42,bxaic,X,gcn,42,gradinput,P01_checkpoint_rerun,0.05,7,7,0,-5.551115123125783e-17,6.938893903907228e-16,-1.6653345369377348e-15,4.440892098500626e-16
bxaic__X__gcn__seed42,bxaic,X,gcn,42,gradinput,P01_checkpoint_rerun,0.1,5,5,0,2.0816681711721683e-16,6.245004513516507e-16,-3.3306690738754696e-16,3.219646771412954e-15
bxaic__X__gcn__seed42,bxaic,X,gcn,42,gradinput,P01_checkpoint_rerun,0.2,3,3,0,4.440892098500626e-16,4.787836793695989e-16,-2.220446049250313e-16,-1.7763568394002505e-15
bxaic__X__gcn__seed42,bxaic,X,gcn,42,atom_occlusion,P20_frozen_cache,0.05,7,7,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed42,bxaic,X,gcn,42,atom_occlusion,P20_frozen_cache,0.1,5,5,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed42,bxaic,X,gcn,42,atom_occlusion,P20_frozen_cache,0.2,3,3,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed42,bxaic,X,gcn,42,saliency,P20_frozen_cache,0.05,25,25,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed42,bxaic,X,gcn,42,saliency,P20_frozen_cache,0.1,19,19,0,0.0,0.0,0.0,0.0
bxaic__X__gcn__seed42,bxaic,X,gcn,42,saliency,P20_frozen_cache,0.2,13,13,0,0.0,0.0,0.0,0.0
bxaic__X__gin__seed123,bxaic,X,gin,123,ig,P01_checkpoint_rerun,0.05,7,7,0,-5.551115123125783e-17,6.938893903907228e-16,-1.6653345369377348e-15,4.440892098500626e-16
bxaic__X__gin__seed123,bxaic,X,gin,123,ig,P01_checkpoint_rerun,0.1,5,5,0,2.0816681711721683e-16,6.245004513516507e-16,-3.3306690738754696e-16,3.219646771412954e-15
bxaic__X__gin__seed123,bxaic,X,gin,123,ig,P01_checkpoint_rerun,0.2,3,3,0,4.440892098500626e-16,4.787836793695989e-16,-2.220446049250313e-16,-1.7763568394002505e-15
bxaic__X__gin__seed123,bxaic,X,gin,123,gradinput,P01_checkpoint_rerun,0.05,8,8,0,-2.775557561562892e-17,6.245004513516507e-16,-1.3322676295501878e-15,-3.3306690738754696e-16
bxaic__X__gin__seed123,bxaic,X,gin,123,gradinput,P01_checkpoint_rerun,0.1,6,6,0,1.6653345369377348e-16,6.800116025829084e-16,-4.440892098500626e-16,1.4432899320127037e-15
bxaic__X__gin__seed123,bxaic,X,gin,123,gradinput,P01_checkpoint_rerun,0.2,4,4,0,-5.551115123125783e-17,-1.3877787807814457e-17,1.1102230246251563e-16,1.887379141862766e-15
bxaic__X__gin__seed123,bxaic,X,gin,123,atom_occlusion,P20_frozen_cache,0.05,7,7,0,0.0,0.0,0.0,0.0
bxaic__X__gin__seed123,bxaic,X,gin,123,atom_occlusion,P20_frozen_cache,0.1,5,5,0,0.0,0.0,0.0,0.0
bxaic__X__gin__seed123,bxaic,X,gin,123,atom_occlusion,P20_frozen_cache,0.2,3,3,0,0.0,0.0,0.0,0.0
bxaic__X__gin__seed123,bxaic,X,gin,123,saliency,P20_frozen_cache,0.05,30,30,0,0.0,0.0,0.0,0.0
bxaic__X__gin__seed123,bxaic,X,gin,123,saliency,P20_frozen_cache,0.1,24,24,0,0.0,0.0,0.0,0.0
bxaic__X__gin__seed123,bxaic,X,gin,123,saliency,P20_frozen_cache,0.2,18,18,0,0.0,0.0,0.0,0.0
