method,score_origin,grid,split,q,nominal_fraction,risk,mean_atom_fraction,precision,iou
atom_occlusion,P20_frozen_cache,exact_integer,calibration,37,0.37,0.23939094412843376,0.38976237227286914,0.45052774883270746,0.3625686801846056
atom_occlusion,P20_frozen_cache,exact_integer,calibration,38,0.38,0.23295296367013113,0.39886921325506197,0.44684194546270906,0.36225720723630905
atom_occlusion,P20_frozen_cache,exact_integer,calibration,39,0.39,0.22701257551523968,0.4081185479988193,0.44308952609099345,0.36188676169208955
atom_occlusion,P20_frozen_cache,exact_integer,calibration,40,0.4,0.22244008737259777,0.4149344243684043,0.4403519994945056,0.3614205485058945
atom_occlusion,P20_frozen_cache,exact_integer,calibration,41,0.41,0.21251450983177259,0.4299158306952979,0.43412487520736365,0.36040893609942154
atom_occlusion,P20_frozen_cache,exact_integer,calibration,42,0.42,0.2069110868878915,0.43950496831546526,0.4303046363926377,0.3595363976097769
atom_occlusion,P20_frozen_cache,exact_integer,calibration,43,0.43,0.2007170965053216,0.45025309782681144,0.42620610275336834,0.35867596905058846
atom_occlusion,P20_frozen_cache,exact_integer,calibration,44,0.44,0.19587313119601096,0.45794042471702545,0.4233952522123193,0.3581464703551971
atom_occlusion,P20_frozen_cache,exact_integer,calibration,45,0.45,0.18985043160900275,0.46788287246406984,0.4197642633041365,0.3574287021047676
atom_occlusion,P20_frozen_cache,exact_integer,calibration,46,0.46,0.1825278059277371,0.48063729357735224,0.41469875622642666,0.35592298459501986
atom_occlusion,P20_frozen_cache,exact_integer,calibration,47,0.47,0.1791099002082479,0.4873328269578422,0.41296549699946855,0.35554851573327606
atom_occlusion,P20_frozen_cache,exact_integer,calibration,48,0.48,0.17231976554450107,0.49950562336572113,0.4079837738866582,0.353974708803488
atom_occlusion,P20_frozen_cache,exact_integer,calibration,49,0.49,0.16730323429822103,0.5096064675537498,0.40439730368499904,0.3523863476279673
atom_occlusion,P20_frozen_cache,exact_integer,calibration,50,0.5,0.16698670007020983,0.5102408002401034,0.40424811983554626,0.35234012603460263
atom_occlusion,P20_frozen_cache,exact_integer,calibration,51,0.51,0.1573364947340877,0.5290191230772232,0.3977706886486427,0.35026798267813564
atom_occlusion,P20_frozen_cache,exact_integer,calibration,52,0.52,0.15463201452267517,0.5349287586613278,0.3965423572985594,0.34991647737798787
atom_occlusion,P20_frozen_cache,exact_integer,calibration,53,0.53,0.14664468663079946,0.5512927636731318,0.3897032205975346,0.34656322116625227
