cell_id,family,task,model,seed,method,score_origin,alpha,q,risk,mean_atom_fraction,precision,iou
bxaic__P__gcn__seed42,bxaic,P,gcn,42,ig,P01_historical,0.1,2,0.1097649062474804,0.0365457382575857,0.961206896551724,0.8514419903042437
bxaic__P__gcn__seed42,bxaic,P,gcn,42,ig,P01_historical,0.2,1,0.1261095019369959,0.0347549874610954,0.9929467084639498,0.8668372065269538
bxaic__P__gcn__seed42,bxaic,P,gcn,42,gradinput,P01_historical,0.05,4,0.0423878015155905,0.0560134724761788,0.7105022850712506,0.6681144835556599
bxaic__P__gcn__seed42,bxaic,P,gcn,42,gradinput,P01_historical,0.1,2,0.1097649062474804,0.0365457382575857,0.961206896551724,0.8514419903042437
bxaic__P__gcn__seed42,bxaic,P,gcn,42,gradinput,P01_historical,0.2,1,0.1261095019369959,0.0347549874610954,0.9929467084639498,0.8668372065269538
bxaic__P__gcn__seed42,bxaic,P,gcn,42,atom_occlusion,P20_historical,0.05,4,0.0423878015155905,0.0560134724761789,0.7105022850712505,0.6681144835556599
bxaic__P__gcn__seed42,bxaic,P,gcn,42,atom_occlusion,P20_historical,0.1,2,0.1097649062474804,0.0365457382575857,0.9612068965517244,0.851441990304244
bxaic__P__gcn__seed42,bxaic,P,gcn,42,atom_occlusion,P20_historical,0.2,1,0.1261095019369959,0.0347549874610955,0.9929467084639498,0.8668372065269537
bxaic__P__gcn__seed42,bxaic,P,gcn,42,saliency,P20_historical,0.05,6,0.0395842663084042,0.0772656620816479,0.5199920933710738,0.5043367716812694
bxaic__P__gcn__seed42,bxaic,P,gcn,42,saliency,P20_historical,0.1,4,0.0858830993212332,0.0560134724761789,0.6676600698152421,0.6300789558649599
bxaic__P__gcn__seed42,bxaic,P,gcn,42,saliency,P20_historical,0.2,1,0.1837113828147389,0.0347549874610955,0.9224137931034484,0.809235325649211
bxaic__P__gin__seed123,bxaic,P,gin,123,ig,P01_historical,0.05,4,0.0423878015155905,0.0560134724761788,0.7105022850712506,0.6681144835556599
bxaic__P__gin__seed123,bxaic,P,gin,123,ig,P01_historical,0.1,2,0.1128997024857249,0.0365457382575857,0.9580721003134796,0.8483071940659993
bxaic__P__gin__seed123,bxaic,P,gin,123,ig,P01_historical,0.2,1,0.1292442981752404,0.0347549874610954,0.9898119122257052,0.8637024102887094
bxaic__P__gin__seed123,bxaic,P,gin,123,gradinput,P01_historical,0.05,4,0.0423878015155905,0.0560134724761788,0.7105022850712506,0.6681144835556599
bxaic__P__gin__seed123,bxaic,P,gin,123,gradinput,P01_historical,0.1,2,0.1128997024857249,0.0365457382575857,0.9580721003134796,0.8483071940659993
bxaic__P__gin__seed123,bxaic,P,gin,123,gradinput,P01_historical,0.2,1,0.1292442981752404,0.0347549874610954,0.9898119122257052,0.8637024102887094
bxaic__P__gin__seed123,bxaic,P,gin,123,atom_occlusion,P20_historical,0.05,4,0.0423878015155905,0.0560134724761789,0.7105022850712505,0.6681144835556599
bxaic__P__gin__seed123,bxaic,P,gin,123,atom_occlusion,P20_historical,0.1,2,0.1097649062474804,0.0365457382575857,0.9612068965517244,0.851441990304244
bxaic__P__gin__seed123,bxaic,P,gin,123,atom_occlusion,P20_historical,0.2,1,0.1261095019369959,0.0347549874610955,0.9929467084639498,0.8668372065269537
bxaic__P__gin__seed123,bxaic,P,gin,123,saliency,P20_historical,0.05,6,0.0573219883564711,0.0772656620816479,0.4958541623365911,0.4782321291973166
bxaic__P__gin__seed123,bxaic,P,gin,123,saliency,P20_historical,0.1,4,0.1057368088301151,0.0560134724761789,0.6310874470357228,0.59734645847729
bxaic__P__gin__seed123,bxaic,P,gin,123,saliency,P20_historical,0.2,1,0.1907385510488037,0.0347549874610955,0.8832288401253918,0.8022081574151461
bxaic__P__gin__seed2026,bxaic,P,gin,2026,ig,P01_historical,0.05,4,0.0423878015155905,0.0560134724761788,0.7105022850712506,0.6681144835556599
bxaic__P__gin__seed2026,bxaic,P,gin,2026,ig,P01_historical,0.1,2,0.1097649062474804,0.0365457382575857,0.961206896551724,0.8514419903042437
bxaic__P__gin__seed2026,bxaic,P,gin,2026,ig,P01_historical,0.2,1,0.1261095019369959,0.0347549874610954,0.9929467084639498,0.8668372065269538
bxaic__P__gin__seed2026,bxaic,P,gin,2026,gradinput,P01_historical,0.05,4,0.0423878015155905,0.0560134724761788,0.7105022850712506,0.6681144835556599
bxaic__P__gin__seed2026,bxaic,P,gin,2026,gradinput,P01_historical,0.1,2,0.1097649062474804,0.0365457382575857,0.961206896551724,0.8514419903042437
bxaic__P__gin__seed2026,bxaic,P,gin,2026,gradinput,P01_historical,0.2,1,0.1261095019369959,0.0347549874610954,0.9929467084639498,0.8668372065269538
bxaic__P__gin__seed2026,bxaic,P,gin,2026,atom_occlusion,P20_historical,0.05,4,0.0423878015155905,0.0560134724761789,0.7105022850712505,0.6681144835556599
bxaic__P__gin__seed2026,bxaic,P,gin,2026,atom_occlusion,P20_historical,0.1,2,0.1097649062474804,0.0365457382575857,0.9612068965517244,0.851441990304244
bxaic__P__gin__seed2026,bxaic,P,gin,2026,atom_occlusion,P20_historical,0.2,1,0.1261095019369959,0.0347549874610955,0.9929467084639498,0.8668372065269537
bxaic__P__gin__seed2026,bxaic,P,gin,2026,saliency,P20_historical,0.05,4,0.0528371223097389,0.0560134724761789,0.7034489935352003,0.6615836580593172
bxaic__P__gin__seed2026,bxaic,P,gin,2026,saliency,P20_historical,0.1,2,0.1212591591210437,0.0365457382575857,0.9486677115987464,0.8399477374306806
bxaic__P__gin__seed2026,bxaic,P,gin,2026,saliency,P20_historical,0.2,1,0.1376037548105592,0.0347549874610955,0.9804075235109718,0.8553429536533904
bxaic__P__gin__seed42,bxaic,P,gin,42,ig,P01_historical,0.05,4,0.0423878015155905,0.0560134724761788,0.7105022850712506,0.6681144835556599
bxaic__P__gin__seed42,bxaic,P,gin,42,ig,P01_historical,0.1,2,0.1097649062474804,0.0365457382575857,0.961206896551724,0.8514419903042437
bxaic__P__gin__seed42,bxaic,P,gin,42,ig,P01_historical,0.2,1,0.1261095019369959,0.0347549874610954,0.9929467084639498,0.8668372065269538
bxaic__P__gin__seed42,bxaic,P,gin,42,gradinput,P01_historical,0.05,4,0.0423878015155905,0.0560134724761788,0.7105022850712506,0.6681144835556599
bxaic__P__gin__seed42,bxaic,P,gin,42,gradinput,P01_historical,0.1,2,0.1128997024857249,0.0365457382575857,0.9580721003134796,0.8483071940659993
bxaic__P__gin__seed42,bxaic,P,gin,42,gradinput,P01_historical,0.2,1,0.1292442981752404,0.0347549874610954,0.9898119122257052,0.8637024102887094
bxaic__P__gin__seed42,bxaic,P,gin,42,atom_occlusion,P20_historical,0.05,4,0.0423878015155905,0.0560134724761789,0.7105022850712505,0.6681144835556599
bxaic__P__gin__seed42,bxaic,P,gin,42,atom_occlusion,P20_historical,0.1,2,0.1128997024857249,0.0365457382575857,0.9580721003134798,0.8483071940659994
bxaic__P__gin__seed42,bxaic,P,gin,42,atom_occlusion,P20_historical,0.2,1,0.1292442981752404,0.0347549874610955,0.9898119122257052,0.8637024102887092
bxaic__P__gin__seed42,bxaic,P,gin,42,saliency,P20_historical,0.05,4,0.0568862341174714,0.0560134724761789,0.6903873425425148,0.6535899276517937
bxaic__P__gin__seed42,bxaic,P,gin,42,saliency,P20_historical,0.1,3,0.0851478052035861,0.0455320413013177,0.8057471264367815,0.7434572104703949
bxaic__P__gin__seed42,bxaic,P,gin,42,saliency,P20_historical,0.2,1,0.1391711529296814,0.0347549874610955,0.969435736677116,0.8537755555342682
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,ig,P01_historical,0.05,92,0.0428976273526749,0.9380635432447604,0.3483760832565716,0.3422034010625798
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,ig,P01_historical,0.1,86,0.0886264400404617,0.8782821505199192,0.3524390040803632,0.3387256119351242
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,ig,P01_historical,0.2,73,0.1929290403522624,0.7480814401090432,0.362185031793497,0.3291642015722779
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_historical,0.05,94,0.041011763462845,0.9576176765857716,0.3437213942683835,0.3387817935630285
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_historical,0.1,89,0.0957696367424396,0.9091218677307265,0.3433532474922704,0.3322930462208286
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_historical,0.2,80,0.1956617947862849,0.8149319138164086,0.343866816658333,0.3192060528113081
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,atom_occlusion,P20_historical,0.05,89,0.0475336289606379,0.9091218677307292,0.3572354834054299,0.3500319710861613
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,atom_occlusion,P20_historical,0.1,81,0.0964159739453662,0.8288222076854068,0.3699986088545349,0.354315310687975
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,atom_occlusion,P20_historical,0.2,67,0.1885872705098547,0.6909636668174082,0.3952818188802289,0.3600556403110245
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,saliency,P20_historical,0.05,92,0.0443661241467366,0.9380635432447644,0.3472997818364733,0.3406571635976509
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,saliency,P20_historical,0.1,85,0.0916858961416572,0.8667805796968743,0.3549005442517099,0.3404343850352224
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,saliency,P20_historical,0.2,71,0.204005145747317,0.7294184524174623,0.3640788322579816,0.3295257489437463
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,ig,P01_historical,0.05,90,0.0469790931793556,0.9157370192095664,0.3547343909510085,0.3473907363300771
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,ig,P01_historical,0.1,83,0.0958013357071782,0.8488238590750994,0.3609632802117175,0.3449371098529565
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,ig,P01_historical,0.2,72,0.1941034548408181,0.7376837897989358,0.3659937773877899,0.3315369846438644
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,gradinput,P01_historical,0.05,93,0.046817146911601,0.9485539954456153,0.3443439989157796,0.3386051173193659
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,gradinput,P01_historical,0.1,88,0.0984274178653966,0.8975096610559893,0.3438501072994472,0.3312258666054371
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,gradinput,P01_historical,0.2,79,0.1898926940172476,0.8085992408466761,0.3425001359511213,0.3166914710685927
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,P20_historical,0.05,89,0.0524725757165069,0.9091218677307292,0.3552409632480955,0.3473880696863142
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,P20_historical,0.1,81,0.0986186575553909,0.8288222076854068,0.3686365915415233,0.3526662646666467
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,P20_historical,0.2,66,0.1960376796636149,0.6786990675017398,0.3967350914696989,0.3592388762660051
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,P20_historical,0.05,91,0.0418996728549056,0.92914280718448,0.3514547406069206,0.3451623391554342
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,P20_historical,0.1,83,0.0953357647904807,0.8488238590750934,0.3603319569077057,0.3450966403998567
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,P20_historical,0.2,69,0.2015899711684837,0.7087151266394004,0.3748297718762481,0.340814566712336
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,ig,P01_historical,0.05,94,0.0479667774149113,0.9576176765857716,0.3400722665637739,0.3337297855036174
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,ig,P01_historical,0.1,89,0.0973045327452572,0.9091218677307265,0.3411192816040406,0.328711801357458
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,ig,P01_historical,0.2,77,0.2025901444398695,0.7885640718930422,0.3543435119057974,0.3268306154129889
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,gradinput,P01_historical,0.05,94,0.0446333737564444,0.9576176765857716,0.3419964460996483,0.3365809737738719
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,gradinput,P01_historical,0.1,89,0.0993197759423381,0.9091218677307265,0.3399115894154874,0.3281042733649751
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,gradinput,P01_historical,0.2,81,0.1857484349328107,0.8288222076854092,0.3372539904816607,0.3144253562008703
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,P20_historical,0.05,89,0.0421502425899221,0.9091218677307292,0.3592200095801663,0.3526272938135837
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,P20_historical,0.1,79,0.0981634468369235,0.80859924084667,0.3778026367103884,0.3608810106723533
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,P20_historical,0.2,64,0.1925303908804638,0.6571995997874026,0.4103264728334336,0.3695525619673048
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,P20_historical,0.05,91,0.0407564853979201,0.92914280718448,0.3517385597524008,0.345390321612667
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,P20_historical,0.1,82,0.0938394297323687,0.8380970842735934,0.3650826927366623,0.3493592339823509
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,P20_historical,0.2,67,0.1936517187105102,0.6909636668174082,0.3865683029934378,0.3497994298423164
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,ig,P01_historical,0.05,89,0.0487361873799468,0.9091218677307265,0.3558990014168983,0.3479916636116127
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,ig,P01_historical,0.1,80,0.0977704662515104,0.8149319138164086,0.3733151696420775,0.3556918886306996
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,ig,P01_historical,0.2,62,0.1932415149147892,0.6384061278452975,0.4173839828897844,0.3729514069045948
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,gradinput,P01_historical,0.05,96,0.0476551065659574,0.9776360379657538,0.3385759994041145,0.3352842898407533
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,gradinput,P01_historical,0.1,94,0.0850178819165395,0.9576176765857716,0.3355240825582011,0.3286465148796221
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,gradinput,P01_historical,0.2,87,0.1899895921872473,0.888724311517938,0.3284848401611209,0.3124233026098075
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,P20_historical,0.05,81,0.047443764178026,0.8288222076854068,0.3906698652593638,0.3816980114013185
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,P20_historical,0.1,63,0.0982683293809033,0.649009236961634,0.4656226749268946,0.4401962323501089
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,P20_historical,0.2,40,0.1978212683948853,0.4147760998413445,0.6267870822177314,0.5393168054185705
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,P20_historical,0.05,81,0.0466707772277139,0.8288222076854068,0.3906758560315681,0.381186290752265
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,P20_historical,0.1,70,0.0942656850277937,0.7197916353793983,0.424028532548421,0.402429098459265
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,P20_historical,0.2,54,0.1907575321016546,0.557642303290396,0.4812622751537259,0.4259777427356281
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,ig,P01_historical,0.05,86,0.0461726249976444,0.8782821505199192,0.3697064496980019,0.3616518489881076
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,ig,P01_historical,0.1,74,0.0963529289767679,0.75809815428355,0.4019899014248568,0.3813499600702026
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,ig,P01_historical,0.2,55,0.1934745148372029,0.5674997794069838,0.4701937266664582,0.4136481442477295
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,gradinput,P01_historical,0.05,97,0.0176816672345375,0.99311715273399,0.3414445596449708,0.3406181725418272
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,gradinput,P01_historical,0.1,94,0.0838261015186042,0.9576176765857716,0.3351763811529857,0.3282285973504502
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,gradinput,P01_historical,0.2,88,0.1872264465508474,0.8975096610559893,0.3257669698797182,0.3099900812007868
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,P20_historical,0.05,81,0.0505338568652111,0.8288222076854068,0.3899561130566736,0.3806487875184111
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,P20_historical,0.1,64,0.0988970126359327,0.6571995997874026,0.4622232640806196,0.4371383192481278
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,P20_historical,0.2,42,0.1970323196470274,0.4382121052667012,0.6013403413181534,0.5201716634026281
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,P20_historical,0.05,82,0.0458675460462498,0.8380970842735934,0.3869518145813762,0.3780573106473088
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,P20_historical,0.1,72,0.0933470426179633,0.7376837897989411,0.4148577902265409,0.3946438548160197
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,P20_historical,0.2,56,0.1894209002412779,0.5790848800081908,0.4637584902180363,0.4132597730639095
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,ig,P01_historical,0.05,93,0.0471564132173496,0.9485539954456153,0.3433884398630175,0.3369695100092716
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,ig,P01_historical,0.1,84,0.10021768040983,0.8573713715364746,0.3568805125034744,0.3410907834325408
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,ig,P01_historical,0.2,61,0.1996400810578032,0.628566785665255,0.4299777157061603,0.3842764735724339
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,P01_historical,0.05,96,0.0461519215800545,0.9776360379657538,0.3381102999451615,0.3346190626010596
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,P01_historical,0.1,93,0.097590076394263,0.9485539954456153,0.3323817028493914,0.3235254959569587
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,P01_historical,0.2,87,0.1891333924625192,0.888724311517938,0.3231302419098198,0.3054892541426751
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,P20_historical,0.05,76,0.0454035895593714,0.7771510750062881,0.4186840839726573,0.4094350492914251
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,P20_historical,0.1,56,0.0987371107451729,0.5790848800081908,0.522991889507502,0.4919348648631834
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,P20_historical,0.2,37,0.1990925568511033,0.387491476592661,0.675393494394972,0.5754991321459805
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,saliency,P20_historical,0.05,78,0.0457990935647515,0.7978589195873704,0.4056445030470522,0.3956001715295217
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,saliency,P20_historical,0.1,66,0.0981368425523997,0.6786990675017398,0.44739113155917,0.4232778393104793
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,saliency,P20_historical,0.2,51,0.194334737370594,0.5281548142925443,0.5050088215867906,0.4461295860893167
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,ig,P01_historical,0.05,91,0.0494438178848419,0.9282105650069856,0.655609468284451,0.6333517503694953
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,ig,P01_historical,0.1,86,0.097189238292311,0.8772717462941478,0.6593838241892481,0.6160138859771437
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,ig,P01_historical,0.2,77,0.1954818976062163,0.788029965494949,0.6568600708198775,0.5695995397365956
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,gradinput,P01_historical,0.05,93,0.0453607703294851,0.9473877485874485,0.6461945143702064,0.6271752261357594
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,gradinput,P01_historical,0.1,88,0.0927757386435866,0.8966978540680908,0.6495155359045426,0.6101146792817989
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,gradinput,P01_historical,0.2,78,0.1937092871626025,0.7971579104548313,0.6515443130496709,0.5675046620514834
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,atom_occlusion,P20_historical,0.05,93,0.0455223321653958,0.9473877485874408,0.6475785791012396,0.6302922124653776
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,atom_occlusion,P20_historical,0.1,88,0.0951042143925409,0.8966978540681062,0.6502051168234663,0.6128367639091339
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,atom_occlusion,P20_historical,0.2,79,0.1942832276224763,0.8073361241949207,0.6469157601796062,0.5689187069974881
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,saliency,P20_historical,0.05,93,0.0433740522740311,0.9473877485874408,0.6476347461404329,0.6293904294708368
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,saliency,P20_historical,0.1,88,0.0927606254039044,0.8966978540681062,0.6488718550091633,0.608305949602302
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,saliency,P20_historical,0.2,79,0.1893393823155084,0.8073361241949207,0.6449777483671237,0.5612177748618646
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,ig,P01_historical,0.05,94,0.0425220287634681,0.9571779041803892,0.6410204811493598,0.6227457570632307
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,ig,P01_historical,0.1,89,0.0923034634026344,0.9084471118578896,0.6408107614211386,0.6014790294993325
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,ig,P01_historical,0.2,78,0.2013644546414471,0.7971579104548313,0.6448780746368926,0.5574414259520198
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,gradinput,P01_historical,0.05,94,0.0490932089612864,0.9571779041803892,0.6375586145861882,0.6175340221732538
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,gradinput,P01_historical,0.1,91,0.0852556938192245,0.9282105650069856,0.6334656451120676,0.5991413669066097
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,gradinput,P01_historical,0.2,82,0.1927760969343692,0.8372809697384443,0.6246715855058675,0.5494033555128862
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,atom_occlusion,P20_historical,0.05,94,0.0432589022328359,0.9571779041803794,0.6432255235945321,0.627573520283498
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,atom_occlusion,P20_historical,0.1,89,0.0947877812436581,0.9084471118579232,0.6438872881945176,0.6089854470829025
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,atom_occlusion,P20_historical,0.2,81,0.1868466206606779,0.8282350484191191,0.6385034150977482,0.568073229373765
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,saliency,P20_historical,0.05,85,0.0480161072801292,0.8662810335360724,0.701677812442008,0.6753718770177067
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,saliency,P20_historical,0.1,78,0.0939137297001626,0.797157910454846,0.7238202563559274,0.6698657680572685
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,saliency,P20_historical,0.2,66,0.1968705240942225,0.6779201401145637,0.7511696552387148,0.6303392917537155
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,ig,P01_historical,0.05,94,0.0453134509248121,0.9571779041803892,0.6393385745677991,0.6201231589313404
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,ig,P01_historical,0.1,89,0.099682117926628,0.9084471118578896,0.6361404579511645,0.5943229360448445
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,ig,P01_historical,0.2,79,0.2006906516601632,0.807336124194903,0.6386090292025909,0.5537839709520572
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,gradinput,P01_historical,0.05,94,0.0415969590950688,0.9571779041803892,0.6417366389050948,0.6239062296264352
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,gradinput,P01_historical,0.1,89,0.0928589086419125,0.9084471118578896,0.64073363042045,0.6013627524947756
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,gradinput,P01_historical,0.2,81,0.1830272975528062,0.8282350484191051,0.635378388080807,0.5583404311428298
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,atom_occlusion,P20_historical,0.05,94,0.0423080072622056,0.9571779041803794,0.64349519558217,0.6279436634078734
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,atom_occlusion,P20_historical,0.1,89,0.0926488587903388,0.9084471118579232,0.6448959524964702,0.6104671714681509
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,atom_occlusion,P20_historical,0.2,80,0.1973017408124841,0.8137950848970038,0.6403940192654496,0.5638082079518689
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,saliency,P20_historical,0.05,93,0.0491773535737137,0.9473877485874408,0.6455321990349487,0.6267042403194982
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,saliency,P20_historical,0.1,89,0.0936042298940672,0.9084471118579232,0.6430951001210005,0.6061258378359262
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,saliency,P20_historical,0.2,81,0.1919199840944447,0.8282350484191191,0.6316280134122895,0.5543087158244971
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,ig,P01_historical,0.05,94,0.042238806918599,0.9571779041803892,0.6439080919785283,0.6288593129671894
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,ig,P01_historical,0.1,89,0.0918283153527798,0.9084471118578896,0.6457072121745934,0.6123853625155222
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,ig,P01_historical,0.2,80,0.196273099410152,0.8137950848969696,0.6410391764358965,0.5655468868045386
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,gradinput,P01_historical,0.05,94,0.0436473140377441,0.9571779041803892,0.6414771924265213,0.6241959234434876
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,gradinput,P01_historical,0.1,89,0.0961332083265786,0.9084471118578896,0.6404115441928311,0.6025083358481167
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,gradinput,P01_historical,0.2,81,0.1855502745561187,0.8282350484191051,0.6353299376840538,0.5612242014003658
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,atom_occlusion,P20_historical,0.05,94,0.044923609201886,0.9571779041803794,0.6418971163149355,0.6256686732501824
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,atom_occlusion,P20_historical,0.1,89,0.0983422979774658,0.9084471118579232,0.641250151085719,0.6058326088830243
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,atom_occlusion,P20_historical,0.2,81,0.1872367548055334,0.8282350484191191,0.6369043204413463,0.5675385415956624
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,saliency,P20_historical,0.05,86,0.0453785247492098,0.8772717462941669,0.6961371445206013,0.6734271469256711
