cell_id,family,task,model,seed,method,score_origin,grid,split,q,nominal_fraction,n,risk,mean_atom_fraction,precision,iou
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,15,0.15,1625,0.7689787885079414,0.1676197387179436,0.4374578593590264,0.1794535339790438
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,16,0.16,1625,0.7585222352907554,0.1771949108575798,0.4358221189067348,0.1848425975789495
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,17,0.17,1625,0.7466407077834836,0.1883012538679426,0.4331764169658617,0.1908175828417206
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,18,0.18,1625,0.7363994466110954,0.1983056500830575,0.4299529250167061,0.1957208080469488
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,19,0.19,1625,0.7262508558970356,0.2080100174559249,0.4271574486395825,0.2004626260688839
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,20,0.2,1625,0.7193458208881183,0.2145839313280983,0.4258290997427124,0.2038014194071564
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,21,0.21,1625,0.7052264241910365,0.2281334107501995,0.4225697334858226,0.2099356815859248
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,22,0.22,1625,0.6942265695961589,0.238475289584687,0.4211021135075814,0.2149115314668302
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,23,0.23,1625,0.6847807309649429,0.2479328291601818,0.4189550982956017,0.2188586725002985
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,24,0.24,1625,0.6754167195879995,0.2573356149366562,0.4164538018496765,0.2224770377001769
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,25,0.25,1625,0.6679669014640206,0.2638407533355444,0.4161402288615744,0.2255468879971433
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,26,0.26,1625,0.6537973752267169,0.2782308807387725,0.4131836652937906,0.2309586006011572
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,27,0.27,1625,0.6442614155419361,0.2883857558561957,0.4100586938370671,0.2342510304774195
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,28,0.28,1625,0.6346197408397228,0.2975118464658974,0.4085136722375562,0.2379052295950851
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,29,0.29,1625,0.6244316476569404,0.3074520150149927,0.4070876715465351,0.2418158264212724
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,30,0.3,1625,0.6151319161667111,0.3165276751139777,0.4061786855436838,0.245258750419805
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,31,0.31,1625,0.6042899405772719,0.32788175214054,0.404190137195973,0.2488883122222263
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,32,0.32,1625,0.5945580888323936,0.3373167345244078,0.4030658163337537,0.252266760066985
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,33,0.33,1625,0.587562263954811,0.345244202096595,0.4011233465730544,0.2537820281015591
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,34,0.34,1625,0.5749578425138329,0.3584840592399558,0.3989169437826146,0.2579538087252811
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,35,0.35,1625,0.564754190521183,0.3679585520771021,0.3979498143476115,0.2608094822257584
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,36,0.36,1625,0.5562060430092346,0.3768710488351005,0.3965922056414885,0.2632111559162782
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,37,0.37,1625,0.545900283471039,0.3882051738261756,0.394573461899064,0.2659157669501188
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,38,0.38,1625,0.5346107449349892,0.3986066907990527,0.3944748570628311,0.2697192636555535
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,39,0.39,1625,0.5259962452514014,0.407747542321822,0.3932024015149756,0.272125944247422
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,40,0.4,1625,0.5189848451011826,0.4146684371433038,0.3925472823772955,0.2739556602549466
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,41,0.41,1625,0.5059225474321928,0.4290357960639691,0.3901331569812848,0.2772049350924251
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,42,0.42,1625,0.4966736756200675,0.4386350090680271,0.3891772028455173,0.2796343890699668
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,43,0.43,1625,0.4880971495212025,0.449621967590174,0.3867860749111452,0.2812151239130437
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,44,0.44,1625,0.4813890045406594,0.4571352486973089,0.3857326977282903,0.2825673283200059
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,45,0.45,1625,0.4735877904821219,0.4672239476906882,0.3835364134252688,0.2836569143503261
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,46,0.46,1625,0.4643697900610495,0.4788948494662211,0.3815523913796757,0.2854181340005138
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,47,0.47,1625,0.4556829354357807,0.4882165160020967,0.3807803302075094,0.2874358384798824
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,48,0.48,1625,0.4486518806112511,0.4976273980136373,0.3787611679313953,0.2884080376451913
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,49,0.49,1625,0.4394703748352229,0.5086734546383221,0.377103792602584,0.2898317791310623
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,50,0.5,1625,0.4391211175565539,0.5090415175777071,0.3770696821881235,0.2898417585480061
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,51,0.51,1625,0.4232453078071315,0.5281804987268536,0.3747660844731142,0.2932379117851376
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,52,0.52,1625,0.4155043260938468,0.5371326066335932,0.3737609327325801,0.2944336933668035
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,53,0.53,1625,0.40734549184773,0.5486374373630855,0.3715490792572993,0.2954058329793344
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,54,0.54,1625,0.4002261782469685,0.5578852577451129,0.3701256944566068,0.2964524804942685
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,55,0.55,1625,0.3921332977352261,0.5677274415719356,0.3690186884980416,0.2979628213113591
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,56,0.56,1625,0.385071906801532,0.5776247559499349,0.3672036889108165,0.2985049742785156
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,57,0.57,1625,0.3789994505983541,0.5872319857750176,0.3650710746917882,0.2985362286890402
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,58,0.58,1625,0.3700165700696055,0.5981450981433203,0.3638020526650217,0.2999063861254961
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,59,0.59,1625,0.3636378633512227,0.6078181573012199,0.3620272697174082,0.3002747083650067
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,60,0.6,1625,0.3590410021562669,0.6147879283630463,0.36074696742141,0.3005236153544502
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,61,0.61,1625,0.3479721947929372,0.6291064110433584,0.3587145147269877,0.3015110416454644
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,62,0.62,1625,0.3407654525922678,0.6381734164122809,0.3577314579488694,0.3024729691087932
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,63,0.63,1625,0.3333839111687878,0.6486487795390016,0.3560423387574561,0.3029464775285616
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,64,0.64,1625,0.3274535899865258,0.6578889558121278,0.3546787527166918,0.3033519444802973
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,65,0.65,1625,0.3199724683376738,0.6669928371855137,0.3538060938894948,0.3041609253954119
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,66,0.66,1625,0.3112878434100625,0.6782960479713804,0.3524314566220033,0.3047990071895353
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,67,0.67,1625,0.3021014615243712,0.6916097512685881,0.3505822615552148,0.3055938473291186
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,68,0.68,1625,0.2967765921887372,0.6974432701228291,0.3502171302264931,0.3061570465252737
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,69,0.69,1625,0.2880103574629169,0.7089722012246473,0.3490384528577704,0.3069151470752675
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,70,0.7,1625,0.2829449477594981,0.7164626885076212,0.3482037466122888,0.3073554402547827
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,71,0.71,1625,0.2729908714502658,0.729401938350196,0.3469130079021755,0.3084240814818524
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,72,0.72,1625,0.2663178560187125,0.7372481581813436,0.346544508063638,0.3094278480329951
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,73,0.73,1625,0.2571494581785596,0.7484681975089872,0.345520218456369,0.3101792954011623
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,74,0.74,1625,0.2497771750067289,0.7585492264725595,0.3448167630178579,0.311117804380159
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,75,0.75,1625,0.2464818553439884,0.7634627606850352,0.3443582128917592,0.3112931006532776
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,76,0.76,1625,0.2352812157887884,0.7774243897105751,0.3432457575630895,0.3123467535259815
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,77,0.77,1625,0.2242700444642807,0.7889211242049994,0.3429179388851978,0.3138934440426372
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,78,0.78,1625,0.2132512468347188,0.7983048176266458,0.3432008892970715,0.3156426657904814
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,79,0.79,1625,0.2035181992334886,0.808720542614981,0.3428736375848706,0.3168289673804867
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,80,0.8,1625,0.1968093741853923,0.8148724341782445,0.342767442074495,0.3176602769669659
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,81,0.81,1625,0.1817815782085134,0.8288439359092544,0.3428884688658414,0.3199972330151531
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,82,0.82,1625,0.1722812772657737,0.8384744571282761,0.3425781223189741,0.3210373198850845
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,83,0.83,1625,0.1611298217408007,0.8485526994972354,0.3426249035335815,0.3225857407159309
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,84,0.84,1625,0.1501246978551339,0.8575650937896511,0.3430269524100336,0.3244174996103002
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,85,0.85,1625,0.138790185208404,0.8673316505446769,0.3434535911091981,0.3263269486148062
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,86,0.86,1625,0.1268849376550259,0.8779997774377192,0.3434183771826258,0.3278873759880316
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,87,0.87,1625,0.114494822420662,0.8893237863069312,0.3435349663781616,0.3295424397100114
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,88,0.88,1625,0.1069556082076922,0.8978394529899317,0.3429891681551625,0.3299704605318812
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,89,0.89,1625,0.0958230019316947,0.9090454218091696,0.3427721027931175,0.3312144021274877
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,90,0.9,1625,0.0865729981193427,0.9161436939639132,0.3432393149429438,0.3326462148311854
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,91,0.91,1625,0.0716755767619784,0.929386016857316,0.3437327405835017,0.3352652206881944
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,92,0.92,1625,0.0627977161610409,0.9380041664431518,0.3435199815216683,0.336091453912745
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,93,0.93,1625,0.0508375308628465,0.9486848468697046,0.3437126164644017,0.3377452485652837
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,94,0.94,1625,0.040468040051822,0.958372365169247,0.3436034746844207,0.3386318191345768
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,95,0.95,1625,0.0332095868408801,0.9657197148849548,0.3435749405042563,0.3395563506774435
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,96,0.96,1625,0.0204599755734549,0.977732261064339,0.3438410568822387,0.3417051796298674
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,97,0.97,1625,0.0048226257587772,0.9936411800005625,0.3436145225510024,0.343194306032334
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,98,0.98,1625,0.0003236831394726,0.99927901019251,0.3433628844303037,0.3433271340226814
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,99,0.99,1625,0.0,0.9999741609900384,0.343311908883473,0.343311908883473
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,exact_integer,calibration,100,1.0,1625,0.0,1.0,0.3433083067429583,0.3433083067429583
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,0,0.0,1644,1.0,0.0,0.0,0.0
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,1,0.01,1644,0.9537744883341978,0.0365195389329179,0.3753041362530414,0.0462255116658055
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,2,0.02,1644,0.9525765678274268,0.0371691850343823,0.3753041362530414,0.0469583229027226
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,3,0.03,1644,0.9422096081330152,0.0433835608203104,0.3822384428223843,0.056184065091924
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,4,0.04,1644,0.9219561166233652,0.0569790308196905,0.4031543274244004,0.0740803042724986
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,5,0.05,1644,0.9050319199717328,0.0690430340754039,0.4152082609199398,0.0882060218321782
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,6,0.06,1644,0.8916756267913607,0.0787492170171908,0.4193025141930253,0.0986624589139969
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,7,0.07,1644,0.8791500305012029,0.0879467181086852,0.4228759176751879,0.1077655177864204
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,8,0.08,1644,0.8679458056504292,0.0965515255406835,0.4256333893195205,0.1156231948492401
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,9,0.09,1644,0.8527314703657849,0.107357906369824,0.4274355038041171,0.126599652951543
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,10,0.1,1644,0.8405401532849602,0.1170551872192558,0.4266746804155567,0.134579287634133
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,11,0.11,1644,0.8282124089175442,0.1273788458235743,0.4253833960038339,0.1422984736379031
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,12,0.12,1644,0.8164881748788778,0.1371054077294545,0.4232032019608857,0.1495110072002537
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,13,0.13,1644,0.8036849973258218,0.1477764020363618,0.4238672131464107,0.1573719777496091
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,14,0.14,1644,0.7897966535989926,0.158218563034381,0.4276842574479912,0.1662751176629736
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,15,0.15,1644,0.7790761143482368,0.1676950933059245,0.4261855338497671,0.1721852000912636
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,16,0.16,1644,0.7691943319382911,0.1772436972489694,0.4241604262863384,0.1773077607089526
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,17,0.17,1644,0.7585449058205,0.1876768544792006,0.4209564343533053,0.1827403117621575
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,18,0.18,1644,0.7452133041730972,0.1982698093293653,0.4212046270762462,0.1896604343184026
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,19,0.19,1644,0.7350797451199513,0.2076785058688896,0.4195183052122733,0.194751314592184
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,20,0.2,1644,0.7280697017416973,0.2147850195088842,0.4177137435750265,0.1978367184413517
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,21,0.21,1644,0.7166212086946605,0.2279014727076255,0.4121852188617018,0.2023537364594022
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,22,0.22,1644,0.705238637081988,0.2385079740155855,0.410981186052583,0.2076302409522568
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,23,0.23,1644,0.696541253121898,0.247936641661258,0.4076290823027408,0.2112766911739619
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,24,0.24,1644,0.6857773266014769,0.2574639937791509,0.407584432904077,0.2166319227047712
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,25,0.25,1644,0.6794994818625658,0.2633975688431619,0.4066620165830104,0.2190422368034979
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,26,0.26,1644,0.6634797107758179,0.2782687393194096,0.4056674613269211,0.2258356955751896
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,27,0.27,1644,0.6530818070898036,0.2884192734452561,0.404358641598112,0.2301992011868229
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,28,0.28,1644,0.6423729126529287,0.2988169237553657,0.402481617523574,0.234325565084716
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,29,0.29,1644,0.6339687669057357,0.3070822611368424,0.4011675042571301,0.2373635205097385
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,30,0.3,1644,0.6235048006932412,0.3165752582235668,0.4009243699387801,0.2414158910382078
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,31,0.31,1644,0.6118615662196255,0.3277855869149026,0.399595261650593,0.2455085710173666
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,32,0.32,1644,0.6008658163461524,0.3371791097748137,0.3999830732825945,0.2502119876184078
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,33,0.33,1644,0.5911862201128271,0.3455370467368924,0.3998214074545788,0.2532999349620651
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,34,0.34,1644,0.5813974838615179,0.3576678261012217,0.3961504616775545,0.2558859440767127
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,35,0.35,1644,0.5699535592986454,0.3697695220299332,0.3945627531825814,0.2594251307222673
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,36,0.36,1644,0.563452968619625,0.3774154689980371,0.3930401531389607,0.2610092561065571
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,37,0.37,1644,0.5542394209990004,0.387491476592661,0.3915012672281093,0.2637260523588468
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,38,0.38,1644,0.5446639871330134,0.3979607657576613,0.3898203252823429,0.2659081461571231
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,39,0.39,1644,0.5355741003632079,0.4079339278890418,0.3884151194769058,0.2683182128720505
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,40,0.4,1644,0.5289709905438571,0.4147760998413445,0.3876843720234928,0.2700327060380924
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,41,0.41,1644,0.5170434521557589,0.42850091854229,0.3854781854394146,0.273050012095985
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,42,0.42,1644,0.5083961082521852,0.4382121052667012,0.3840667642400798,0.2750454630993778
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,43,0.43,1644,0.4986836284891697,0.4496336985943936,0.3820384626349146,0.2770615855105838
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,44,0.44,1644,0.4916712290692189,0.4574158335461206,0.3811797636637803,0.2786398867015756
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,45,0.45,1644,0.4841688605894151,0.4669758935958206,0.3792206151429124,0.2797317799416325
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,gradinput,P01_checkpoint_rerun,machine,test,46,0.46,1644,0.4739507958971575,0.4787245903125622,0.3774520851537952,0.281957360587571
