policy,mapped_set_jaccard,missed_rationale_loss,retained_fraction,orbit_split,original_exact_tie_expanded,permuted_exact_tie_expanded,original_exact_tie_expansion_atoms,permuted_exact_tie_expansion_atoms,size_inflation_vs_tie_atoms,orbit_closure_inflation_fraction
include_all_exact_ties_v2,0.9984336662765116,0.07844221647265041,0.6026758458535048,0.007363636363636364,0.09454545454545454,0.09236363636363637,0.11272727272727273,0.11063636363636363,0.0,0.0
index_tiebreak_v1,0.9811004060204332,0.07907571071198788,0.6023900662249299,0.08163636363636363,0.09272727272727273,0.09172727272727273,0.11272727272727273,0.11009090909090909,0.0,0.0
rdkit_symmetry_orbit_closure_v3,0.9994709106626429,0.07817165370208765,0.6029565846801381,0.0,0.09454545454545454,0.09236363636363637,0.11272727272727273,0.11063636363636363,0.008727272727272728,0.00028073882663336364
