dataset,seed,method,proxy,n_calibration_pairs,n_calibration_components,max_pairs_per_calibration_component,minimum_components_alpha_0_10,component_crc_numerically_feasible,component_crc_fraction,component_calibration_empirical_risk,component_calibration_corrected_risk,pair_crc_descriptive_fraction,pair_calibration_empirical_risk,pair_calibration_corrected_risk,fallback_when_infeasible,guarantee
CHEMBL236_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,33,7,14,9,False,,,,0.93,0.06569739319006179,0.09317688162564824,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL236_Ki,43,atom_occlusion,variable_only_symmetry_closed,33,7,14,9,False,,,,0.91,0.07066352897073899,0.09799695458924666,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL236_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,33,7,14,9,False,,,,0.93,0.0615870209629005,0.0891874026992858,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL236_Ki,43,integrated_gradients,main_variable_plus_attachment_symmetry_closed,33,7,14,9,False,,,,0.96,0.057016159956042645,0.08475097878086492,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL236_Ki,43,integrated_gradients,variable_only_symmetry_closed,33,7,14,9,False,,,,0.96,0.06546719828715195,0.09295345716105925,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL236_Ki,43,integrated_gradients,one_hop_expanded_symmetry_closed,33,7,14,9,False,,,,0.96,0.04901457804755487,0.07698473751674442,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL237_Ki,17,atom_occlusion,main_variable_plus_attachment_symmetry_closed,37,12,17,9,True,0.98,0.021865011705165166,0.09710616465092169,0.91,0.0755950039645692,0.09992145122865947,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,17,atom_occlusion,variable_only_symmetry_closed,37,12,17,9,True,0.99,0.005208333333333333,0.08173076923076923,0.93,0.0654249882510752,0.09001906750762585,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,37,12,17,9,True,0.99,0.00416666666666667,0.08076923076923077,0.93,0.0689442126308252,0.09344568071948771,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,17,integrated_gradients,main_variable_plus_attachment_symmetry_closed,37,12,17,9,True,0.98,0.01709845535807906,0.09270626648438067,0.9400000000000001,0.0604498360252836,0.08517484034040772,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,17,integrated_gradients,variable_only_symmetry_closed,37,12,17,9,True,0.98,0.01906774461921521,0.09452407195619866,0.9400000000000001,0.06771276771276773,0.09224664224664225,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,17,integrated_gradients,one_hop_expanded_symmetry_closed,37,12,17,9,True,0.98,0.01559424617567566,0.09131776570062368,0.9500000000000001,0.06532083567420388,0.08991765578804062,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,29,atom_occlusion,main_variable_plus_attachment_symmetry_closed,37,12,17,9,True,0.97,0.02318606672466966,0.09832560005354123,0.9400000000000001,0.06859201206387906,0.09310274858851383,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,29,atom_occlusion,variable_only_symmetry_closed,37,12,17,9,True,0.98,0.018513782324524015,0.09401272214571448,0.9500000000000001,0.05848503239807588,0.08326174207181072,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,29,atom_occlusion,one_hop_expanded_symmetry_closed,37,12,17,9,True,0.98,0.014711122171573388,0.09050257431222158,0.9400000000000001,0.07074188973809985,0.09519605053446564,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,29,integrated_gradients,main_variable_plus_attachment_symmetry_closed,37,12,17,9,True,0.98,0.013127497842571367,0.08904076723929664,0.9400000000000001,0.07308279199583548,0.0974753501012082,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,29,integrated_gradients,variable_only_symmetry_closed,37,12,17,9,True,0.98,0.014891628334722963,0.09066919538589811,0.96,0.06416748808053156,0.08879465944683336,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,29,integrated_gradients,one_hop_expanded_symmetry_closed,37,12,17,9,True,0.98,0.016782390312224005,0.09241451413436062,0.9400000000000001,0.07210717361112365,0.09652540588451512,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,37,12,17,9,True,0.99,0.0,0.07692307692307693,0.9400000000000001,0.06307565703345754,0.08773156079573496,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,43,atom_occlusion,variable_only_symmetry_closed,37,12,17,9,True,0.99,0.0,0.07692307692307693,0.96,0.053759116259116266,0.07866019214703425,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,37,12,17,9,True,0.99,0.0,0.07692307692307693,0.9400000000000001,0.05748396854941106,0.08228702200863709,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,43,integrated_gradients,main_variable_plus_attachment_symmetry_closed,37,12,17,9,True,0.99,0.004629629629629632,0.0811965811965812,0.97,0.06555864663281541,0.0901492085635308,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,43,integrated_gradients,variable_only_symmetry_closed,37,12,17,9,True,0.99,0.005208333333333333,0.08173076923076923,0.98,0.04315140565140565,0.06833163181847392,not_needed,none; clustered retrospective stress test
CHEMBL237_Ki,43,integrated_gradients,one_hop_expanded_symmetry_closed,37,12,17,9,True,0.99,0.00416666666666667,0.08076923076923077,0.96,0.06650236967307532,0.09106809678694176,not_needed,none; clustered retrospective stress test
CHEMBL244_Ki,17,atom_occlusion,main_variable_plus_attachment_symmetry_closed,81,5,65,9,False,,,,0.93,0.08644743689222735,0.09758832180817582,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,17,atom_occlusion,variable_only_symmetry_closed,81,5,65,9,False,,,,0.91,0.08397548645272644,0.095146517105742,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,81,5,65,9,False,,,,0.93,0.08796601427950267,0.09908837995902088,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,17,integrated_gradients,main_variable_plus_attachment_symmetry_closed,81,5,65,9,False,,,,0.9400000000000001,0.08611075025691137,0.09725574110743682,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,17,integrated_gradients,variable_only_symmetry_closed,81,5,65,9,False,,,,0.93,0.08664146570050822,0.09777998441147764,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,17,integrated_gradients,one_hop_expanded_symmetry_closed,81,5,65,9,False,,,,0.9400000000000001,0.07653720434105277,0.0877989457515277,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,29,atom_occlusion,main_variable_plus_attachment_symmetry_closed,81,5,65,9,False,,,,0.9,0.08273206004361958,0.09391825443333153,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,29,atom_occlusion,variable_only_symmetry_closed,81,5,65,9,False,,,,0.9,0.0861899481494015,0.09733397317196976,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,29,atom_occlusion,one_hop_expanded_symmetry_closed,81,5,65,9,False,,,,0.89,0.08173457254794793,0.0929329314193144,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,29,integrated_gradients,main_variable_plus_attachment_symmetry_closed,81,5,65,9,False,,,,0.93,0.08178652998496803,0.09298425522905378,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,29,integrated_gradients,variable_only_symmetry_closed,81,5,65,9,False,,,,0.9,0.08144389584775942,0.09264579955693306,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,29,integrated_gradients,one_hop_expanded_symmetry_closed,81,5,65,9,False,,,,0.91,0.08690536400229312,0.09804066444128956,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,81,5,65,9,False,,,,0.89,0.08768670813406947,0.09881247998609298,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,43,atom_occlusion,variable_only_symmetry_closed,81,5,65,9,False,,,,0.91,0.07257487536475235,0.08388493786030413,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,81,5,65,9,False,,,,0.89,0.08342071266074985,0.0945985088478139,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,43,integrated_gradients,main_variable_plus_attachment_symmetry_closed,81,5,65,9,False,,,,0.89,0.08656636614070935,0.097705800699969,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,43,integrated_gradients,variable_only_symmetry_closed,81,5,65,9,False,,,,0.9,0.0818735791097822,0.09307024277917508,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL244_Ki,43,integrated_gradients,one_hop_expanded_symmetry_closed,81,5,65,9,False,,,,0.93,0.0818244144593482,0.09302167769764884,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL264_Ki,17,atom_occlusion,main_variable_plus_attachment_symmetry_closed,47,14,12,9,True,0.9500000000000001,0.03421406443069055,0.0985997934686445,0.91,0.07788591337499726,0.09709662351301813,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,17,atom_occlusion,variable_only_symmetry_closed,47,14,12,9,True,0.96,0.02980807766308122,0.09448753915220914,0.93,0.06852719085964018,0.08793287438339766,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,47,14,12,9,True,0.9500000000000001,0.028256300032486952,0.09303921336365448,0.9,0.07633839506388769,0.09558134516672334,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,17,integrated_gradients,main_variable_plus_attachment_symmetry_closed,47,14,12,9,True,0.96,0.026993272380177142,0.091860387554832,0.88,0.0791389013755788,0.09832350759692092,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,17,integrated_gradients,variable_only_symmetry_closed,47,14,12,9,True,0.96,0.028948535936113573,0.09368530020703933,0.89,0.07808964967741813,0.09729611530913858,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,17,integrated_gradients,one_hop_expanded_symmetry_closed,47,14,12,9,True,0.9500000000000001,0.0333853167872468,0.09782629566809702,0.9,0.07591945797193993,0.09517113593085784,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,29,atom_occlusion,main_variable_plus_attachment_symmetry_closed,47,14,12,9,True,0.9400000000000001,0.03238861172912253,0.0968960376138477,0.85,0.08021163721593033,0.09937389477393181,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,29,atom_occlusion,variable_only_symmetry_closed,47,14,12,9,True,0.9400000000000001,0.03172422944550273,0.09627594748246923,0.86,0.0740640997997734,0.09335443105394477,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,29,atom_occlusion,one_hop_expanded_symmetry_closed,47,14,12,9,True,0.9500000000000001,0.020018773883577957,0.08535085562467276,0.87,0.07911860474028587,0.09830363380819658,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,29,integrated_gradients,main_variable_plus_attachment_symmetry_closed,47,14,12,9,True,0.9400000000000001,0.031856428150872695,0.09639933294081453,0.85,0.07717938097457833,0.09640481053760797,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,29,integrated_gradients,variable_only_symmetry_closed,47,14,12,9,True,0.93,0.029374460740006957,0.09408283002400648,0.84,0.07849114529957002,0.09768924643916228,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,29,integrated_gradients,one_hop_expanded_symmetry_closed,47,14,12,9,True,0.9500000000000001,0.033540710970378494,0.09797133023901992,0.86,0.07862643071100951,0.09782171340453012,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,47,14,12,9,True,0.93,0.030416945412065882,0.09505581571792816,0.8200000000000001,0.07953919085389398,0.09871545771110453,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,43,atom_occlusion,variable_only_symmetry_closed,47,14,12,9,True,0.91,0.035383841965253134,0.09969158583423626,0.8300000000000001,0.07832988718478447,0.09753134786843477,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,47,14,12,9,True,0.9400000000000001,0.02586202095845435,0.0908045528945574,0.86,0.07273971249172925,0.09205763514815157,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,43,integrated_gradients,main_variable_plus_attachment_symmetry_closed,47,14,12,9,True,0.91,0.026908203715508953,0.09178099013447502,0.85,0.0766966793267359,0.09593216517409558,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,43,integrated_gradients,variable_only_symmetry_closed,47,14,12,9,True,0.91,0.025927979932965226,0.09086611460410086,0.85,0.07690528108740377,0.09613642106474951,not_needed,none; clustered retrospective stress test
CHEMBL264_Ki,43,integrated_gradients,one_hop_expanded_symmetry_closed,47,14,12,9,True,0.91,0.034659272991206254,0.09901532145845918,0.86,0.07196470817217669,0.09129877675192301,not_needed,none; clustered retrospective stress test
CHEMBL4792_Ki,17,atom_occlusion,main_variable_plus_attachment_symmetry_closed,35,3,29,9,False,,,,0.72,0.07387492852903502,0.09960062495878404,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,17,atom_occlusion,variable_only_symmetry_closed,35,3,29,9,False,,,,0.64,0.07275858720374422,0.09851529311475132,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,35,3,29,9,False,,,,0.77,0.07285499994070684,0.09860902772013166,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,17,integrated_gradients,main_variable_plus_attachment_symmetry_closed,35,3,29,9,False,,,,0.76,0.0676082604928056,0.09350803103467213,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,17,integrated_gradients,variable_only_symmetry_closed,35,3,29,9,False,,,,0.65,0.05895391863038921,0.08509408755732285,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,17,integrated_gradients,one_hop_expanded_symmetry_closed,35,3,29,9,False,,,,0.81,0.06655485007967109,0.09248388202190244,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,29,atom_occlusion,main_variable_plus_attachment_symmetry_closed,35,3,29,9,False,,,,0.9400000000000001,0.06639426555392942,0.09232775817743138,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,29,atom_occlusion,variable_only_symmetry_closed,35,3,29,9,False,,,,0.9400000000000001,0.0733645652593021,0.09910443844654374,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,29,atom_occlusion,one_hop_expanded_symmetry_closed,35,3,29,9,False,,,,0.9400000000000001,0.0602909141352426,0.08639394429815253,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,29,integrated_gradients,main_variable_plus_attachment_symmetry_closed,35,3,29,9,False,,,,0.91,0.06248414111768149,0.088526248308857,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,29,integrated_gradients,variable_only_symmetry_closed,35,3,29,9,False,,,,0.91,0.06843173868737779,0.09430863483495065,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,29,integrated_gradients,one_hop_expanded_symmetry_closed,35,3,29,9,False,,,,0.9400000000000001,0.04797506323347838,0.07442020036588176,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,35,3,29,9,False,,,,0.9400000000000001,0.06349674020481474,0.0895107196435699,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,43,atom_occlusion,variable_only_symmetry_closed,35,3,29,9,False,,,,0.9,0.0721591065576028,0.09793246470878052,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,35,3,29,9,False,,,,0.88,0.06663428615953161,0.09256111154398906,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,43,integrated_gradients,main_variable_plus_attachment_symmetry_closed,35,3,29,9,False,,,,0.9400000000000001,0.07153129823937278,0.09732209551050133,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,43,integrated_gradients,variable_only_symmetry_closed,35,3,29,9,False,,,,0.9400000000000001,0.06901624941474566,0.09487690915322496,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
CHEMBL4792_Ki,43,integrated_gradients,one_hop_expanded_symmetry_closed,35,3,29,9,False,,,,0.9400000000000001,0.061347114549779355,0.08742080581228548,pair_crc_descriptive_finite_pool_only,none; clustered retrospective stress test
