method,proxy,policy,aggregation,metric,target_macro_mean,bootstrap_ci_low,bootstrap_ci_high,n_targets
integrated_gradients,main_variable_plus_attachment_symmetry_closed,fixed_50_percent,component_weighted,precision,0.23889614333145398,0.2086283925536181,0.27411246204248374,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,fixed_50_percent,component_weighted,iou,0.19573915792190666,0.17073974606582576,0.22764715920154655,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,fixed_50_percent,pair_weighted,risk,0.4924275865782733,0.44900497059183037,0.5277970829438077,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,fixed_50_percent,pair_weighted,retained_fraction,0.5058913539833021,0.5051819571499251,0.5065833790004425,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,fixed_50_percent,pair_weighted,precision,0.2407066681326615,0.21597130327835112,0.2708496485466408,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,fixed_50_percent,pair_weighted,iou,0.19869660397934233,0.17705149200709436,0.22774902397968427,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,oracle_proxy,component_weighted,risk,0.0,0.0,0.0,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,oracle_proxy,component_weighted,retained_fraction,0.24444974013975115,0.22062990337758762,0.2678333063654161,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,oracle_proxy,component_weighted,precision,1.0,1.0,1.0,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,oracle_proxy,component_weighted,iou,1.0,1.0,1.0,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,oracle_proxy,pair_weighted,risk,0.0,0.0,0.0,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,oracle_proxy,pair_weighted,retained_fraction,0.24379505476550012,0.22635674302582703,0.2612384002785374,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,oracle_proxy,pair_weighted,precision,1.0,1.0,1.0,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,oracle_proxy,pair_weighted,iou,1.0,1.0,1.0,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,pair_crc_descriptive,component_weighted,risk,0.0640115232836952,0.05428912973328221,0.07299491513060402,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,pair_crc_descriptive,component_weighted,retained_fraction,0.9261073023576597,0.909566690343459,0.9400529545170587,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,pair_crc_descriptive,component_weighted,precision,0.24832165299581754,0.22219825075613775,0.2745776547406388,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,pair_crc_descriptive,component_weighted,iou,0.24377889439611655,0.21839538841422532,0.26915426319357655,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,pair_crc_descriptive,pair_weighted,risk,0.07034031226042704,0.0605295183957271,0.08107335984950222,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,pair_crc_descriptive,pair_weighted,retained_fraction,0.925906818712466,0.9098817569140911,0.9396384454152925,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,pair_crc_descriptive,pair_weighted,precision,0.2465331501253868,0.2258567971844622,0.2677429038424345,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,pair_crc_descriptive,pair_weighted,iou,0.24196537620274905,0.2218707605868907,0.26255132972254414,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,random_same_nominal_size,component_weighted,risk,0.07552018645859727,0.06218427058448819,0.09233290325123941,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,random_same_nominal_size,component_weighted,retained_fraction,0.9244798135414029,0.9076670967487604,0.9378157294155118,11
integrated_gradients,main_variable_plus_attachment_symmetry_closed,random_same_nominal_size,component_weighted,precision,0.24444974013975115,0.22053037768266912,0.2680579505459673,11
