cell_id,family,task,model,seed,method,origin,fraction,index,empirical_risk,corrected_risk,n_calibration,alpha,risk,mean_atom_fraction,precision,iou,tie_inflation,median_atom_fraction,random_atom_fraction,saving_vs_random
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,historical_full_partition,0.93,93,0.09886548463047631,0.09941968789946137,1625,0.1,0.09759007639426302,0.9485539954456151,0.3323817028493914,0.3235254959569587,,0.9473684210526315,0.8975096610559893,-0.051044334389625856
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,atom_occlusion,fresh_full_partition,0.88,88,0.09628083427265718,0.0964639216238981,4935,0.1,0.09510421439254145,0.8966978540680908,0.6502051168234664,0.6128367639091384,0.0,0.8958333333333334,0.9084471118578897,0.011749257789798961
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,saliency,fresh_full_partition,0.88,88,0.09306175300268146,0.09324549251787477,4935,0.1,0.09276062540390526,0.8966978540680908,0.6488718550091636,0.608305949602304,0.0,0.8958333333333334,0.9084471118578897,0.011749257789798961
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,ig,historical_full_partition,0.86,86,0.09753983832064626,0.09772267060623746,4935,0.1,0.09718923829231109,0.8772717462941478,0.6593838241892481,0.6160138859771437,,0.875,0.9084471118578897,0.031175365563741897
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,gradinput,historical_full_partition,0.88,88,0.09277373572114307,0.09295753358667729,4935,0.1,0.0927757386435866,0.8966978540680908,0.6495155359045426,0.6101146792817989,,0.8958333333333334,0.9084471118578897,0.011749257789798961
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,atom_occlusion,fresh_full_partition,0.89,89,0.09290752934543953,0.09309130010529598,4935,0.1,0.09478778124365846,0.9084471118578897,0.6438872881945162,0.6089854470829023,0.0,0.90625,0.9084471118578897,0.0
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,saliency,fresh_full_partition,0.78,78,0.09361305896948331,0.09379668679384075,4935,0.1,0.09391372970016353,0.7971579104548313,0.7238202563559234,0.6698657680572696,0.0,0.7948717948717948,0.9084471118578897,0.11128920140305842
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,ig,historical_full_partition,0.89,89,0.09028294668265748,0.09046724916509523,4935,0.1,0.09230346340263443,0.9084471118578897,0.6408107614211386,0.6014790294993325,,0.90625,0.9084471118578897,0.0
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,gradinput,historical_full_partition,0.91,91,0.08374471776701231,0.08393034485012184,4935,0.1,0.08525569381922454,0.9282105650069855,0.6334656451120676,0.5991413669066097,,0.9259259259259259,0.9084471118578897,-0.019763453149095778
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,atom_occlusion,fresh_full_partition,0.89,89,0.09123807604850162,0.09142218502823188,4935,0.1,0.09264885879033927,0.9084471118578897,0.64489595249647,0.6104671714681521,0.0,0.90625,0.9084471118578897,0.0
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,saliency,fresh_full_partition,0.89,89,0.09414786784732414,0.0943313873230433,4935,0.1,0.09360422989406803,0.9084471118578897,0.6430951001210022,0.606125837835928,0.0,0.90625,0.9084471118578897,0.0
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,ig,historical_full_partition,0.89,89,0.09883793134224052,0.09902050064302101,4935,0.1,0.09968211792662801,0.9084471118578897,0.6361404579511645,0.5943229360448445,,0.90625,0.9084471118578897,0.0
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,gradinput,historical_full_partition,0.89,89,0.09540082991941964,0.09558409555355152,4935,0.1,0.09285890864191253,0.9084471118578897,0.64073363042045,0.6013627524947756,,0.90625,0.9084471118578897,0.0
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,atom_occlusion,fresh_full_partition,0.89,89,0.0985922800511564,0.09877489911921702,4935,0.1,0.09834229797746592,0.9084471118578897,0.6412501510857193,0.6058326088830237,0.0,0.90625,0.9084471118578897,0.0
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,saliency,fresh_full_partition,0.78,78,0.09570694036085431,0.09589014397909551,4935,0.1,0.0966297224757437,0.7971579104548313,0.7229112328121292,0.6700299222644067,0.0,0.7948717948717948,0.9084471118578897,0.11128920140305842
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,ig,historical_full_partition,0.89,89,0.09174051466898456,0.09192452185807035,4935,0.1,0.09182831535277988,0.9084471118578897,0.6457072121745934,0.6123853625155222,,0.90625,0.9084471118578897,0.0
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,gradinput,historical_full_partition,0.89,89,0.09734269733301262,0.09752556955802547,4935,0.1,0.09613320832657868,0.9084471118578897,0.6404115441928311,0.6025083358481167,,0.90625,0.9084471118578897,0.0
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,atom_occlusion,fresh_full_partition,0.9,90,0.09392606936607788,0.0941096337766596,4935,0.1,0.09423526416947847,0.915205996412866,0.640348638629809,0.6073742703507443,0.0,0.9130434782608695,0.9084471118578897,-0.006758884554976308
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,saliency,fresh_full_partition,0.74,74,0.09233725517164414,0.09252114146516639,4935,0.1,0.09150020516795018,0.7572472903866748,0.7604072848988048,0.6997501084634828,0.0,0.7560975609756098,0.9084471118578897,0.1511998214712149
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,ig,historical_full_partition,0.9,90,0.09236527290923942,0.09254915352655857,4935,0.1,0.09342659689856886,0.915205996412866,0.6400567764970337,0.6063204895471188,,0.9130434782608695,0.9084471118578897,-0.006758884554976308
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,gradinput,historical_full_partition,0.9,90,0.09213522146818257,0.0923191486923578,4935,0.1,0.09149951973345447,0.915205996412866,0.6410228185337978,0.6073130659055345,,0.9130434782608695,0.9084471118578897,-0.006758884554976308
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,atom_occlusion,fresh_full_partition,0.89,89,0.09887860117489881,0.09906116223624875,4935,0.1,0.09949255040070307,0.9084471118578897,0.6413402247419863,0.6061524343691145,0.0,0.90625,0.9084471118578897,0.0
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,saliency,fresh_full_partition,0.81,81,0.09212312468857485,0.09230705436347533,4935,0.1,0.09304498927361156,0.8282350484191051,0.6992800732741559,0.6521467415912516,0.0,0.8260869565217391,0.9084471118578897,0.08021206343878462
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,ig,historical_full_partition,0.9,90,0.093146997977516,0.0933307202226578,4935,0.1,0.0941799224407364,0.915205996412866,0.6406271058561605,0.6078680865814945,,0.9130434782608695,0.9084471118578897,-0.006758884554976308
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,gradinput,historical_full_partition,0.89,89,0.09477330978662152,0.09495670255206107,4935,0.1,0.09460945557820033,0.9084471118578897,0.641086522072392,0.6031558145495367,,0.90625,0.9084471118578897,0.0
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,atom_occlusion,fresh_full_partition,0.77,77,0.09279617276053274,0.09584048090563156,297,0.1,0.07670093281679717,0.7824028583906255,0.3153817441615489,0.3070609206350301,0.0,0.7802197802197802,0.9026685530504263,0.12026569465980075
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,saliency,fresh_full_partition,0.85,85,0.09026771593045214,0.09332050883001435,297,0.1,0.10220896569957588,0.8615419215079448,0.28045755929513433,0.2726413752230453,0.0,0.859375,0.9026685530504263,0.04112663154248142
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,ig,historical_full_partition,0.91,91,0.08600371807407557,0.08907081969127659,297,0.1,0.0910966984479162,0.9234847698070429,0.26575217267254664,0.25907776115274855,,0.92,0.9026685530504263,-0.0208162167566166
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,gradinput,historical_full_partition,0.9,90,0.08739000798829995,0.09045245762592304,297,0.1,0.08851722172782082,0.9101407650316404,0.2702047616046774,0.2635047603689398,,0.9078947368421053,0.9026685530504263,-0.007472211981214172
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,atom_occlusion,fresh_full_partition,0.81,81,0.09125954485559343,0.09430900947017189,297,0.1,0.07134137813293359,0.8221096957600588,0.3030819192344297,0.2962613395149665,0.0,0.8181818181818182,0.9101407650316404,0.08803106927158166
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,saliency,fresh_full_partition,0.9,90,0.09011255705475664,0.09316587062168691,297,0.1,0.09430537927585574,0.9101407650316404,0.2684631954503401,0.2616694981832107,0.0,0.9078947368421053,0.9101407650316404,0.0
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,ig,historical_full_partition,0.87,87,0.08516120106878532,0.08823112992425913,297,0.1,0.08378128936502155,0.8831394062523965,0.27822247864586647,0.2709427678530432,,0.88,0.9101407650316404,0.027001358779243922
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,gradinput,historical_full_partition,0.9,90,0.0932351576019606,0.09627799264356472,297,0.1,0.08896052427544164,0.9101407650316404,0.26910925086354276,0.26190827841607967,,0.9078947368421053,0.9101407650316404,0.0
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,atom_occlusion,fresh_full_partition,0.77,77,0.09504612413241603,0.09808288210512596,297,0.1,0.07992616778120921,0.7824028583906255,0.3144729226208186,0.3057347253486652,0.0,0.7802197802197802,0.9101407650316404,0.12773790664101492
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,saliency,fresh_full_partition,0.91,91,0.09498610234244334,0.0980230617305558,297,0.1,0.10284630376712497,0.9234847698070429,0.26488790593580186,0.2589088643645601,0.0,0.92,0.9101407650316404,-0.01334400477540243
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,ig,historical_full_partition,0.92,92,0.08798256025292031,0.09104302146012522,297,0.1,0.08749858457981446,0.93310042311993,0.2637204207080502,0.2573218213892817,,0.9310344827586207,0.9101407650316404,-0.022959658088289592
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,gradinput,historical_full_partition,0.9,90,0.09572164548907525,0.09875613661159513,297,0.1,0.0948870730361377,0.9101407650316404,0.26774956608323097,0.26030018720478626,,0.9078947368421053,0.9101407650316404,0.0
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,atom_occlusion,fresh_full_partition,0.74,74,0.09378502495765331,0.09682601480678865,297,0.1,0.08983342550160311,0.7529948994520316,0.32545720594707883,0.3160996861776157,0.0,0.75,0.9026685530504263,0.14967365359839468
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,saliency,fresh_full_partition,0.75,75,0.09264081590787132,0.09568564538469049,297,0.1,0.09760449027802515,0.7587833363641836,0.3196649749799714,0.3098137683911686,0.0,0.7567567567567568,0.9026685530504263,0.14388521668624266
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,ig,historical_full_partition,0.93,93,0.09406703643441687,0.09710707993631473,297,0.1,0.09765892384730589,0.9416332553306369,0.25876220343626416,0.2517864121655203,,0.9393939393939394,0.9026685530504263,-0.03896470228021065
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,gradinput,historical_full_partition,0.91,91,0.0883507736978437,0.09140999928946165,297,0.1,0.09717035565724894,0.9234847698070429,0.26294376819634163,0.25580720038501426,,0.92,0.9026685530504263,-0.0208162167566166
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,atom_occlusion,fresh_full_partition,0.85,85,0.09473182123152056,0.0977696339119516,297,0.1,0.0839681602187993,0.8615419215079448,0.28567744898902026,0.2787015016578752,0.0,0.859375,0.9101407650316404,0.04859884352369559
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,saliency,fresh_full_partition,0.73,73,0.09569461162074452,0.0987291934609433,297,0.1,0.09672806302240773,0.7431959531128984,0.32682344320885454,0.3163422673705789,0.0,0.74,0.9101407650316404,0.166944811918742
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,ig,historical_full_partition,0.91,91,0.09215052845726243,0.09519700319398293,297,0.1,0.08851679679242744,0.9234847698070429,0.2658443098954486,0.2592408555449086,,0.92,0.9101407650316404,-0.01334400477540243
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,gradinput,historical_full_partition,0.92,92,0.09364567077907474,0.09668712825968183,297,0.1,0.08833164236156171,0.93310042311993,0.2640773686291316,0.25793045858905134,,0.9310344827586207,0.9101407650316404,-0.022959658088289592
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,atom_occlusion,fresh_full_partition,0.79,79,0.09263942067312629,0.09568425483194125,297,0.1,0.08093886247792106,0.8031415724851435,0.30590757551219294,0.29705918388556335,0.0,0.8,0.9101407650316404,0.10699919254649692
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,saliency,fresh_full_partition,0.76,76,0.09090417052850588,0.09395482767438335,297,0.1,0.09798599377625543,0.7722412088975928,0.31397365403743166,0.30390867724865056,0.0,0.7692307692307693,0.9101407650316404,0.13789955613404759
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,ig,historical_full_partition,0.93,93,0.09660650403414635,0.09963802583268941,297,0.1,0.09994925441187473,0.9416332553306369,0.25733658573042917,0.25005050490361563,,0.9393939393939394,0.9101407650316404,-0.03149249029899648
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,gradinput,historical_full_partition,0.9400000000000001,94,0.09304921093157313,0.09609266995529259,297,0.1,0.08241617074873374,0.9522828292781326,0.260999538210218,0.25546698197411916,,0.95,0.9101407650316404,-0.04214206424649214
bxaic__X__gcn__seed123,bxaic,X,gcn,123,atom_occlusion,fresh_full_partition,0.05,5,0.09172323294971631,0.09205172364304394,2764,0.1,0.09216811222480963,0.06814793693938972,0.7275108622380061,0.6353427500131965,0.0,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gcn__seed123,bxaic,X,gcn,123,saliency,fresh_full_partition,0.16,16,0.08586618197689111,0.08619679095266802,2764,0.1,0.08680351658735784,0.1763927049093853,0.2814198429456427,0.27201280970799285,0.0,0.175,0.9087783882831856,0.7323856833738003
bxaic__X__gcn__seed123,bxaic,X,gcn,123,ig,historical_full_partition,0.05,5,0.09172323294971631,0.09205172364304394,2764,0.1,0.09216811222480963,0.06814793693938972,0.7275108622380061,0.6353427500131965,,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gcn__seed123,bxaic,X,gcn,123,gradinput,historical_full_partition,0.05,5,0.09172323294971631,0.09205172364304394,2764,0.1,0.09216811222480963,0.06814793693938972,0.7275108622380061,0.6353427500131965,,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,atom_occlusion,fresh_full_partition,0.05,5,0.09172323294971631,0.09205172364304394,2764,0.1,0.09216811222480963,0.06814793693938972,0.7275108622380061,0.6353427500131965,0.0,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,saliency,fresh_full_partition,0.17,17,0.09117996692164565,0.09150865409454922,2764,0.1,0.09024163882420438,0.18752752031717143,0.2644504833230043,0.2558375748518393,0.0,0.18604651162790697,0.9087783882831856,0.7212508679660141
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,ig,historical_full_partition,0.05,5,0.09172323294971631,0.09205172364304394,2764,0.1,0.09216811222480963,0.06814793693938972,0.7275108622380061,0.6353427500131965,,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,gradinput,historical_full_partition,0.05,5,0.09172323294971631,0.09205172364304394,2764,0.1,0.09216811222480963,0.06814793693938972,0.7275108622380061,0.6353427500131965,,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gcn__seed42,bxaic,X,gcn,42,atom_occlusion,fresh_full_partition,0.05,5,0.09172323294971631,0.09205172364304394,2764,0.1,0.09216811222480963,0.06814793693938972,0.7275108622380061,0.6353427500131965,0.0,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gcn__seed42,bxaic,X,gcn,42,saliency,fresh_full_partition,0.19,19,0.09572694852181104,0.09605399121673987,2764,0.1,0.09411342850393169,0.2072333673447332,0.23702807945126333,0.23034428761509732,0.0,0.20588235294117646,0.9087783882831856,0.7015450209384524
bxaic__X__gcn__seed42,bxaic,X,gcn,42,ig,historical_full_partition,0.05,5,0.09172323294971631,0.09205172364304394,2764,0.1,0.09216811222480963,0.06814793693938972,0.7275108622380061,0.6353427500131965,,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gcn__seed42,bxaic,X,gcn,42,gradinput,historical_full_partition,0.05,5,0.09172323294971631,0.09205172364304394,2764,0.1,0.09216811222480963,0.06814793693938972,0.7275108622380061,0.6353427500131965,,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gin__seed123,bxaic,X,gin,123,atom_occlusion,fresh_full_partition,0.05,5,0.09172323294971631,0.09205172364304394,2764,0.1,0.09219764210905247,0.06814793693938972,0.7271565036270918,0.6353132201289536,0.0,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gin__seed123,bxaic,X,gin,123,saliency,fresh_full_partition,0.24,24,0.0963264936944387,0.09665331955567033,2764,0.1,0.08863394755492558,0.256486808046772,0.19608910479005706,0.19162249887058086,0.0,0.2558139534883721,0.9087783882831856,0.6522915802364135
bxaic__X__gin__seed123,bxaic,X,gin,123,ig,historical_full_partition,0.05,5,0.09172323294971631,0.09205172364304394,2764,0.1,0.09216811222480963,0.06814793693938972,0.7275108622380061,0.6353427500131965,,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gin__seed123,bxaic,X,gin,123,gradinput,historical_full_partition,0.06,6,0.0807543989617072,0.0810868566836019,2764,0.1,0.08008940524000766,0.07771608055437464,0.6541456569849553,0.5871527554066532,,0.07692307692307693,0.9087783882831856,0.831062307728811
bxaic__X__gin__seed2026,bxaic,X,gin,2026,atom_occlusion,fresh_full_partition,0.05,5,0.0920919187742632,0.0924202761273288,2764,0.1,0.09237482141450959,0.06814793693938972,0.7268021450161776,0.6351360408234965,0.0,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gin__seed2026,bxaic,X,gin,2026,saliency,fresh_full_partition,0.24,24,0.09492166861920842,0.09524900255460839,2764,0.1,0.08848123586784112,0.256486808046772,0.19770247684992096,0.1930586188573741,0.0,0.2558139534883721,0.9087783882831856,0.6522915802364135
bxaic__X__gin__seed2026,bxaic,X,gin,2026,ig,historical_full_partition,0.05,5,0.09202472836698597,0.09235311002037969,2764,0.1,0.09234529153026674,0.06814793693938972,0.7271565036270918,0.6351655707077394,,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gin__seed2026,bxaic,X,gin,2026,gradinput,historical_full_partition,0.05,5,0.09611975397973951,0.09644665461121169,2764,0.1,0.09814833563947668,0.06814793693938972,0.7163485659942074,0.629389103494348,,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gin__seed42,bxaic,X,gin,42,atom_occlusion,fresh_full_partition,0.05,5,0.09172323294971631,0.09205172364304394,2764,0.1,0.09216811222480963,0.06814793693938972,0.7275108622380061,0.6353427500131965,0.0,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gin__seed42,bxaic,X,gin,42,saliency,fresh_full_partition,0.26,26,0.09287408402820849,0.09320215850053101,2764,0.1,0.08428841416084507,0.27838670117301995,0.1830133350412556,0.1794454573326975,0.0,0.2777777777777778,0.9087783882831856,0.6303916871101656
bxaic__X__gin__seed42,bxaic,X,gin,42,ig,historical_full_partition,0.05,5,0.09172323294971631,0.09205172364304394,2764,0.1,0.09216811222480963,0.06814793693938972,0.7275108622380061,0.6353427500131965,,0.06666666666666667,0.9087783882831856,0.8406304513437959
bxaic__X__gin__seed42,bxaic,X,gin,42,gradinput,historical_full_partition,0.05,5,0.09182014219098157,0.09214859783575899,2764,0.1,0.09245497395745447,0.06814793693938972,0.7264477864052633,0.6350093219246302,,0.06666666666666667,0.9087783882831856,0.8406304513437959
google__benzene__gcn__seed123,google,benzene,gcn,123,atom_occlusion,fresh_full_partition,0.45,45,0.09767500000000001,0.09857642357642357,1000,0.1,0.10725348364237253,0.47063527841021446,0.6781817892929004,0.6131614068447573,0.0,0.47619047619047616,0.9031661198214196,0.4325308414112051
google__benzene__gcn__seed123,google,benzene,gcn,123,saliency,fresh_full_partition,0.46,46,0.09004999999999999,0.09095904095904096,1000,0.1,0.09465854743632521,0.48811336255496535,0.6692262970040748,0.6137120917134677,0.0,0.48,0.9031661198214196,0.41505275726645424
google__benzene__gcn__seed123,google,benzene,gcn,123,ig,historical_full_partition,0.55,55,0.09444305555555556,0.09534770784770781,1000,0.1,0.0948621240287907,0.5716810705784846,0.5779763890875002,0.5389114533593379,,0.5652173913043478,0.9031661198214196,0.331485049242935
google__benzene__gcn__seed123,google,benzene,gcn,123,gradinput,historical_full_partition,0.45,45,0.09783333333333334,0.0987345987345988,1000,0.1,0.1100648267314934,0.47063527841021446,0.6792763542763541,0.6139630635459669,,0.47619047619047616,0.9031661198214196,0.4325308414112051
google__benzene__gcn__seed2026,google,benzene,gcn,2026,atom_occlusion,fresh_full_partition,0.45,45,0.09194027777777777,0.09284743034743033,1000,0.1,0.10389178861401084,0.47063527841021446,0.68166987333654,0.6173425984399497,0.0,0.47619047619047616,0.9031661198214196,0.4325308414112051
google__benzene__gcn__seed2026,google,benzene,gcn,2026,saliency,fresh_full_partition,0.46,46,0.09004583333333334,0.09095487845487851,1000,0.1,0.10119703036369702,0.48811336255496535,0.6654368654368653,0.6083670891462428,0.0,0.48,0.9031661198214196,0.41505275726645424
google__benzene__gcn__seed2026,google,benzene,gcn,2026,ig,historical_full_partition,0.51,51,0.0978736111111111,0.09877483627483638,1000,0.1,0.10471900471900474,0.5344928656068183,0.6075252158585491,0.5609350794378314,,0.5294117647058824,0.9031661198214196,0.3686732542146013
google__benzene__gcn__seed2026,google,benzene,gcn,2026,gradinput,historical_full_partition,0.49,49,0.09853055555555555,0.0994311244311245,1000,0.1,0.1034220728665173,0.5119776375360348,0.6314577286799509,0.5790425040726038,,0.52,0.9031661198214196,0.39118848228538483
google__benzene__gcn__seed42,google,benzene,gcn,42,atom_occlusion,fresh_full_partition,0.43,43,0.09455555555555555,0.09546009546009555,1000,0.1,0.10448186281519614,0.451984066812143,0.7060484727151393,0.635430366334219,0.0,0.45,0.9031661198214196,0.4511820530092766
google__benzene__gcn__seed42,google,benzene,gcn,42,saliency,fresh_full_partition,0.41000000000000003,41,0.09894305555555556,0.09984321234321232,1000,0.1,0.10902191874414095,0.4356484034176561,0.730872647539314,0.6536376755847,0.0,0.4375,0.9031661198214196,0.4675177164037635
google__benzene__gcn__seed42,google,benzene,gcn,42,ig,historical_full_partition,0.47000000000000003,47,0.09881527777777778,0.09971556221556228,1000,0.1,0.10280220696887363,0.48970983081810027,0.6599771488660378,0.6037253316450083,,0.48,0.9031661198214196,0.4134562890033193
google__benzene__gcn__seed42,google,benzene,gcn,42,gradinput,historical_full_partition,0.48,48,0.09243333333333333,0.0933399933399934,1000,0.1,0.10053188108743663,0.5040497096081068,0.6459440320551432,0.5915181873730206,,0.5,0.9031661198214196,0.3991164102133128
google__benzene__gin__seed123,google,benzene,gin,123,atom_occlusion,fresh_full_partition,0.38,38,0.09522361111111109,0.09612748362748373,1000,0.1,0.10268184851518185,0.40338806154378765,0.7863609641387419,0.6968799356871253,0.0,0.4,0.9031661198214196,0.49977805827763194
google__benzene__gin__seed123,google,benzene,gin,123,saliency,fresh_full_partition,0.44,44,0.0949625,0.0958666333666334,1000,0.1,0.10091877591877592,0.45992679214617266,0.6988109321442654,0.6316989645679015,0.0,0.4583333333333333,0.9031661198214196,0.44323932767524693
google__benzene__gin__seed123,google,benzene,gin,123,ig,historical_full_partition,0.51,51,0.0943625,0.09526723276723278,1000,0.1,0.10026653637764749,0.5344928656068183,0.6092161703272814,0.5605841587523734,,0.5294117647058824,0.9031661198214196,0.3686732542146013
google__benzene__gin__seed123,google,benzene,gin,123,gradinput,historical_full_partition,0.9400000000000001,94,0.0978111111111111,0.09871239871239884,1000,0.1,0.09441922080810969,0.9575645508922009,0.3556615195535867,0.34419030361867,,0.9565217391304348,0.9031661198214196,-0.05439843107078135
google__benzene__gin__seed2026,google,benzene,gin,2026,atom_occlusion,fresh_full_partition,0.46,46,0.09721944444444443,0.09812132312132318,1000,0.1,0.10547213880547213,0.48811336255496535,0.6550172105727661,0.5962660861826669,0.0,0.48,0.9031661198214196,0.41505275726645424
google__benzene__gin__seed2026,google,benzene,gin,2026,saliency,fresh_full_partition,0.61,61,0.09044999999999999,0.09135864135864143,1000,0.1,0.09378684239795351,0.6361218790829477,0.5208344958344959,0.48986432490268805,0.0,0.6363636363636364,0.9031661198214196,0.2670442407384719
google__benzene__gin__seed2026,google,benzene,gin,2026,ig,historical_full_partition,0.79,79,0.09102916666666667,0.09193722943722957,1000,0.1,0.09405278294167183,0.8109944835861289,0.41089937410026844,0.39063164150296403,,0.8095238095238095,0.9031661198214196,0.09217163623529068
google__benzene__gin__seed2026,google,benzene,gin,2026,gradinput,historical_full_partition,0.81,81,0.08806805555555557,0.08897907647907646,1000,0.1,0.08559213975880642,0.8355199614449401,0.4047899542223587,0.38868904505333063,,0.8333333333333334,0.9031661198214196,0.06764615837647947
google__benzene__gin__seed42,google,benzene,gin,42,atom_occlusion,fresh_full_partition,0.41000000000000003,41,0.09472222222222221,0.09562659562659566,1000,0.1,0.10523201773201774,0.4356484034176561,0.7273319134430246,0.6503162354813541,0.0,0.4375,0.9031661198214196,0.4675177164037635
google__benzene__gin__seed42,google,benzene,gin,42,saliency,fresh_full_partition,0.42,42,0.09309305555555555,0.09399905649905649,1000,0.1,0.09842660120437897,0.44483405966213585,0.7256817423484091,0.6551166317635185,0.0,0.44,0.9031661198214196,0.45833206015928374
google__benzene__gin__seed42,google,benzene,gin,42,ig,historical_full_partition,0.73,73,0.09540833333333333,0.09631202131202139,1000,0.1,0.10225344392011057,0.7551707536987445,0.43822005487812166,0.41613412916190323,,0.75,0.9031661198214196,0.14799536612267505
google__benzene__gin__seed42,google,benzene,gin,42,gradinput,historical_full_partition,0.8300000000000001,83,0.09833472222222223,0.0992354867354868,1000,0.1,0.10928329122773567,0.8503733407484473,0.3884930443065977,0.3711982206605754,,0.85,0.9031661198214196,0.05279277907297231
google__logic10__gcn__seed123,google,logic10,gcn,123,atom_occlusion,fresh_full_partition,0.61,61,0.09496888723681,0.09965816761382129,192,0.1,0.1109928761714476,0.6349217897381224,0.6878640456765456,0.6321691545437952,0.0,0.6363636363636364,0.9043177969998629,0.2693960072617405
google__logic10__gcn__seed123,google,logic10,gcn,123,saliency,fresh_full_partition,0.86,86,0.09260584314582476,0.09730736727460278,192,0.1,0.0862437042124542,0.883717529966172,0.5116763316401889,0.489394559602964,0.0,0.88,0.9043177969998629,0.02060026703369089
google__logic10__gcn__seed123,google,logic10,gcn,123,ig,historical_full_partition,0.67,67,0.08869928665424986,0.09342105200837286,192,0.1,0.10199807632843347,0.6977497682005145,0.635333738681953,0.594140382505597,,0.6956521739130435,0.9043177969998629,0.20656802879934844
google__logic10__gcn__seed123,google,logic10,gcn,123,gradinput,historical_full_partition,0.81,81,0.08334140031060984,0.08809092673387078,192,0.1,0.0879145408163265,0.8360362351772493,0.5402046877209968,0.5145585950287873,,0.8333333333333334,0.9043177969998629,0.06828156182261358
