cell_id,family,task,model,seed,method,nominal_fraction,risk,mean_atom_fraction,precision,iou,tie_inflation,median_atom_fraction
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,0.2,0.5454233375052608,0.21478501950888526,0.6435104475903376,0.35372111113112964,0.0,0.21428571428571427
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,0.5,0.22740837310405654,0.5087168007244234,0.5007570644380555,0.42938484288355244,0.0,0.5
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,ig,0.2,0.608455432735569,0.21478501950888526,0.5348096385659719,0.28207706126185317,,0.21428571428571427
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,ig,0.5,0.2804851543959134,0.5087168007244234,0.4574141166280229,0.378538091132519,,0.5
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,gradinput,0.2,0.7066649470841255,0.21478501950888526,0.48364840809700815,0.24226734430641514,,0.21428571428571427
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,gradinput,0.5,0.4927720862408779,0.5087168007244234,0.36597573487782853,0.2900059450984537,,0.5
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,0.2,0.45439034466524664,0.21478501950888526,0.7775429739028642,0.46517606358332014,0.0,0.21428571428571427
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,0.5,0.15826357084626672,0.5087168007244234,0.549902956864932,0.49485131158124673,0.0,0.5
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,0.2,0.5728451280063108,0.21478501950888526,0.5978519189812354,0.3269237499434782,0.0,0.21428571428571427
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,0.5,0.24476796286995492,0.5087168007244234,0.4869765956474047,0.41530044373297575,0.0,0.5
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,ig,0.2,0.525771004043988,0.21478501950888526,0.6807359709166222,0.38210274624987356,,0.21428571428571427
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,ig,0.5,0.22973175481731078,0.5087168007244234,0.49732180759831357,0.42217511278541864,,0.5
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,gradinput,0.2,0.7372493281931769,0.21478501950888526,0.4414149921788873,0.21185350899480215,,0.21428571428571427
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,gradinput,0.5,0.5236204325698418,0.5087168007244234,0.345029843224028,0.26549554824864313,,0.5
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,0.2,0.4342104767653413,0.21478501950888526,0.8141836175679726,0.49416444254422653,0.0,0.21428571428571427
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,0.5,0.12624350533430273,0.5087168007244234,0.5729310105038995,0.5258157122706613,0.0,0.5
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,saliency,0.2,0.5469706249428389,0.21478501950888526,0.6441578885113035,0.35891039973691274,0.0,0.21428571428571427
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,saliency,0.5,0.2112285952484479,0.5087168007244234,0.5121018014720522,0.4461646830983865,0.0,0.5
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,ig,0.2,0.5603485757426134,0.21478501950888526,0.6623231460128189,0.3609635570361391,,0.21428571428571427
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,ig,0.5,0.2760610564427851,0.5087168007244234,0.478127610710009,0.399970328154405,,0.5
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,0.2,0.7282834695069376,0.21478501950888526,0.4408542636319739,0.217367889019385,,0.21428571428571427
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,gradinput,0.5,0.5076196001864348,0.5087168007244234,0.3442554255491326,0.2683301795743599,,0.5
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,atom_occlusion,0.2,0.8836284422388867,0.21394583902698536,0.3809013984214823,0.10520343993959384,0.0,0.21212121212121213
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,atom_occlusion,0.5,0.5693822448160343,0.5086626016905199,0.5641264723040462,0.33905829338918636,0.0,0.5
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,saliency,0.2,0.811582526374546,0.21394583902698536,0.5825468239549058,0.17195197075660787,0.0,0.21212121212121213
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,saliency,0.5,0.5277617887072292,0.5086626016905199,0.6063451258614272,0.3685326104001286,0.0,0.5
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,ig,0.2,0.8741273695395494,0.21394583902698536,0.40792697778452147,0.11143239357805802,,0.21212121212121213
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,ig,0.5,0.5467574558266218,0.5086626016905199,0.5850927985971094,0.35158142350049076,,0.5
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,gradinput,0.2,0.8697854017251487,0.21394583902698536,0.4182026753067721,0.11554130655283354,,0.21212121212121213
bxaic__rings-count__gcn__seed123,bxaic,rings-count,gcn,123,gradinput,0.5,0.5540484587450201,0.5086626016905199,0.5781898808758179,0.34598024493472224,,0.5
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,atom_occlusion,0.2,0.8759437479062958,0.21394583902698536,0.4008728315135047,0.11375060573045896,0.0,0.21212121212121213
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,atom_occlusion,0.5,0.5862748131852142,0.5086626016905199,0.5461887098244158,0.3314061267190273,0.0,0.5
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,saliency,0.2,0.724166236757072,0.21394583902698536,0.8062942678899586,0.26012151150608925,0.0,0.21212121212121213
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,saliency,0.5,0.3714403925072366,0.5086626016905199,0.7791017490784418,0.5304691492111476,0.0,0.5
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,ig,0.2,0.85208916319805,0.21394583902698536,0.4662861651626048,0.1312544741067745,,0.21212121212121213
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,ig,0.5,0.545730307837119,0.5086626016905199,0.585936159529537,0.3509554465633339,,0.5
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,gradinput,0.2,0.8450285891789254,0.21394583902698536,0.4845134554564765,0.13909473078665383,,0.21212121212121213
bxaic__rings-count__gcn__seed2026,bxaic,rings-count,gcn,2026,gradinput,0.5,0.5780728039837782,0.5086626016905199,0.5518482546658161,0.33340047621441177,,0.5
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,atom_occlusion,0.2,0.8783958433582767,0.21394583902698536,0.3972686419883922,0.11143105469897704,0.0,0.21212121212121213
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,atom_occlusion,0.5,0.5685030262516267,0.5086626016905199,0.5669617622119016,0.34260677076688767,0.0,0.5
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,saliency,0.2,0.8189544611703173,0.21394583902698536,0.5529887673061789,0.1631310172582536,0.0,0.21212121212121213
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,saliency,0.5,0.5543404093998326,0.5086626016905199,0.5721838130591259,0.34123691166775916,0.0,0.5
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,ig,0.2,0.846805283249323,0.21394583902698536,0.4813623244992837,0.13641297205905537,,0.21212121212121213
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,ig,0.5,0.5518075953761384,0.5086626016905199,0.581109374931619,0.3477603566602049,,0.5
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,gradinput,0.2,0.8117740519634347,0.21394583902698536,0.5718551380711387,0.16814000685159905,,0.21212121212121213
bxaic__rings-count__gcn__seed42,bxaic,rings-count,gcn,42,gradinput,0.5,0.5377069918172457,0.5086626016905199,0.5936873987376469,0.358978024657612,,0.5
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,atom_occlusion,0.2,0.8984060290857486,0.21394583902698536,0.34209905885546965,0.09684990107514108,0.0,0.21212121212121213
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,atom_occlusion,0.5,0.5859662558502993,0.5086626016905199,0.5434546042733263,0.3279258173508409,0.0,0.5
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,saliency,0.2,0.7293450422802743,0.21394583902698536,0.8005783514708539,0.2557927622830838,0.0,0.21212121212121213
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,saliency,0.5,0.38365292419457414,0.5086626016905199,0.7698718675275263,0.5210371573688201,0.0,0.5
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,ig,0.2,0.8723311850319148,0.21394583902698536,0.42076137791781887,0.11858147990983696,,0.21212121212121213
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,ig,0.5,0.5715170048337558,0.5086626016905199,0.5646868659297076,0.34012555440749975,,0.5
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,gradinput,0.2,0.8343202563339817,0.21394583902698536,0.512413843422173,0.15159855389496615,,0.21212121212121213
bxaic__rings-count__gin__seed123,bxaic,rings-count,gin,123,gradinput,0.5,0.5462757747257313,0.5086626016905199,0.5848973246546286,0.35618969384484966,,0.5
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,atom_occlusion,0.2,0.8964742727212204,0.21394583902698536,0.3450604343890831,0.09808756968243869,0.0,0.21212121212121213
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,atom_occlusion,0.5,0.5906297456424706,0.5086626016905199,0.5389644257051799,0.324723663345015,0.0,0.5
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,saliency,0.2,0.7118843920599066,0.21394583902698536,0.8372639959151288,0.27208695148923645,0.0,0.21212121212121213
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,saliency,0.5,0.3444473339067249,0.5086626016905199,0.8062530739940256,0.5584046848701238,0.0,0.5
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,ig,0.2,0.901486103870923,0.21394583902698536,0.3362587524504838,0.09357713264707689,,0.21212121212121213
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,ig,0.5,0.5885741740923045,0.5086626016905199,0.5474497255956389,0.32988422229997927,,0.5
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,gradinput,0.2,0.8840422056644808,0.21394583902698536,0.38018245159326075,0.10759155923026327,,0.21212121212121213
bxaic__rings-count__gin__seed2026,bxaic,rings-count,gin,2026,gradinput,0.5,0.5815783582870827,0.5086626016905199,0.5533218737722961,0.3334815782318799,,0.5
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,atom_occlusion,0.2,0.895304114728594,0.21394583902698536,0.34971656836256876,0.09962661245504296,0.0,0.21212121212121213
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,atom_occlusion,0.5,0.5761001290556335,0.5086626016905199,0.5546063969353244,0.33624712869821904,0.0,0.5
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,saliency,0.2,0.7383466342089147,0.21394583902698536,0.7776777535073817,0.24535019946750292,0.0,0.21212121212121213
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,saliency,0.5,0.3911090202414274,0.5086626016905199,0.7600978898713163,0.5112202391349111,0.0,0.5
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,ig,0.2,0.8970288044289497,0.21394583902698536,0.34591088887717814,0.09829494152306303,,0.21212121212121213
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,ig,0.5,0.5906673219900079,0.5086626016905199,0.544775520668524,0.32951753522753074,,0.5
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,gradinput,0.2,0.8475906946825241,0.21394583902698536,0.4797460458942352,0.13955795590171155,,0.21212121212121213
bxaic__rings-count__gin__seed42,bxaic,rings-count,gin,42,gradinput,0.5,0.5454297701949441,0.5086626016905199,0.587808813734388,0.3591888669700678,,0.5
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,atom_occlusion,0.2,0.5988522397791669,0.20993898151219326,0.5048258892833293,0.3003419339691498,0.0,0.20689655172413793
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,atom_occlusion,0.5,0.2657331125823763,0.5059691832367309,0.386426745646342,0.34461389165275497,0.0,0.5
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,saliency,0.2,0.7852117362066459,0.20993898151219326,0.2587015801727621,0.1505863362396638,0.0,0.20689655172413793
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,saliency,0.5,0.4238680213971426,0.5059691832367309,0.3004292989389495,0.25641944641729014,0.0,0.5
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,ig,0.2,0.6317239733397318,0.20993898151219326,0.46462657561755766,0.2703894240177082,,0.20689655172413793
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,ig,0.5,0.34281430785465133,0.5059691832367309,0.34677980115072154,0.29404284620363086,,0.5
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,gradinput,0.2,0.6648283969271137,0.20993898151219326,0.4269231781717399,0.24387317601790467,,0.20689655172413793
bxaic__rings-max__gcn__seed123,bxaic,rings-max,gcn,123,gradinput,0.5,0.335609520001208,0.5059691832367309,0.3475182722710271,0.29414364872309995,,0.5
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,atom_occlusion,0.2,0.6178413781702498,0.20993898151219326,0.48295967029662074,0.2839017608960475,0.0,0.20689655172413793
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,atom_occlusion,0.5,0.2703187503248684,0.5059691832367309,0.3809203548789902,0.33911918735735447,0.0,0.5
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,saliency,0.2,0.859666657894097,0.20993898151219326,0.185079083985785,0.09367300740208202,0.0,0.20689655172413793
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,saliency,0.5,0.5594546287080898,0.5059691832367309,0.2372865148612773,0.1877126534882362,0.0,0.5
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,ig,0.2,0.8031180932438998,0.20993898151219326,0.24783585603512506,0.12971594087075633,,0.20689655172413793
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,ig,0.5,0.4335177223908283,0.5059691832367309,0.29560832847569435,0.24154426120347494,,0.5
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,gradinput,0.2,0.6837107972752371,0.20993898151219326,0.400547750184252,0.22616815350175928,,0.20689655172413793
bxaic__rings-max__gcn__seed2026,bxaic,rings-max,gcn,2026,gradinput,0.5,0.3778433865909635,0.5059691832367309,0.323605477255675,0.2699225853032739,,0.5
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,atom_occlusion,0.2,0.614007026832846,0.20993898151219326,0.4832732951153379,0.2925213937158639,0.0,0.20689655172413793
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,atom_occlusion,0.5,0.23600248326053322,0.5059691832367309,0.39980686580545144,0.364684893458443,0.0,0.5
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,saliency,0.2,0.8508324830609428,0.20993898151219326,0.19804137720211493,0.09895116935149788,0.0,0.20689655172413793
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,saliency,0.5,0.5173422727383915,0.5059691832367309,0.26220981241417335,0.211592132435221,0.0,0.5
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,ig,0.2,0.6351818929003887,0.20993898151219326,0.46397824114095776,0.27096811243013186,,0.20689655172413793
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,ig,0.5,0.32985707320756863,0.5059691832367309,0.3548882350087537,0.3008326695858742,,0.5
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,gradinput,0.2,0.6808112118522407,0.20993898151219326,0.4070471160480051,0.23252462284535674,,0.20689655172413793
bxaic__rings-max__gcn__seed42,bxaic,rings-max,gcn,42,gradinput,0.5,0.35899024069504953,0.5059691832367309,0.3364957233116946,0.28105732560165286,,0.5
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,atom_occlusion,0.2,0.5623001498613123,0.20993898151219326,0.5463920578828894,0.3315099304745416,0.0,0.20689655172413793
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,atom_occlusion,0.5,0.24627808386780262,0.5059691832367309,0.39764024908650664,0.3543146867080568,0.0,0.5
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,saliency,0.2,0.7068489012922017,0.20993898151219326,0.3785977514557773,0.2113560204900158,0.0,0.20689655172413793
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,saliency,0.5,0.3233541341675964,0.5059691832367309,0.36107403342895866,0.3153043321012106,0.0,0.5
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,ig,0.2,0.622984195382829,0.20993898151219326,0.47160647884095735,0.2714151862977087,,0.20689655172413793
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,ig,0.5,0.3245252577972558,0.5059691832367309,0.35852461278946807,0.30638562946913206,,0.5
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,gradinput,0.2,0.7592339659966051,0.20993898151219326,0.3111584207871103,0.1642568633686188,,0.20689655172413793
bxaic__rings-max__gin__seed123,bxaic,rings-max,gin,123,gradinput,0.5,0.45194568169871036,0.5059691832367309,0.2910110292278346,0.23890294370172835,,0.5
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,atom_occlusion,0.2,0.6296478104936168,0.20993898151219326,0.47818387487700104,0.2816181169264001,0.0,0.20689655172413793
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,atom_occlusion,0.5,0.31424502868205134,0.5059691832367309,0.36558573232458896,0.32059136653114095,0.0,0.5
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,saliency,0.2,0.6722239147810294,0.20993898151219326,0.4170698093542593,0.23998923298555744,0.0,0.20689655172413793
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,saliency,0.5,0.3100863357580929,0.5059691832367309,0.367724785798882,0.3218762874896773,0.0,0.5
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,ig,0.2,0.7721155817178993,0.20993898151219326,0.28911783911749606,0.15415317468025913,,0.20689655172413793
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,ig,0.5,0.5439234620237438,0.5059691832367309,0.24100631263969877,0.19264648974725096,,0.5
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,gradinput,0.2,0.7695448452636559,0.20993898151219326,0.29220059579045715,0.15770584676368452,,0.20689655172413793
bxaic__rings-max__gin__seed2026,bxaic,rings-max,gin,2026,gradinput,0.5,0.5093311937990761,0.5059691832367309,0.25922633724768973,0.2098055432571068,,0.5
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,atom_occlusion,0.2,0.6217695451662728,0.20993898151219326,0.4672125203410867,0.2794682691561385,0.0,0.20689655172413793
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,atom_occlusion,0.5,0.31354543381823047,0.5059691832367309,0.35895442302155245,0.31005415535908665,0.0,0.5
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,saliency,0.2,0.6652358643254322,0.20993898151219326,0.42823015591500996,0.2424452901470969,0.0,0.20689655172413793
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,saliency,0.5,0.31864580405201487,0.5059691832367309,0.3617504602175937,0.3141496488287929,0.0,0.5
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,ig,0.2,0.8531747384748546,0.20993898151219326,0.1870124080802722,0.09157507787440074,,0.20689655172413793
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,ig,0.5,0.6285685588856235,0.5059691832367309,0.1956716156052828,0.1477697989806213,,0.5
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,gradinput,0.2,0.7443476658889828,0.20993898151219326,0.3250810607491616,0.17756827710773698,,0.20689655172413793
bxaic__rings-max__gin__seed42,bxaic,rings-max,gin,42,gradinput,0.5,0.5290862458201544,0.5059691832367309,0.2505917853450921,0.20257352002262152,,0.5
bxaic__X__gcn__seed123,bxaic,X,gcn,123,atom_occlusion,0.2,0.001392826206787936,0.2141407961866603,0.2852005582638744,0.2838077320570864,0.0,0.21212121212121213
bxaic__X__gcn__seed123,bxaic,X,gcn,123,atom_occlusion,0.5,8.858965272856131e-05,0.5087568602176267,0.1212631707134664,0.12117458106073785,0.0,0.5
bxaic__X__gcn__seed123,bxaic,X,gcn,123,saliency,0.2,0.04800673281360738,0.2141407961866603,0.2525675945270836,0.24664400693269514,0.0,0.21212121212121213
bxaic__X__gcn__seed123,bxaic,X,gcn,123,saliency,0.5,0.0009045987873060871,0.5087568602176267,0.1206533849956013,0.12044346575923023,0.0,0.5
bxaic__X__gcn__seed123,bxaic,X,gcn,123,ig,0.2,0.001392826206787936,0.2141407961866603,0.2852005582638744,0.2838077320570864,,0.21212121212121213
bxaic__X__gcn__seed123,bxaic,X,gcn,123,ig,0.5,8.858965272856131e-05,0.5087568602176267,0.1212631707134664,0.12117458106073785,,0.5
bxaic__X__gcn__seed123,bxaic,X,gcn,123,gradinput,0.2,0.001392826206787936,0.2141407961866603,0.2852005582638744,0.2838077320570864,,0.21212121212121213
bxaic__X__gcn__seed123,bxaic,X,gcn,123,gradinput,0.5,8.858965272856131e-05,0.5087568602176267,0.1212631707134664,0.12117458106073785,,0.5
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,atom_occlusion,0.2,0.001392826206787936,0.2141407961866603,0.2852005582638744,0.2838077320570864,0.0,0.21212121212121213
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,atom_occlusion,0.5,8.858965272856131e-05,0.5087568602176267,0.1212631707134664,0.12117458106073785,0.0,0.5
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,saliency,0.2,0.0624873443353245,0.2141407961866603,0.2459242014999202,0.23930981718355146,0.0,0.21212121212121213
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,saliency,0.5,0.001472556894243641,0.5087568602176267,0.12041037367471447,0.12017180354832957,0.0,0.5
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,ig,0.2,0.001392826206787936,0.2141407961866603,0.2852005582638744,0.2838077320570864,,0.21212121212121213
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,ig,0.5,8.858965272856131e-05,0.5087568602176267,0.1212631707134664,0.12117458106073785,,0.5
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,gradinput,0.2,0.001392826206787936,0.2141407961866603,0.2852005582638744,0.2838077320570864,,0.21212121212121213
bxaic__X__gcn__seed2026,bxaic,X,gcn,2026,gradinput,0.5,8.858965272856131e-05,0.5087568602176267,0.1212631707134664,0.12117458106073785,,0.5
bxaic__X__gcn__seed42,bxaic,X,gcn,42,atom_occlusion,0.2,0.001392826206787936,0.2141407961866603,0.2852005582638744,0.2838077320570864,0.0,0.21212121212121213
bxaic__X__gcn__seed42,bxaic,X,gcn,42,atom_occlusion,0.5,8.858965272856131e-05,0.5087568602176267,0.1212631707134664,0.12117458106073785,0.0,0.5
bxaic__X__gcn__seed42,bxaic,X,gcn,42,saliency,0.2,0.08688620026323782,0.2141407961866603,0.2328377968029556,0.2264245677373523,0.0,0.21212121212121213
bxaic__X__gcn__seed42,bxaic,X,gcn,42,saliency,0.5,0.00193322308843216,0.5087568602176267,0.12015033172438193,0.11991533311113624,0.0,0.5
bxaic__X__gcn__seed42,bxaic,X,gcn,42,ig,0.2,0.001392826206787936,0.2141407961866603,0.2852005582638744,0.2838077320570864,,0.21212121212121213
bxaic__X__gcn__seed42,bxaic,X,gcn,42,ig,0.5,8.858965272856131e-05,0.5087568602176267,0.1212631707134664,0.12117458106073785,,0.5
bxaic__X__gcn__seed42,bxaic,X,gcn,42,gradinput,0.2,0.001392826206787936,0.2141407961866603,0.2852005582638744,0.2838077320570864,,0.21212121212121213
bxaic__X__gcn__seed42,bxaic,X,gcn,42,gradinput,0.5,8.858965272856131e-05,0.5087568602176267,0.1212631707134664,0.12117458106073785,,0.5
bxaic__X__gin__seed123,bxaic,X,gin,123,atom_occlusion,0.2,0.0014223560910307897,0.2141407961866603,0.28511196861114585,0.2837713875841722,0.0,0.21212121212121213
bxaic__X__gin__seed123,bxaic,X,gin,123,atom_occlusion,0.5,0.00011811953697141509,0.5087568602176267,0.12122379753447592,0.12112687894003783,0.0,0.5
bxaic__X__gin__seed123,bxaic,X,gin,123,saliency,0.2,0.14846107117545815,0.2141407961866603,0.20876130238627688,0.20241530125377688,0.0,0.21212121212121213
bxaic__X__gin__seed123,bxaic,X,gin,123,saliency,0.5,0.003698125836680054,0.5087568602176267,0.11950202258319123,0.11923807357035852,0.0,0.5
bxaic__X__gin__seed123,bxaic,X,gin,123,ig,0.2,0.001392826206787936,0.2141407961866603,0.2852005582638744,0.2838077320570864,,0.21212121212121213
bxaic__X__gin__seed123,bxaic,X,gin,123,ig,0.5,8.858965272856131e-05,0.5087568602176267,0.1212631707134664,0.12117458106073785,,0.5
bxaic__X__gin__seed123,bxaic,X,gin,123,gradinput,0.2,0.003188243168753445,0.2141407961866603,0.28358682039925065,0.28208059176687034,,0.21212121212121213
bxaic__X__gin__seed123,bxaic,X,gin,123,gradinput,0.5,0.0002657689581856839,0.5087568602176267,0.12107417945431213,0.12094424796364357,,0.5
bxaic__X__gin__seed2026,bxaic,X,gin,2026,atom_occlusion,0.2,0.0014814158595164973,0.2141407961866603,0.2849347893056887,0.2837132364275093,0.0,0.21212121212121213
bxaic__X__gin__seed2026,bxaic,X,gin,2026,atom_occlusion,0.5,0.00017717930545712261,0.5087568602176267,0.12114505117649498,0.12105055554691785,0.0,0.5
bxaic__X__gin__seed2026,bxaic,X,gin,2026,saliency,0.2,0.14853573959704364,0.2141407961866603,0.2118321291105409,0.2047742930573115,0.0,0.21212121212121213
bxaic__X__gin__seed2026,bxaic,X,gin,2026,saliency,0.5,0.0033614851563115206,0.5087568602176267,0.11980838583280823,0.11948212246502347,0.0,0.5
bxaic__X__gin__seed2026,bxaic,X,gin,2026,ig,0.2,0.001392826206787936,0.2141407961866603,0.2852005582638744,0.2838077320570864,,0.21212121212121213
bxaic__X__gin__seed2026,bxaic,X,gin,2026,ig,0.5,8.858965272856131e-05,0.5087568602176267,0.1212631707134664,0.12117458106073785,,0.5
bxaic__X__gin__seed2026,bxaic,X,gin,2026,gradinput,0.2,0.003038062614604075,0.2141407961866603,0.28320518180003584,0.2817243987237531,,0.21212121212121213
bxaic__X__gin__seed2026,bxaic,X,gin,2026,gradinput,0.5,0.00023623907394283017,0.5087568602176267,0.12106630481851405,0.12099219059923787,,0.5
bxaic__X__gin__seed42,bxaic,X,gin,42,atom_occlusion,0.2,0.001392826206787936,0.2141407961866603,0.2852005582638744,0.2838077320570864,0.0,0.21212121212121213
bxaic__X__gin__seed42,bxaic,X,gin,42,atom_occlusion,0.5,0.00011811953697141509,0.5087568602176267,0.12122379753447592,0.12112687894003783,0.0,0.5
bxaic__X__gin__seed42,bxaic,X,gin,42,saliency,0.2,0.19294109209949042,0.2141407961866603,0.1931104253870654,0.18671951532854372,0.0,0.21212121212121213
bxaic__X__gin__seed42,bxaic,X,gin,42,saliency,0.5,0.005441373336483188,0.5087568602176267,0.11912158057160528,0.11877750061595392,0.0,0.5
