cell_id,family,task,model,seed,method,policy,alpha,n_calibration,n_test,fraction,index,empirical_risk,corrected_risk,risk,mean_atom_fraction,precision,iou,tie_inflation,median_atom_fraction
bxaic__P__gin__seed123,bxaic,P,gin,123,atom_occlusion,include_all_exact_ties_v2,0.05,657,638,0.03,3,0.04581498574246359,0.04726511494346286,0.0565449847650659,0.04750363645943626,0.8236677115987461,0.7671227268336801,0.001971595158118545,0.044444444444444446
bxaic__P__gin__seed123,bxaic,P,gin,123,atom_occlusion,include_all_exact_ties_v2,0.1,657,638,0.01,1,0.09366823524760673,0.09504563914540669,0.10742166202474143,0.0362748429329363,0.9929467084639498,0.8855250464392079,0.0015198554718407681,0.03225806451612903
bxaic__P__gin__seed123,bxaic,P,gin,123,atom_occlusion,include_all_exact_ties_v2,0.2,657,638,0.01,1,0.09366823524760673,0.09504563914540669,0.10742166202474143,0.0362748429329363,0.9929467084639498,0.8855250464392079,0.0015198554718407681,0.03225806451612903
bxaic__P__gin__seed123,bxaic,P,gin,123,saliency,index_tiebreak_v1,0.05,657,638,0.06,6,0.04815539610060158,0.04960196844695324,0.057321988356471114,0.07726566208164797,0.4958541623365911,0.47823212919731667,0.0,0.07407407407407407
bxaic__P__gin__seed123,bxaic,P,gin,123,saliency,index_tiebreak_v1,0.1,657,638,0.04,4,0.09403024527923803,0.09540709900981668,0.10573680883011512,0.056013472476178945,0.6310874470357228,0.59734645847729,0.0,0.05405405405405406
bxaic__P__gin__seed123,bxaic,P,gin,123,saliency,index_tiebreak_v1,0.2,657,638,0.01,1,0.17462786415244114,0.17588222910053772,0.19073855104880375,0.03475498746109554,0.8832288401253918,0.8022081574151461,0.0,0.03125
bxaic__P__gin__seed123,bxaic,P,gin,123,saliency,include_all_exact_ties_v2,0.05,657,638,0.06,6,0.0423207943755889,0.043776233897814446,0.04437229437229437,0.08612843360113477,0.47079352809100367,0.4587320263743296,0.008862771519486857,0.07894736842105263
bxaic__P__gin__seed123,bxaic,P,gin,123,saliency,include_all_exact_ties_v2,0.1,657,638,0.04,4,0.08654673437106959,0.08793496121852996,0.0921351299140346,0.061655926287345404,0.6099371665841715,0.5861405946638674,0.0056424538111664625,0.05714285714285714
bxaic__P__gin__seed123,bxaic,P,gin,123,saliency,include_all_exact_ties_v2,0.2,657,638,0.01,1,0.1535692096127229,0.1548555785950744,0.169536707529977,0.036413952027222946,0.8827063740856844,0.8228875348942652,0.0016589645661273982,0.03225806451612903
bxaic__P__gin__seed2026,bxaic,P,gin,2026,atom_occlusion,index_tiebreak_v1,0.05,657,638,0.04,4,0.0341657819901172,0.035633615148186935,0.04238780151559056,0.056013472476178945,0.7105022850712505,0.6681144835556599,0.0,0.05405405405405406
bxaic__P__gin__seed2026,bxaic,P,gin,2026,atom_occlusion,index_tiebreak_v1,0.1,657,638,0.02,2,0.09194353263652216,0.09332355766291041,0.10976490624748045,0.036545738257585794,0.9612068965517243,0.851441990304244,0.0,0.03333333333333333
bxaic__P__gin__seed2026,bxaic,P,gin,2026,atom_occlusion,index_tiebreak_v1,0.2,657,638,0.01,1,0.11390814247381531,0.11525478663418944,0.12610950193699594,0.03475498746109554,0.9929467084639498,0.8668372065269537,0.0,0.03125
bxaic__P__gin__seed2026,bxaic,P,gin,2026,atom_occlusion,include_all_exact_ties_v2,0.05,657,638,0.03,3,0.04649061506434593,0.04793971747306272,0.06254401447099216,0.04710734079936282,0.8224660397074188,0.7599220252364264,0.0015752994980450861,0.043478260869565216
bxaic__P__gin__seed2026,bxaic,P,gin,2026,atom_occlusion,include_all_exact_ties_v2,0.1,657,638,0.01,1,0.09327948143419539,0.09465747614326192,0.10711961758199996,0.03601822774527028,0.9929467084639498,0.8858270908819497,0.0012632402841747461,0.03225806451612903
bxaic__P__gin__seed2026,bxaic,P,gin,2026,atom_occlusion,include_all_exact_ties_v2,0.2,657,638,0.01,1,0.09327948143419539,0.09465747614326192,0.10711961758199996,0.03601822774527028,0.9929467084639498,0.8858270908819497,0.0012632402841747461,0.03225806451612903
bxaic__P__gin__seed2026,bxaic,P,gin,2026,saliency,index_tiebreak_v1,0.05,657,638,0.04,4,0.039166869182985224,0.04062710190459162,0.05283712230973892,0.056013472476178945,0.7034489935352003,0.6615836580593172,0.0,0.05405405405405406
bxaic__P__gin__seed2026,bxaic,P,gin,2026,saliency,index_tiebreak_v1,0.1,657,638,0.02,2,0.09803181269740495,0.09940258501853351,0.1212591591210437,0.036545738257585794,0.9486677115987463,0.8399477374306806,0.0,0.03333333333333333
bxaic__P__gin__seed2026,bxaic,P,gin,2026,saliency,index_tiebreak_v1,0.2,657,638,0.01,1,0.12227952755752916,0.12361344924817122,0.1376037548105592,0.03475498746109554,0.9804075235109718,0.8553429536533904,0.0,0.03125
bxaic__P__gin__seed2026,bxaic,P,gin,2026,saliency,include_all_exact_ties_v2,0.05,657,638,0.03,3,0.045070578390481696,0.046521838909645084,0.06280557677616501,0.048658112394362275,0.8096208389311834,0.7593544471079964,0.003126071093044566,0.045454545454545456
bxaic__P__gin__seed2026,bxaic,P,gin,2026,saliency,include_all_exact_ties_v2,0.1,657,638,0.01,1,0.08581659036937038,0.0872059268581707,0.09772717294384264,0.03759861647398319,0.980146290491118,0.8949583025002534,0.0028436290128876175,0.03333333333333333
bxaic__P__gin__seed2026,bxaic,P,gin,2026,saliency,include_all_exact_ties_v2,0.2,657,638,0.01,1,0.08581659036937038,0.0872059268581707,0.09772717294384264,0.03759861647398319,0.980146290491118,0.8949583025002534,0.0028436290128876175,0.03333333333333333
bxaic__P__gin__seed42,bxaic,P,gin,42,atom_occlusion,index_tiebreak_v1,0.05,657,638,0.04,4,0.0341657819901172,0.035633615148186935,0.04238780151559056,0.056013472476178945,0.7105022850712505,0.6681144835556599,0.0,0.05405405405405406
bxaic__P__gin__seed42,bxaic,P,gin,42,atom_occlusion,index_tiebreak_v1,0.1,657,638,0.02,2,0.09346560265174286,0.09484331450181618,0.11289970248572498,0.036545738257585794,0.9580721003134798,0.8483071940659994,0.0,0.03333333333333333
bxaic__P__gin__seed42,bxaic,P,gin,42,atom_occlusion,index_tiebreak_v1,0.2,657,638,0.01,1,0.11543021248903601,0.11677454347309521,0.12924429817524047,0.03475498746109554,0.9898119122257053,0.8637024102887092,0.0,0.03125
bxaic__P__gin__seed42,bxaic,P,gin,42,atom_occlusion,include_all_exact_ties_v2,0.05,657,638,0.03,3,0.04688512460470559,0.048333627454850404,0.05509217793700553,0.04749996077999056,0.8240595611285266,0.7689673831915209,0.001967919478672816,0.044444444444444446
bxaic__P__gin__seed42,bxaic,P,gin,42,atom_occlusion,include_all_exact_ties_v2,0.1,657,638,0.01,1,0.09599513805799059,0.09736900562933098,0.10729358999228071,0.036384454785030544,0.9898119122257053,0.8856531184716686,0.0016294673239350102,0.03225806451612903
bxaic__P__gin__seed42,bxaic,P,gin,42,atom_occlusion,include_all_exact_ties_v2,0.2,657,638,0.01,1,0.09599513805799059,0.09736900562933098,0.10729358999228071,0.036384454785030544,0.9898119122257053,0.8856531184716686,0.0016294673239350102,0.03225806451612903
bxaic__P__gin__seed42,bxaic,P,gin,42,saliency,index_tiebreak_v1,0.05,657,638,0.04,4,0.04503771067026506,0.04648902114037103,0.05688623411747143,0.056013472476178945,0.6903873425425148,0.6535899276517937,0.0,0.05405405405405406
bxaic__P__gin__seed42,bxaic,P,gin,42,saliency,index_tiebreak_v1,0.1,657,638,0.03,3,0.07038085470801024,0.07179364976164548,0.08514780520358611,0.04553204130131772,0.8057471264367815,0.7434572104703949,0.0,0.043478260869565216
bxaic__P__gin__seed42,bxaic,P,gin,42,saliency,index_tiebreak_v1,0.2,657,638,0.01,1,0.12354791923687976,0.12487991328059271,0.13917115292968144,0.03475498746109554,0.969435736677116,0.8537755555342682,0.0,0.03125
bxaic__P__gin__seed42,bxaic,P,gin,42,saliency,include_all_exact_ties_v2,0.05,657,638,0.04,4,0.03494493687886114,0.03641158591096012,0.04567187376518003,0.059278734071106294,0.6806234474337918,0.6529505287365326,0.0032652615949274088,0.05555555555555555
bxaic__P__gin__seed42,bxaic,P,gin,42,saliency,include_all_exact_ties_v2,0.1,657,638,0.01,1,0.09759800142555987,0.09896943303433552,0.10806737057889548,0.03676141775406619,0.9691745036572622,0.8846181048652002,0.002006430292970642,0.03333333333333333
bxaic__P__gin__seed42,bxaic,P,gin,42,saliency,include_all_exact_ties_v2,0.2,657,638,0.01,1,0.09759800142555987,0.09896943303433552,0.10806737057889548,0.03676141775406619,0.9691745036572622,0.8846181048652002,0.002006430292970642,0.03333333333333333
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,atom_occlusion,index_tiebreak_v1,0.05,1625,1644,0.89,89,0.04791364715568098,0.04849918611807005,0.04753362896063792,0.9091218677307291,0.3572354834054299,0.35003197108616135,0.0,0.9090909090909091
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,atom_occlusion,index_tiebreak_v1,0.1,1625,1644,0.81,81,0.09581566773572013,0.0963717466608522,0.09641597394536627,0.8288222076854068,0.3699986088545349,0.35431531068797506,0.0,0.8260869565217391
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,atom_occlusion,index_tiebreak_v1,0.2,1625,1644,0.67,67,0.19317607703085196,0.19367227870549486,0.1885872705098547,0.6909636668174082,0.39528181888022895,0.36005564031102455,0.0,0.6896551724137931
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,atom_occlusion,include_all_exact_ties_v2,0.05,1625,1644,0.89,89,0.0476393880814219,0.04822509571482837,0.04722427132079623,0.910142417506727,0.3570113672373851,0.34992317151758867,0.00102054977599798,0.9090909090909091
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,atom_occlusion,include_all_exact_ties_v2,0.1,1625,1644,0.81,81,0.095670368590421,0.09622653687542101,0.09614609142183413,0.8294893032227912,0.36985316877058755,0.35422719850270634,0.0006670955373845381,0.8275862068965517
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,atom_occlusion,include_all_exact_ties_v2,0.2,1625,1644,0.67,67,0.1929171803719553,0.19341354126963567,0.18836853817433405,0.6921077931722062,0.39484139276008584,0.35971710970611276,0.0011441263547976898,0.6896551724137931
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,saliency,index_tiebreak_v1,0.05,1625,1644,0.92,92,0.044043237049262295,0.04463115633766999,0.04436612414673663,0.9380635432447645,0.3472997818364733,0.3406571635976509,0.0,0.9375
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,saliency,index_tiebreak_v1,0.1,1625,1644,0.85,85,0.09265046334417612,0.09320848888947508,0.09168589614165729,0.8667805796968743,0.3549005442517099,0.34043438503522244,0.0,0.8648648648648649
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,saliency,index_tiebreak_v1,0.2,1625,1644,0.71,71,0.19601904194259517,0.1965134951763329,0.204005145747317,0.7294184524174623,0.3640788322579816,0.3295257489437463,0.0,0.7272727272727273
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,saliency,include_all_exact_ties_v2,0.05,1625,1644,0.91,91,0.04796372191047113,0.048549230076577986,0.04586636287660719,0.9367260391875064,0.3473603028120751,0.3406741797179095,0.007583232003025426,0.9318181818181818
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,saliency,include_all_exact_ties_v2,0.1,1625,1644,0.84,84,0.09783482455201913,0.09838966168329112,0.09581153826947736,0.8651154355655846,0.3539890082131225,0.33901422116277563,0.007744064029113147,0.8611111111111112
bxaic__PAINS__gcn__seed123,bxaic,PAINS,gcn,123,saliency,include_all_exact_ties_v2,0.2,1625,1644,0.71,71,0.1937591300895659,0.19425497318299192,0.20191767711703718,0.7347670802830878,0.36270144531828014,0.32881285563089013,0.005348627865626719,0.7307692307692307
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,index_tiebreak_v1,0.05,1625,1644,0.89,89,0.04888400631413254,0.049468948499671414,0.05247257571650693,0.9091218677307291,0.3552409632480955,0.3473880696863142,0.0,0.9090909090909091
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,index_tiebreak_v1,0.1,1625,1644,0.81,81,0.09572506853928621,0.09628120318348127,0.09861865755539098,0.8288222076854068,0.3686365915415233,0.35266626466664674,0.0,0.8260869565217391
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,index_tiebreak_v1,0.2,1625,1644,0.66,66,0.19766703345872197,0.19816047316754204,0.1960376796636149,0.6786990675017398,0.3967350914696989,0.3592388762660051,0.0,0.6785714285714286
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,include_all_exact_ties_v2,0.05,1625,1644,0.89,89,0.048293770908512515,0.04887907609245584,0.052127887963060046,0.9103070486870496,0.35491871591943197,0.3471654435485702,0.0011851809563200996,0.9090909090909091
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,include_all_exact_ties_v2,0.1,1625,1644,0.81,81,0.09541859353281121,0.09597491666102011,0.098563360054838,0.8298371948574023,0.3682160909747267,0.35227919735863944,0.001014987171995531,0.8275862068965517
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,atom_occlusion,include_all_exact_ties_v2,0.2,1625,1644,0.66,66,0.19745132156880194,0.19794489394176093,0.19573008731678898,0.6800169589497006,0.39615221547438545,0.35882460126633187,0.0013178914479603726,0.6785714285714286
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,index_tiebreak_v1,0.05,1625,1644,0.91,91,0.04411514226822634,0.044703017334482155,0.04189967285490566,0.9291428071844801,0.3514547406069206,0.34516233915543426,0.0,0.926829268292683
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,index_tiebreak_v1,0.1,1625,1644,0.8300000000000001,83,0.09457655760661236,0.09513339859209423,0.09533576479048078,0.8488238590750934,0.3603319569077057,0.34509664039985677,0.0,0.8484848484848485
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,index_tiebreak_v1,0.2,1625,1644,0.6900000000000001,69,0.19599360300200977,0.19648807188085232,0.20158997116848376,0.7087151266394004,0.37482977187624816,0.34081456671233606,0.0,0.7083333333333334
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,include_all_exact_ties_v2,0.05,1625,1644,0.9,90,0.049071756989713645,0.04965658370743229,0.04731035309450931,0.9222028298860154,0.3518020463204837,0.34462058070275325,0.006465810676443628,0.9166666666666666
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,include_all_exact_ties_v2,0.1,1625,1644,0.8200000000000001,82,0.09889257700569917,0.0994467636127069,0.09982733707702521,0.8454185141077115,0.36016656045695034,0.34457385574005583,0.0073214298341165,0.8404545454545455
bxaic__PAINS__gcn__seed2026,bxaic,PAINS,gcn,2026,saliency,include_all_exact_ties_v2,0.2,1625,1644,0.6900000000000001,69,0.19369045630615053,0.19418634163437556,0.19979298735732232,0.7139873845819886,0.37324224504669834,0.339902072892502,0.005272257942588287,0.7096774193548387
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,index_tiebreak_v1,0.05,1625,1644,0.89,89,0.04371789550098672,0.044306014876447544,0.0421502425899221,0.9091218677307291,0.35922000958016637,0.35262729381358376,0.0,0.9090909090909091
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,index_tiebreak_v1,0.1,1625,1644,0.79,79,0.09712511682966554,0.09768039043555155,0.09816344683692353,0.80859924084667,0.3778026367103884,0.3608810106723533,0.0,0.8076923076923077
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,index_tiebreak_v1,0.2,1625,1644,0.64,64,0.19540315373811445,0.1958979857468856,0.1925303908804638,0.6571995997874026,0.41032647283343365,0.36955256196730485,0.0,0.6551724137931034
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,include_all_exact_ties_v2,0.05,1625,1644,0.88,88,0.049351823314504904,0.04993647778971143,0.04900751035082766,0.8981436663294151,0.3608049838104917,0.3530562476353009,0.0006340052734194959,0.896551724137931
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,include_all_exact_ties_v2,0.1,1625,1644,0.79,79,0.0967050924096411,0.09726062433312863,0.09816344683692353,0.8092041535968383,0.3775367982707534,0.3606357160879429,0.0006049127501682528,0.8076923076923077
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,atom_occlusion,include_all_exact_ties_v2,0.2,1625,1644,0.64,64,0.19514720968217042,0.19564219909811,0.19206979781038175,0.6584148878575217,0.40984936511959835,0.3692618664797187,0.0012152880701189052,0.6551724137931034
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,index_tiebreak_v1,0.05,1625,1644,0.91,91,0.04332763044687312,0.04391598983774234,0.04075648539792018,0.9291428071844801,0.3517385597524008,0.34539032161266703,0.0,0.926829268292683
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,index_tiebreak_v1,0.1,1625,1644,0.8200000000000001,82,0.09738632510618699,0.09794143806737649,0.09383942973236874,0.8380970842735934,0.3650826927366623,0.3493592339823509,0.0,0.8365491651205936
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,index_tiebreak_v1,0.2,1625,1644,0.67,67,0.19189106464438688,0.19238805660955044,0.1936517187105102,0.6909636668174082,0.3865683029934378,0.3497994298423164,0.0,0.6896551724137931
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,include_all_exact_ties_v2,0.05,1625,1644,0.9,90,0.04909338732501389,0.049678200739943355,0.04634907040431788,0.9224931353763964,0.3519996656313181,0.3448921325765088,0.00675611616682361,0.9166666666666666
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,include_all_exact_ties_v2,0.1,1625,1644,0.8200000000000001,82,0.09512773812411822,0.09568424013019221,0.09125761784698884,0.8451604309714628,0.3633927261286075,0.3482953650099598,0.007063346697868194,0.84
bxaic__PAINS__gcn__seed42,bxaic,PAINS,gcn,42,saliency,include_all_exact_ties_v2,0.2,1625,1644,0.67,67,0.19006858260154283,0.1905666954043711,0.19184201280905355,0.6973650126326038,0.38432276218464795,0.3482750262270177,0.006401345815193701,0.6923076923076923
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,index_tiebreak_v1,0.05,1625,1644,0.81,81,0.04934206051152943,0.04992672099091982,0.047443764178026,0.8288222076854068,0.3906698652593638,0.38169801140131854,0.0,0.8260869565217391
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,index_tiebreak_v1,0.1,1625,1644,0.63,63,0.0968861278992501,0.09744154848479802,0.09826832938090337,0.649009236961634,0.4656226749268946,0.4401962323501089,0.0,0.6470588235294118
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,index_tiebreak_v1,0.2,1625,1644,0.4,40,0.19633686691440919,0.19683112468383426,0.19782126839488534,0.4147760998413445,0.6267870822177314,0.5393168054185705,0.0,0.41379310344827586
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,include_all_exact_ties_v2,0.05,1625,1644,0.81,81,0.04915829982776875,0.04974307332110978,0.047280388421584565,0.8309243781662805,0.38985237853387594,0.3809493073852634,0.0021021704808732804,0.8275862068965517
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,include_all_exact_ties_v2,0.1,1625,1644,0.63,63,0.09677497811389214,0.09733046705724169,0.0981737092132905,0.6502193238880928,0.4649118369753624,0.4395793301308126,0.001210086926458584,0.6486486486486487
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,atom_occlusion,include_all_exact_ties_v2,0.2,1625,1644,0.4,40,0.19584565929162265,0.1963402191567567,0.19749786385427381,0.41556159101233187,0.626191588291484,0.5390562900351531,0.0007854911709871573,0.41379310344827586
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,index_tiebreak_v1,0.05,1625,1644,0.81,81,0.04694928771316007,0.0475354197625371,0.04667077722771397,0.8288222076854068,0.3906758560315681,0.381186290752265,0.0,0.8260869565217391
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,index_tiebreak_v1,0.1,1625,1644,0.7000000000000001,70,0.09549336919420273,0.0960496463349199,0.09426568502779373,0.7197916353793983,0.42402853254842104,0.40242909845926506,0.0,0.71875
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,index_tiebreak_v1,0.2,1625,1644,0.54,54,0.19217252593489795,0.19266934479963665,0.19075753210165466,0.557642303290396,0.48126227515372594,0.4259777427356281,0.0,0.5555555555555556
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,include_all_exact_ties_v2,0.05,1625,1644,0.81,81,0.04574279855784976,0.04632967260547731,0.04549931619383455,0.8348600615638423,0.3886072680602143,0.3795028105072935,0.006037853878434389,0.8289198606271777
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,include_all_exact_ties_v2,0.1,1625,1644,0.6900000000000001,69,0.09921458238690913,0.09976857095862712,0.0982883978924678,0.7138521133498704,0.42577279755095176,0.4031300027735557,0.00513698671047053,0.7096774193548387
bxaic__PAINS__gin__seed123,bxaic,PAINS,gin,123,saliency,include_all_exact_ties_v2,0.2,1625,1644,0.53,53,0.1978293319577673,0.19832267185201236,0.1958877519931228,0.5524704677578036,0.48262011264355503,0.42576960749701503,0.003546956788399534,0.5483870967741935
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,index_tiebreak_v1,0.05,1625,1644,0.81,81,0.04925921032210625,0.04984392175487266,0.050533856865211106,0.8288222076854068,0.3899561130566736,0.38064878751841114,0.0,0.8260869565217391
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,index_tiebreak_v1,0.1,1625,1644,0.64,64,0.09727177804862967,0.09782696145696404,0.09889701263593273,0.6571995997874026,0.46222326408061964,0.43713831924812785,0.0,0.6551724137931034
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,index_tiebreak_v1,0.2,1625,1644,0.42,42,0.19739370961040406,0.1978873174150717,0.19703231964702744,0.43821210526670124,0.6013403413181534,0.5201716634026281,0.0,0.4375
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,include_all_exact_ties_v2,0.05,1625,1644,0.81,81,0.04918399664689257,0.04976875433653181,0.05024544731585265,0.8301457678620371,0.3895291659373653,0.3803436474103247,0.0013235601766300967,0.8275862068965517
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,include_all_exact_ties_v2,0.1,1625,1644,0.64,64,0.09695651553336718,0.09751189283008731,0.09886321971892814,0.658161318250845,0.46159626387286495,0.4365829127698339,0.0009617184634424145,0.6551724137931034
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,atom_occlusion,include_all_exact_ties_v2,0.2,1625,1644,0.42,42,0.19703341151893186,0.19752724090914164,0.19640168127688182,0.4392165533164664,0.6008001759341614,0.5202167875300119,0.0010044480497653347,0.4375
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,index_tiebreak_v1,0.05,1625,1644,0.8200000000000001,82,0.04875738741954508,0.0493424074764828,0.04586754604624981,0.8380970842735934,0.38695181458137623,0.37805731064730885,0.0,0.8365491651205936
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,index_tiebreak_v1,0.1,1625,1644,0.72,72,0.0963260695273079,0.09688183455219906,0.09334704261796338,0.7376837897989411,0.41485779022654096,0.39464385481601977,0.0,0.7368421052631579
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,index_tiebreak_v1,0.2,1625,1644,0.56,56,0.19846575002886027,0.1989586985220775,0.1894209002412779,0.5790848800081908,0.46375849021803633,0.4132597730639095,0.0,0.5769230769230769
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,include_all_exact_ties_v2,0.05,1625,1644,0.8200000000000001,82,0.04787388064292089,0.04845944406195985,0.04503137970213592,0.8436638657484266,0.3849211506877362,0.37629156222190224,0.005566781474832976,0.84
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,include_all_exact_ties_v2,0.1,1625,1644,0.71,71,0.09906586553876384,0.09961994557225802,0.09537518279319346,0.7345591112884049,0.4157432413683361,0.3951975621649009,0.005140658870942873,0.7307692307692307
bxaic__PAINS__gin__seed2026,bxaic,PAINS,gin,2026,saliency,include_all_exact_ties_v2,0.2,1625,1644,0.56,56,0.19655965645584603,0.19705377720833328,0.1865627173222278,0.5843369501009545,0.46186096130570836,0.4127743911620099,0.00525207009276448,0.5806451612903226
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,index_tiebreak_v1,0.05,1625,1644,0.76,76,0.04715148960747913,0.047737497301447614,0.045403589559371474,0.7771510750062881,0.4186840839726573,0.40943504929142516,0.0,0.7777777777777778
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,index_tiebreak_v1,0.1,1625,1644,0.56,56,0.09682674467709002,0.09738220178368487,0.09873711074517293,0.5790848800081908,0.522991889507502,0.4919348648631834,0.0,0.5769230769230769
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,index_tiebreak_v1,0.2,1625,1644,0.37,37,0.19536290695271405,0.1958577637135057,0.1990925568511033,0.387491476592661,0.675393494394972,0.5754991321459805,0.0,0.38461538461538464
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,include_all_exact_ties_v2,0.05,1625,1644,0.76,76,0.047000082040686945,0.04758618285124018,0.04527855576645448,0.7786152513049724,0.4179364334594495,0.4087574374172147,0.0014641762986847176,0.7777777777777778
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,include_all_exact_ties_v2,0.1,1625,1644,0.56,56,0.09663661258695791,0.09719218662595754,0.09823263307972716,0.581051719172828,0.5217022317110689,0.4910625484752,0.001966839164637741,0.5789473684210527
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,atom_occlusion,include_all_exact_ties_v2,0.2,1625,1644,0.37,37,0.19463763649667434,0.1951329393032569,0.198373886834988,0.38881114612458817,0.6742316925175664,0.5751114801460203,0.0013196695319270821,0.38636363636363635
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,saliency,index_tiebreak_v1,0.05,1625,1644,0.78,78,0.04892216820868881,0.04950708692442778,0.04579909356475151,0.7978589195873704,0.40564450304705224,0.39560017152952176,0.0,0.7948717948717948
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,saliency,index_tiebreak_v1,0.1,1625,1644,0.66,66,0.09798423713744028,0.09853898237905338,0.0981368425523997,0.6786990675017398,0.44739113155917004,0.42327783931047935,0.0,0.6785714285714286
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,saliency,index_tiebreak_v1,0.2,1625,1644,0.51,51,0.19204702521685138,0.1925439212653038,0.194334737370594,0.5281548142925443,0.5050088215867906,0.44612958608931674,0.0,0.5263157894736842
bxaic__PAINS__gin__seed42,bxaic,PAINS,gin,42,saliency,include_all_exact_ties_v2,0.05,1625,1644,0.78,78,0.04784205572857633,0.04842763872013332,0.044961751224816,0.8036483238627273,0.4032494876731143,0.393522587200387,0.00578940427535611,0.8
