cell_id,target,method,policy,alpha,rule,q,lambda,empirical_calibration_risk,corrected_calibration_risk,fallback_full,n_calibration,n_test,risk,mean_atom_fraction,precision,iou,full_molecule_fraction
liver__gcn__seed42,hepatotoxic_class,saliency,index_tiebreak_v1,0.1,corrected,91,0.91,0.06821789321789323,0.0956232492997199,False,33,31,0.044930875576036866,0.939553010556796,0.27937741797092613,0.2783230865261023,0.06451612903225806
liver__gcn__seed42,hepatotoxic_class,saliency,index_tiebreak_v1,0.1,naive,89,0.89,0.09027176527176528,0.11702847805788982,False,33,31,0.04741226515420064,0.9199599374467046,0.2856278012620908,0.28402032275544326,0.06451612903225806
liver__gcn__seed42,hepatotoxic_class,saliency,index_tiebreak_v1,0.2,corrected,81,0.81,0.16465663965663968,0.1892255620196797,False,33,31,0.13846547717515456,0.836277122229724,0.2944237706505164,0.2863465032758873,0.0
liver__gcn__seed42,hepatotoxic_class,saliency,index_tiebreak_v1,0.2,naive,77,0.77,0.1978254316489611,0.2214188013063446,False,33,31,0.1519752648784907,0.7969036435440863,0.29998866306393907,0.2877694228331247,0.0
liver__gcn__seed42,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.05,corrected,95,0.9500000000000001,0.018686868686868686,0.047549019607843135,False,33,31,0.0,0.9767232514397899,0.27780381276382665,0.27780381276382665,0.41935483870967744
liver__gcn__seed42,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.05,naive,94,0.9400000000000001,0.024747474747474744,0.0534313725490196,False,33,31,0.004608294930875578,0.9677838104420248,0.2779644420565842,0.2773985111001609,0.2903225806451613
liver__gcn__seed42,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.1,corrected,90,0.9,0.07074314574314575,0.09807422969187675,False,33,31,0.031283232896136125,0.9319970638115992,0.2854969645787723,0.28411952279971475,0.0967741935483871
liver__gcn__seed42,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.1,naive,89,0.89,0.09027176527176528,0.11702847805788982,False,33,31,0.031283232896136125,0.926662001161391,0.2865549725627765,0.28510110388715815,0.0967741935483871
liver__gcn__seed42,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.2,corrected,79,0.79,0.16851764792941268,0.19297301122560642,False,33,31,0.14453109614399934,0.8282259174364321,0.2929210855504413,0.2832729077004366,0.06451612903225806
liver__gcn__seed42,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.2,naive,76,0.76,0.19737865620218564,0.22098516631388607,False,33,31,0.1519752648784907,0.7936865177083646,0.29881647544457635,0.28657112761402187,0.03225806451612903
liver__gcn__seed42,observed_class,atom_occlusion,index_tiebreak_v1,0.05,corrected,96,0.96,0.012785417197181901,0.041821140220794195,False,33,31,0.00248138957816377,0.9902002606390994,0.2716387796227103,0.2710873597164517,0.7096774193548387
liver__gcn__seed42,observed_class,atom_occlusion,index_tiebreak_v1,0.05,naive,93,0.93,0.04939053321406262,0.0773496351783549,False,33,31,0.03773287644255386,0.9554825612409047,0.2719974776601136,0.26834082402251874,0.12903225806451613
liver__gcn__seed42,observed_class,atom_occlusion,index_tiebreak_v1,0.1,corrected,89,0.89,0.07250739456621809,0.09978658884368227,False,33,31,0.06301941785812754,0.9199599374467046,0.2731574084880927,0.26553426512110534,0.06451612903225806
liver__gcn__seed42,observed_class,atom_occlusion,index_tiebreak_v1,0.1,naive,87,0.87,0.09877002082884437,0.12527678492211367,False,33,31,0.10313521603844183,0.8991889482584723,0.26996775960192915,0.2608427917411807,0.03225806451612903
liver__gcn__seed42,observed_class,atom_occlusion,index_tiebreak_v1,0.2,corrected,78,0.78,0.17103408573996812,0.1954154361593808,False,33,31,0.21550671550671552,0.8107047035470187,0.2626562571369452,0.24113303658055027,0.0
liver__gcn__seed42,observed_class,atom_occlusion,index_tiebreak_v1,0.2,naive,76,0.76,0.188842257959905,0.2126998386081431,False,33,31,0.21798810508487929,0.7857329420128534,0.26815776057457524,0.245022547957462,0.0
liver__gcn__seed42,observed_class,atom_occlusion,include_all_exact_ties_v2,0.05,corrected,96,0.96,0.012785417197181901,0.041821140220794195,False,33,31,0.00248138957816377,0.9902002606390994,0.2716387796227103,0.2710873597164517,0.7096774193548387
liver__gcn__seed42,observed_class,atom_occlusion,include_all_exact_ties_v2,0.05,naive,93,0.93,0.04939053321406262,0.0773496351783549,False,33,31,0.03773287644255386,0.9554825612409047,0.2719974776601136,0.26834082402251874,0.12903225806451613
liver__gcn__seed42,observed_class,atom_occlusion,include_all_exact_ties_v2,0.1,corrected,89,0.89,0.07250739456621809,0.09978658884368227,False,33,31,0.06301941785812754,0.9199599374467046,0.2731574084880927,0.26553426512110534,0.06451612903225806
liver__gcn__seed42,observed_class,atom_occlusion,include_all_exact_ties_v2,0.1,naive,87,0.87,0.09877002082884437,0.12527678492211367,False,33,31,0.10313521603844183,0.9003836913886993,0.26948388863418726,0.2603589207734387,0.03225806451612903
liver__gcn__seed42,observed_class,atom_occlusion,include_all_exact_ties_v2,0.2,corrected,78,0.78,0.17103408573996812,0.1954154361593808,False,33,31,0.21089842057583993,0.8126038796397432,0.2635480135904369,0.24212620359151485,0.0
liver__gcn__seed42,observed_class,atom_occlusion,include_all_exact_ties_v2,0.2,naive,73,0.73,0.19657717010658188,0.22020725333874122,False,33,31,0.2528555673716964,0.7596565977455774,0.26657560641569283,0.2411370609279052,0.0
liver__gcn__seed42,observed_class,gradinput,index_tiebreak_v1,0.05,corrected,95,0.9500000000000001,0.018582452405981817,0.04744767439404118,False,33,31,0.01912245460632557,0.9738696534249016,0.27184752796204104,0.26908172562437777,0.3548387096774194
liver__gcn__seed42,observed_class,gradinput,index_tiebreak_v1,0.05,naive,90,0.9,0.04999189263895146,0.07793330756133524,False,33,31,0.0907971956359053,0.9252950000969127,0.26570902740119173,0.2568371280463591,0.06451612903225806
liver__gcn__seed42,observed_class,gradinput,index_tiebreak_v1,0.1,corrected,87,0.87,0.07197644403526758,0.09927125450481854,False,33,31,0.11974674071448264,0.8991889482584723,0.2631522931090433,0.25208355135235183,0.03225806451612903
liver__gcn__seed42,observed_class,gradinput,index_tiebreak_v1,0.1,naive,78,0.78,0.09599899011663718,0.12258725511320667,False,33,31,0.17124542124542128,0.8107047035470187,0.27182984623413364,0.25217963012562294,0.0
liver__gcn__seed42,observed_class,gradinput,index_tiebreak_v1,0.2,corrected,73,0.73,0.17547425341542988,0.19972501066791723,False,33,31,0.20360195360195366,0.7558931568853623,0.2790791026475922,0.2551703250724179,0.0
liver__gcn__seed42,observed_class,gradinput,index_tiebreak_v1,0.2,naive,69,0.6900000000000001,0.1997463865110924,0.22328325749606026,False,33,31,0.21104612233644493,0.7170734124216248,0.29032695189960306,0.2618299250342594,0.0
liver__gcn__seed42,observed_class,gradinput,include_all_exact_ties_v2,0.05,corrected,95,0.9500000000000001,0.018582452405981817,0.04744767439404118,False,33,31,0.01912245460632557,0.9738696534249016,0.27184752796204104,0.26908172562437777,0.3548387096774194
liver__gcn__seed42,observed_class,gradinput,include_all_exact_ties_v2,0.05,naive,90,0.9,0.04999189263895146,0.07793330756133524,False,33,31,0.0907971956359053,0.9295273551781641,0.2642025577813944,0.25545327680045354,0.0967741935483871
liver__gcn__seed42,observed_class,gradinput,include_all_exact_ties_v2,0.1,corrected,87,0.87,0.07197644403526758,0.09927125450481854,False,33,31,0.11974674071448264,0.9008018514842787,0.2619261093701261,0.25097998598732635,0.03225806451612903
liver__gcn__seed42,observed_class,gradinput,include_all_exact_ties_v2,0.1,naive,78,0.78,0.09599899011663718,0.12258725511320667,False,33,31,0.17124542124542128,0.8142151399796563,0.2708460656251158,0.2513849687409785,0.0
liver__gcn__seed42,observed_class,gradinput,include_all_exact_ties_v2,0.2,corrected,70,0.7000000000000001,0.1706911280440692,0.19508256545453775,False,33,31,0.21104612233644493,0.7402447744604482,0.28056274750472293,0.25322759781987786,0.0
liver__gcn__seed42,observed_class,gradinput,include_all_exact_ties_v2,0.2,naive,65,0.65,0.1943370899253252,0.21803305786869798,False,33,31,0.2503938713616133,0.6832393592954169,0.2953356526675886,0.26284432291161586,0.0
liver__gcn__seed42,observed_class,ig,index_tiebreak_v1,0.05,corrected,96,0.96,0.012785417197181901,0.041821140220794195,False,33,31,0.00248138957816377,0.9902002606390994,0.2716387796227103,0.2710873597164517,0.7096774193548387
liver__gcn__seed42,observed_class,ig,index_tiebreak_v1,0.05,naive,93,0.93,0.0466710304945599,0.0747101178329552,False,33,31,0.041238331560912195,0.9554825612409047,0.27125216325887724,0.26737825523571446,0.12903225806451613
liver__gcn__seed42,observed_class,ig,index_tiebreak_v1,0.1,corrected,90,0.9,0.0707248633719222,0.0980564850374539,False,33,31,0.06370869274095081,0.9252950000969127,0.2709835467886143,0.26262954520313303,0.06451612903225806
liver__gcn__seed42,observed_class,ig,index_tiebreak_v1,0.1,naive,83,0.8300000000000001,0.09177810207221973,0.1184905108348015,False,33,31,0.14725865532317148,0.8555840841239669,0.2638494988415527,0.246937995479891,0.0
liver__gcn__seed42,observed_class,ig,index_tiebreak_v1,0.2,corrected,77,0.77,0.17478686890451597,0.1990578433485008,False,33,31,0.20490172909527743,0.7969036435440863,0.26589816492344504,0.24226841347475178,0.0
liver__gcn__seed42,observed_class,ig,index_tiebreak_v1,0.2,naive,72,0.72,0.19722847958142078,0.22083940665255547,False,33,31,0.24066524872976486,0.7466478675065911,0.2702122322819203,0.241881923818372,0.0
liver__gcn__seed42,observed_class,ig,include_all_exact_ties_v2,0.05,corrected,96,0.96,0.012785417197181901,0.041821140220794195,False,33,31,0.00248138957816377,0.9902002606390994,0.2716387796227103,0.2710873597164517,0.7096774193548387
liver__gcn__seed42,observed_class,ig,include_all_exact_ties_v2,0.05,naive,93,0.93,0.0466710304945599,0.0747101178329552,False,33,31,0.041238331560912195,0.9571803541101747,0.27106351960673614,0.26718961158357335,0.16129032258064516
liver__gcn__seed42,observed_class,ig,include_all_exact_ties_v2,0.1,corrected,90,0.9,0.0707248633719222,0.0980564850374539,False,33,31,0.06370869274095081,0.9269927929661826,0.2707949031364732,0.2624409015509919,0.0967741935483871
liver__gcn__seed42,observed_class,ig,include_all_exact_ties_v2,0.1,naive,83,0.8300000000000001,0.09177810207221973,0.1184905108348015,False,33,31,0.14725865532317148,0.8555840841239669,0.2638494988415527,0.246937995479891,0.0
liver__gcn__seed42,observed_class,ig,include_all_exact_ties_v2,0.2,corrected,77,0.77,0.17478686890451597,0.1990578433485008,False,33,31,0.20490172909527743,0.7969036435440863,0.26589816492344504,0.24226841347475178,0.0
liver__gcn__seed42,observed_class,ig,include_all_exact_ties_v2,0.2,naive,72,0.72,0.19722847958142078,0.22083940665255547,False,33,31,0.24066524872976486,0.7482607707323975,0.26873373765826436,0.24084438373159592,0.0
liver__gcn__seed42,observed_class,saliency,index_tiebreak_v1,0.05,corrected,95,0.9500000000000001,0.016681521093285797,0.04560265282583621,False,33,31,0.016129032258064516,0.9738696534249016,0.2767483826252046,0.2764803192091991,0.3548387096774194
liver__gcn__seed42,observed_class,saliency,index_tiebreak_v1,0.05,naive,93,0.93,0.042201426024955434,0.0703719723183391,False,33,31,0.04761904761904762,0.9554825612409047,0.2741752360664301,0.272871584049705,0.12903225806451613
liver__gcn__seed42,observed_class,saliency,index_tiebreak_v1,0.1,corrected,90,0.9,0.07078770902300313,0.09811748228703245,False,33,31,0.060469100791681434,0.9252950000969127,0.28047353111730833,0.277409076106246,0.06451612903225806
liver__gcn__seed42,observed_class,saliency,index_tiebreak_v1,0.1,naive,89,0.89,0.09705033528562941,0.12360767836546384,False,33,31,0.060469100791681434,0.9199599374467046,0.2815315391013125,0.27839065719368944,0.06451612903225806
liver__gcn__seed42,observed_class,saliency,index_tiebreak_v1,0.2,corrected,82,0.8200000000000001,0.17314842020724375,0.1974675843187954,False,33,31,0.15134507069990938,0.8475253572682817,0.28458247088937333,0.27499888334268946,0.0
liver__gcn__seed42,observed_class,saliency,index_tiebreak_v1,0.2,naive,82,0.8200000000000001,0.17314842020724375,0.1974675843187954,False,33,31,0.15134507069990938,0.8475253572682817,0.28458247088937333,0.27499888334268946,0.0
liver__gcn__seed42,observed_class,saliency,include_all_exact_ties_v2,0.05,corrected,95,0.9500000000000001,0.016681521093285797,0.04560265282583621,False,33,31,0.008064516129032258,0.9751103482139836,0.2778401940395967,0.277721013998281,0.3870967741935484
liver__gcn__seed42,observed_class,saliency,include_all_exact_ties_v2,0.05,naive,90,0.9,0.04806043629573041,0.07605865875762069,False,33,31,0.04203592106817913,0.9343084611689475,0.2823997175511348,0.28071505611001885,0.16129032258064516
liver__gcn__seed42,observed_class,saliency,include_all_exact_ties_v2,0.1,corrected,90,0.9,0.04806043629573041,0.07605865875762069,False,33,31,0.04203592106817913,0.9343084611689475,0.2823997175511348,0.28071505611001885,0.16129032258064516
liver__gcn__seed42,observed_class,saliency,include_all_exact_ties_v2,0.1,naive,89,0.89,0.09452508276037688,0.12115669797330696,False,33,31,0.04203592106817913,0.9317835384402897,0.28310903353559314,0.28135779198195676,0.16129032258064516
liver__gcn__seed42,observed_class,saliency,include_all_exact_ties_v2,0.2,corrected,82,0.8200000000000001,0.15799690505572858,0.18276170196585423,False,33,31,0.15134507069990938,0.8608112601976481,0.28119362242412416,0.2716100348774403,0.0967741935483871
liver__gcn__seed42,observed_class,saliency,include_all_exact_ties_v2,0.2,naive,81,0.81,0.19063093768976122,0.21443591011065058,False,33,31,0.1538264602780732,0.8507577682893174,0.2841847061526405,0.27335607050182537,0.0967741935483871
liver__gin__seed123,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.05,corrected,93,0.93,0.01903570285923227,0.04788759395160779,False,33,31,0.054216392926070354,0.9554825612409047,0.2675379504985085,0.26305852966881355,0.12903225806451613
liver__gin__seed123,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.05,naive,91,0.91,0.03310496692849634,0.06154305613648175,False,33,31,0.054216392926070354,0.939553010556796,0.2717842066083691,0.26726067218617344,0.06451612903225806
liver__gin__seed123,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.1,corrected,87,0.87,0.07124460506813449,0.09856094021318935,False,33,31,0.07583993067864034,0.8991889482584723,0.27420740997944515,0.2662082259454273,0.03225806451612903
liver__gin__seed123,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.1,naive,83,0.8300000000000001,0.08538514862044275,0.11228558542572384,False,33,31,0.09037378392217103,0.8555840841239669,0.28196450245041427,0.2708932585973793,0.0
liver__gin__seed123,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.2,corrected,76,0.76,0.16671960936666821,0.19122785615000149,False,33,31,0.14220725511048093,0.7857329420128534,0.2907780718134324,0.2743374768658879,0.0
liver__gin__seed123,hepatotoxic_class,atom_occlusion,index_tiebreak_v1,0.2,naive,73,0.73,0.1983213409683998,0.2219001250575645,False,33,31,0.17021150892118636,0.7558931568853623,0.2928313187005673,0.2721132707714807,0.0
liver__gin__seed123,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.05,corrected,93,0.93,0.01903570285923227,0.04788759395160779,False,33,31,0.054216392926070354,0.9570186595511964,0.2674611455829939,0.26298172475329895,0.16129032258064516
liver__gin__seed123,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.05,naive,91,0.91,0.03310496692849634,0.06154305613648175,False,33,31,0.054216392926070354,0.9410891088670877,0.27170740169285446,0.26718386727065885,0.0967741935483871
liver__gin__seed123,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.1,corrected,83,0.8300000000000001,0.06590462913992325,0.09337802240051374,False,33,31,0.09037378392217103,0.8565616012305162,0.2817658690482214,0.2707198281429915,0.0
liver__gin__seed123,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.1,naive,81,0.81,0.08338714662244075,0.11034634819236896,False,33,31,0.09781795265666235,0.838174655436555,0.28248567887371484,0.2692898725352537,0.0
liver__gin__seed123,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.2,corrected,76,0.76,0.14471383736089619,0.16986931273263453,False,33,31,0.14220725511048093,0.7857329420128534,0.2907780718134324,0.2743374768658879,0.0
liver__gin__seed123,hepatotoxic_class,atom_occlusion,include_all_exact_ties_v2,0.2,naive,73,0.73,0.19579608844314725,0.21944914466540763,False,33,31,0.16790736145574858,0.7575060601111687,0.29310013590486833,0.27412939980373874,0.0
liver__gin__seed123,hepatotoxic_class,gradinput,index_tiebreak_v1,0.05,corrected,95,0.9500000000000001,0.01417944800297741,0.0431741701205369,False,33,31,0.0275119146086888,0.9738696534249016,0.26646034560255855,0.2607307838494336,0.3548387096774194
liver__gin__seed123,hepatotoxic_class,gradinput,index_tiebreak_v1,0.05,naive,91,0.91,0.04050600815306697,0.06872641967797677,False,33,31,0.04762889440308796,0.939553010556796,0.26584957530871234,0.25729316767282856,0.06451612903225806
liver__gin__seed123,hepatotoxic_class,gradinput,index_tiebreak_v1,0.1,corrected,89,0.89,0.06826354473413297,0.09566755812430552,False,33,31,0.06198550553389263,0.9199599374467046,0.26498188803553235,0.2530336960268867,0.06451612903225806
liver__gin__seed123,hepatotoxic_class,gradinput,index_tiebreak_v1,0.1,naive,85,0.85,0.09941213470625235,0.12590001309724494,False,33,31,0.08276221985899405,0.8722136505886832,0.2681938003609358,0.2515474797546863,0.0
liver__gin__seed123,hepatotoxic_class,gradinput,index_tiebreak_v1,0.2,corrected,77,0.77,0.15928026222143868,0.18400731333257284,False,33,31,0.1460376541021702,0.7969036435440863,0.27031160480203026,0.24754999340389633,0.0
liver__gin__seed123,hepatotoxic_class,gradinput,index_tiebreak_v1,0.2,naive,76,0.76,0.18252743988038103,0.20657075047213455,False,33,31,0.1621666863602347,0.7857329420128534,0.27027218368045947,0.24766418211335475,0.0
liver__gin__seed123,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.05,corrected,95,0.9500000000000001,0.01417944800297741,0.0431741701205369,False,33,31,0.02520776714325101,0.9770186549609998,0.2668928785478249,0.26226688215972543,0.41935483870967744
liver__gin__seed123,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.05,naive,91,0.91,0.04050600815306697,0.06872641967797677,False,33,31,0.04532474693765016,0.9485664716288308,0.26536381790444896,0.25791097563359067,0.22580645161290322
liver__gin__seed123,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.1,corrected,89,0.89,0.06826354473413297,0.09566755812430552,False,33,31,0.06198550553389263,0.9241266041133712,0.26425224133814373,0.25230404932949807,0.12903225806451613
liver__gin__seed123,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.1,naive,82,0.8200000000000001,0.09941779353544059,0.12590550549028057,False,33,31,0.10385403127338613,0.8475253572682817,0.2694941552605647,0.25173995788372633,0.0
liver__gin__seed123,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.2,corrected,76,0.76,0.16304692039986157,0.18766318744692448,False,33,31,0.15755839142935915,0.7900068640287109,0.2702406950341701,0.24784692340656547,0.0
liver__gin__seed123,hepatotoxic_class,gradinput,include_all_exact_ties_v2,0.2,naive,72,0.72,0.19924601542248604,0.22279760320417763,False,33,31,0.181131592421915,0.7518987225544492,0.271679918680718,0.2458526223577942,0.0
liver__gin__seed123,hepatotoxic_class,ig,index_tiebreak_v1,0.05,corrected,95,0.9500000000000001,0.018075551899081308,0.046955682725578915,False,33,31,0.03578321320256803,0.9738696534249016,0.26515589969783215,0.2596959002981258,0.3548387096774194
liver__gin__seed123,hepatotoxic_class,ig,index_tiebreak_v1,0.05,naive,93,0.93,0.04929346252875664,0.07725541951320498,False,33,31,0.059769979124817824,0.9554825612409047,0.2635236121675318,0.2569320245109948,0.12903225806451613
liver__gin__seed123,hepatotoxic_class,ig,index_tiebreak_v1,0.1,corrected,90,0.9,0.06747626012331893,0.09490342894322132,False,33,31,0.07996573319153961,0.9252950000969127,0.26436750154353683,0.2540083286648717,0.06451612903225806
liver__gin__seed123,hepatotoxic_class,ig,index_tiebreak_v1,0.1,naive,89,0.89,0.08479227743933627,0.11171015163229697,False,33,31,0.09609476544960413,0.9199599374467046,0.2636793464910554,0.25321475510089964,0.06451612903225806
liver__gin__seed123,hepatotoxic_class,ig,index_tiebreak_v1,0.2,corrected,81,0.81,0.17311599076304962,0.19743610868178346,False,33,31,0.14805624483043836,0.836277122229724,0.2727429475989752,0.256758431168616,0.0
liver__gin__seed123,hepatotoxic_class,ig,index_tiebreak_v1,0.2,naive,81,0.81,0.17311599076304962,0.19743610868178346,False,33,31,0.14805624483043836,0.836277122229724,0.2727429475989752,0.256758431168616,0.0
liver__gin__seed123,hepatotoxic_class,ig,include_all_exact_ties_v2,0.05,corrected,95,0.9500000000000001,0.018075551899081308,0.046955682725578915,False,33,31,0.03578321320256803,0.9754057517351934,0.2650790947823175,0.2596190953826112,0.3870967741935484
liver__gin__seed123,hepatotoxic_class,ig,include_all_exact_ties_v2,0.05,naive,91,0.91,0.04241798506504389,0.07058216197489553,False,33,31,0.05777108196463035,0.9457210360796602,0.26346782623341486,0.25515578304155556,0.16129032258064516
liver__gin__seed123,hepatotoxic_class,ig,include_all_exact_ties_v2,0.1,corrected,90,0.9,0.0523247449718038,0.08019754659028015,False,33,31,0.06383670093347511,0.9315398305352915,0.2654792552868695,0.2553208531522688,0.12903225806451613
liver__gin__seed123,hepatotoxic_class,ig,include_all_exact_ties_v2,0.1,naive,89,0.89,0.08479227743933627,0.11171015163229697,False,33,31,0.07996573319153961,0.9273171149373637,0.26460729359896856,0.2543434729528773,0.12903225806451613
liver__gin__seed123,hepatotoxic_class,ig,include_all_exact_ties_v2,0.2,corrected,81,0.81,0.13718525483231364,0.1625621591019515,False,33,31,0.14805624483043836,0.8441112236122124,0.2682250113922344,0.2524735253556966,0.03225806451612903
liver__gin__seed123,hepatotoxic_class,ig,include_all_exact_ties_v2,0.2,naive,76,0.76,0.19645283909989797,0.22008657912637156,False,33,31,0.16817322462483753,0.796807006109727,0.2765769326634767,0.2569239636080611,0.03225806451612903
liver__gin__seed123,hepatotoxic_class,saliency,index_tiebreak_v1,0.05,corrected,97,0.97,0.0,0.029411764705882353,False,33,31,0.0,0.9982512111544369,0.2707926055396511,0.2707926055396511,0.9354838709677419
liver__gin__seed123,hepatotoxic_class,saliency,index_tiebreak_v1,0.05,naive,96,0.96,0.043247602071131486,0.07138737848080409,False,33,31,0.0,0.9902002606390994,0.2728794744117921,0.2728794744117921,0.7096774193548387
liver__gin__seed123,hepatotoxic_class,saliency,index_tiebreak_v1,0.1,corrected,89,0.89,0.06881843646549529,0.09620612951062778,False,33,31,0.09075780849974399,0.9199599374467046,0.2754601180680918,0.27014253057108756,0.06451612903225806
liver__gin__seed123,hepatotoxic_class,saliency,index_tiebreak_v1,0.1,naive,86,0.86,0.08346490111195994,0.11042181578513759,False,33,31,0.13108038914490527,0.886507898753899,0.27719930693875566,0.27120948618041657,0.03225806451612903
liver__gin__seed123,hepatotoxic_class,saliency,index_tiebreak_v1,0.2,corrected,77,0.77,0.1633916192739722,0.18799774811885536,False,33,31,0.27214541730670766,0.7969036435440863,0.28328858420273423,0.2718620824430555,0.0
liver__gin__seed123,hepatotoxic_class,saliency,index_tiebreak_v1,0.2,naive,76,0.76,0.18739637269049034,0.21129647937606416,False,33,31,0.29096262160778286,0.7857329420128534,0.28247335711279326,0.27093012228073066,0.0
liver__gin__seed123,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.05,corrected,97,0.97,0.0,0.029411764705882353,False,33,31,0.0,0.9982512111544369,0.2707926055396511,0.2707926055396511,0.9354838709677419
liver__gin__seed123,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.05,naive,96,0.96,0.043247602071131486,0.07138737848080409,False,33,31,0.0,0.9902002606390994,0.2728794744117921,0.2728794744117921,0.7096774193548387
liver__gin__seed123,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.1,corrected,89,0.89,0.06881843646549529,0.09620612951062778,False,33,31,0.06925243215565796,0.9251995789488601,0.27761558506226847,0.2724446251312466,0.0967741935483871
liver__gin__seed123,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.1,naive,85,0.85,0.09205075969781852,0.11875514911847092,False,33,31,0.10688684075780851,0.8930532781408345,0.2810739660914447,0.27534792953049353,0.06451612903225806
liver__gin__seed123,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.2,corrected,76,0.76,0.1656197832668421,0.19016037787664086,False,33,31,0.26945724526369685,0.7972886156078759,0.28090315707247937,0.26959846058379383,0.03225806451612903
liver__gin__seed123,hepatotoxic_class,saliency,include_all_exact_ties_v2,0.2,naive,73,0.73,0.18389072800837503,0.20789394189048166,False,33,31,0.33376659183110796,0.7724505476213209,0.2769670553652464,0.26331777455099753,0.03225806451612903
liver__gin__seed123,observed_class,atom_occlusion,index_tiebreak_v1,0.05,corrected,94,0.9400000000000001,0.020434304257833668,0.0492450600149562,False,33,31,0.07554452715743037,0.9649302124271364,0.26303531416693,0.2569427726124105,0.22580645161290322
liver__gin__seed123,observed_class,atom_occlusion,index_tiebreak_v1,0.05,naive,91,0.91,0.03428809752339164,0.06269138877270365,False,33,31,0.08161014612627515,0.939553010556796,0.26659823150230094,0.2596491970499913,0.06451612903225806
liver__gin__seed123,observed_class,atom_occlusion,index_tiebreak_v1,0.1,corrected,91,0.91,0.03428809752339164,0.06269138877270365,False,33,31,0.08161014612627515,0.939553010556796,0.26659823150230094,0.2596491970499913,0.06451612903225806
liver__gin__seed123,observed_class,atom_occlusion,index_tiebreak_v1,0.1,naive,83,0.8300000000000001,0.09906694612576965,0.12556497712207054,False,33,31,0.13504864311315926,0.8555840841239669,0.2700154466386408,0.2540598759009583,0.0
liver__gin__seed123,observed_class,atom_occlusion,index_tiebreak_v1,0.2,corrected,77,0.77,0.17131049778108606,0.19568371843458351,False,33,31,0.16947300011816144,0.7969036435440863,0.27079913082337315,0.24790650666179329,0.0
liver__gin__seed123,observed_class,atom_occlusion,index_tiebreak_v1,0.2,naive,77,0.77,0.17131049778108606,0.19568371843458351,False,33,31,0.16947300011816144,0.7969036435440863,0.27079913082337315,0.24790650666179329,0.0
liver__gin__seed123,observed_class,atom_occlusion,include_all_exact_ties_v2,0.05,corrected,94,0.9400000000000001,0.020434304257833668,0.0492450600149562,False,33,31,0.07554452715743037,0.9649302124271364,0.26303531416693,0.2569427726124105,0.22580645161290322
liver__gin__seed123,observed_class,atom_occlusion,include_all_exact_ties_v2,0.05,naive,91,0.91,0.03428809752339164,0.06269138877270365,False,33,31,0.08161014612627515,0.939553010556796,0.26659823150230094,0.2596491970499913,0.06451612903225806
liver__gin__seed123,observed_class,atom_occlusion,include_all_exact_ties_v2,0.1,corrected,91,0.91,0.03428809752339164,0.06269138877270365,False,33,31,0.08161014612627515,0.939553010556796,0.26659823150230094,0.2596491970499913,0.06451612903225806
liver__gin__seed123,observed_class,atom_occlusion,include_all_exact_ties_v2,0.1,naive,83,0.8300000000000001,0.09906694612576965,0.12556497712207054,False,33,31,0.13504864311315926,0.8555840841239669,0.2700154466386408,0.2540598759009583,0.0
liver__gin__seed123,observed_class,atom_occlusion,include_all_exact_ties_v2,0.2,corrected,77,0.77,0.17131049778108606,0.19568371843458351,False,33,31,0.16947300011816144,0.7969036435440863,0.27079913082337315,0.24790650666179329,0.0
liver__gin__seed123,observed_class,atom_occlusion,include_all_exact_ties_v2,0.2,naive,77,0.77,0.17131049778108606,0.19568371843458351,False,33,31,0.16947300011816144,0.7969036435440863,0.27079913082337315,0.24790650666179329,0.0
liver__gin__seed123,observed_class,gradinput,index_tiebreak_v1,0.05,corrected,95,0.9500000000000001,0.011848445671975082,0.04091172668162287,False,33,31,0.04184883217141281,0.9738696534249016,0.26205558228438264,0.2552152034648786,0.3548387096774194
