target,policy,method,alpha,models,n_calibration,n_test,bootstrap_replicates,same_point_cells,same_point_fraction,corrected_risk,corrected_risk_ci_low,corrected_risk_ci_high,naive_risk,naive_risk_ci_low,naive_risk_ci_high,delta_risk,delta_risk_ci_low,delta_risk_ci_high,corrected_mean_atom_fraction,corrected_mean_atom_fraction_ci_low,corrected_mean_atom_fraction_ci_high,naive_mean_atom_fraction,naive_mean_atom_fraction_ci_low,naive_mean_atom_fraction_ci_high,delta_mean_atom_fraction,delta_mean_atom_fraction_ci_low,delta_mean_atom_fraction_ci_high,corrected_precision,corrected_precision_ci_low,corrected_precision_ci_high,naive_precision,naive_precision_ci_low,naive_precision_ci_high,delta_precision,delta_precision_ci_low,delta_precision_ci_high,corrected_iou,corrected_iou_ci_low,corrected_iou_ci_high,naive_iou,naive_iou_ci_low,naive_iou_ci_high,delta_iou,delta_iou_ci_low,delta_iou_ci_high,corrected_full_molecule_fraction,corrected_full_molecule_fraction_ci_low,corrected_full_molecule_fraction_ci_high,naive_full_molecule_fraction,naive_full_molecule_fraction_ci_low,naive_full_molecule_fraction_ci_high,delta_full_molecule_fraction,delta_full_molecule_fraction_ci_low,delta_full_molecule_fraction_ci_high,mean_q_corrected,mean_q_naive,mean_delta_q,mean_lambda_corrected,mean_lambda_naive,mean_delta_lambda
hepatotoxic_class,include_all_exact_ties_v2,atom_occlusion,0.05,6,33,31,2000,0,0.0,0.014117006052489925,0.007029537069859652,0.022383463310882656,0.03009833654994945,0.018795951658854886,0.04298162261871939,-0.01598133049745953,-0.023322272112594696,-0.009505182690666563,0.9739778092286193,0.9696251611874754,0.9784926467543422,0.9284779604153136,0.9237695738213282,0.9344128491997552,0.04549984881330619,0.04157417961528995,0.04955761569079362,0.27342165040074623,0.21068687273800346,0.34119796316728307,0.28067253866742825,0.21667023435549915,0.3493298745365539,-0.007250888266682027,-0.009881260411523523,-0.004824740595533171,0.27185990419511064,0.20939630331035824,0.3387561375391746,0.2765163111092198,0.213997489314423,0.3433339163168688,-0.004656406914109199,-0.007732681584893147,-0.0014715468732801327,0.41397849462365593,0.29569892473118276,0.532258064516129,0.08602150537634409,0.02150537634408602,0.16666666666666669,0.32795698924731187,0.23655913978494622,0.41397849462365593,94.66666666666667,90.0,4.666666666666667,0.9466666666666668,0.9,0.046666666666666655
hepatotoxic_class,include_all_exact_ties_v2,atom_occlusion,0.1,6,33,31,2000,0,0.0,0.05161191854740242,0.03483468070161619,0.06881043463704752,0.08207786836819093,0.056859023592894554,0.10740071979991336,-0.030465949820788527,-0.04436940374440374,-0.018732029619126404,0.8958722195318195,0.8906687434051178,0.9022240123120167,0.8606998271376405,0.8547941133208119,0.8674662893816018,0.035172392394179054,0.030639394768312782,0.03969171454203304,0.2838153164065739,0.21960433777439153,0.3525462327494032,0.28564703543386594,0.22102989788770924,0.3557855028127991,-0.0018317190272919967,-0.0049524314635463595,0.0014844707395306423,0.27688801842338695,0.21535693567331346,0.34290755435735837,0.27559230500940546,0.21439543949509773,0.34000343543086253,0.0012957134139814457,-0.002712008163045413,0.005675157536632321,0.05376344086021505,0.005376344086021505,0.11827956989247311,0.026881720430107524,0.0,0.06989247311827956,0.026881720430107524,0.005376344086021504,0.05376344086021505,86.66666666666667,83.16666666666667,3.5,0.8666666666666667,0.8316666666666666,0.03500000000000003
hepatotoxic_class,include_all_exact_ties_v2,atom_occlusion,0.2,6,33,31,2000,1,0.16666666666666666,0.15536748198038522,0.12097779386085837,0.1905685861331022,0.1628707314191185,0.1283211561437368,0.19793697565874988,-0.007503249438733312,-0.01409148647051873,-0.002717712395131753,0.760770276507646,0.7554136103502652,0.7676652262967846,0.7427376164730347,0.7369088554874105,0.7505568923756543,0.01803266003461135,0.015845056891312496,0.0201666306690658,0.29276082460003877,0.22680060920824344,0.3633488078463334,0.29635356007274294,0.23037698369272847,0.36622398850901494,-0.0035927354727042075,-0.0054768158520641435,-0.001713143866904977,0.27225668375306816,0.21382734827199096,0.3335701339475659,0.2741309882358334,0.21648204341302138,0.3342288995264576,-0.001874304482765149,-0.004140932091935643,0.0006850561004022832,0.005376344086021505,0.0,0.016129032258064516,0.005376344086021505,0.0,0.016129032258064516,0.0,0.0,0.0,73.16666666666667,71.33333333333333,1.8333333333333333,0.7316666666666668,0.7133333333333334,0.01833333333333333
hepatotoxic_class,include_all_exact_ties_v2,gradinput,0.05,6,33,31,2000,0,0.0,0.01884346239184949,0.00962646224742999,0.028626816731655437,0.039355954678535324,0.02531390726955243,0.055313488781230706,-0.02051249228668583,-0.03434726489161973,-0.010016928262896007,0.9731461232915607,0.9668252398912711,0.9794567836226811,0.9365309740985092,0.9297686510806836,0.9443732990720064,0.03661514919305199,0.03053681415547903,0.042825373394177454,0.27200178640397654,0.20991086703291276,0.3394214630813384,0.2750755961299809,0.21206452254792774,0.34222643701085875,-0.0030738097260043706,-0.0059323135412540275,0.00035892127702054577,0.2696779131330778,0.20799084532082848,0.33648825197337895,0.27027241181408507,0.2091154224972075,0.33598223830543045,-0.0005944986810072759,-0.004086563472897206,0.0038049770142769648,0.3548387096774193,0.19892473118279572,0.5053763440860215,0.12365591397849461,0.04301075268817204,0.22043010752688175,0.23118279569892475,0.11290322580645162,0.3548387096774194,94.66666666666667,90.5,4.166666666666667,0.9466666666666668,0.9050000000000001,0.041666666666666706
hepatotoxic_class,include_all_exact_ties_v2,gradinput,0.1,6,33,31,2000,0,0.0,0.06600135229167488,0.04501231668570378,0.08745458170861396,0.08950562579594837,0.0624822757887274,0.11721619927265088,-0.023504273504273508,-0.034652802394737885,-0.013575268817204321,0.8929045269286828,0.8861898482378389,0.9002597632422387,0.850328677435452,0.844208144789428,0.8574440718093113,0.04257584949323087,0.03784631070293518,0.04746551995062071,0.2773156828400372,0.21467308160868984,0.3440352468861275,0.2812249299330328,0.21927402775736773,0.34725448853707824,-0.003909247092995456,-0.006661611778233257,-0.0010621119261535518,0.26767537840981603,0.20887128170726435,0.32987260351844966,0.26819919757939353,0.2103328501918652,0.32808745784879256,-0.000523819169577524,-0.004462808873753097,0.003835935765980155,0.059139784946236555,0.016129032258064516,0.11290322580645161,0.02150537634408602,0.0,0.059139784946236555,0.03763440860215053,0.01075268817204301,0.06989247311827956,86.16666666666667,82.0,4.166666666666667,0.8616666666666667,0.82,0.04166666666666665
hepatotoxic_class,include_all_exact_ties_v2,gradinput,0.2,6,33,31,2000,1,0.16666666666666666,0.14379094621030108,0.1065195146848373,0.1805878858298213,0.15448619480877546,0.1133245040503105,0.1939102564102564,-0.010695248598474406,-0.017224199784683657,-0.00459299138734623,0.7512706100677844,0.7420813266706631,0.7638035378320758,0.7308988212891249,0.7229531732367173,0.7418102665047513,0.020371788778659517,0.01692786899481616,0.023844419368592176,0.29448639916538866,0.23241297265259633,0.3603717550111158,0.2968084523059444,0.23561250505099765,0.3628741070711198,-0.002322053140555805,-0.0056633322565086295,0.0009158811379216807,0.27154623918345366,0.21772144063318552,0.3263268366954859,0.27166642913648376,0.21913462059850386,0.3243444846652791,-0.00012018995303012764,-0.0040413031391290325,0.0036864399897822264,0.016129032258064516,0.0,0.04838709677419355,0.01075268817204301,0.0,0.03225806451612903,0.005376344086021506,0.0,0.016129032258064516,71.66666666666667,69.66666666666667,2.0,0.7166666666666667,0.6966666666666667,0.020000000000000018
hepatotoxic_class,include_all_exact_ties_v2,ig,0.05,6,33,31,2000,0,0.0,0.021758110467787885,0.011008048104822298,0.03377077671432509,0.042180340567437344,0.027564307705436737,0.05861359742408129,-0.02042223009964945,-0.03167353479853479,-0.011142538763506507,0.971778602185936,0.9667010923289008,0.9770816014537169,0.9384047403414999,0.9313522859011301,0.9463860374466381,0.033373861844436095,0.028709067250906162,0.03796026971468243,0.2713829329539695,0.20940124878119223,0.3382506040382796,0.27426352898653245,0.21159278023739359,0.3422331425837882,-0.0028805960325629693,-0.005900110780653823,0.0006351283642622035,0.26875189689508444,0.2072004126610721,0.33424892905974846,0.26953624686733435,0.2083727149641838,0.3354957236260405,-0.0007843499722498972,-0.004403424364784506,0.0034094580069683133,0.3924731182795698,0.2688172043010753,0.5161290322580645,0.15053763440860216,0.059139784946236555,0.25806451612903225,0.24193548387096778,0.15591397849462366,0.3280913978494617,94.33333333333333,90.5,3.8333333333333335,0.9433333333333335,0.9050000000000001,0.03833333333333335
hepatotoxic_class,include_all_exact_ties_v2,ig,0.1,6,33,31,2000,0,0.0,0.05905444615122034,0.04149274784355429,0.07662500656452267,0.08056638701799991,0.05547591968962936,0.10864506610474346,-0.021511940866779575,-0.035676375595730433,-0.009991203539590638,0.9167455440678409,0.9094232818754708,0.925229897841111,0.8891323106096448,0.8806250539228213,0.9006564809616575,0.027613233458196176,0.0231064251060481,0.031879995685929405,0.2765566811706365,0.21268337159997175,0.3458788170538833,0.27837311830693934,0.21415933493279368,0.34820881679212984,-0.0018164371363027555,-0.005248824631718134,0.001606398186416104,0.2701819079209186,0.20851304468503848,0.336894135609539,0.2698681898844673,0.20823649355821905,0.3366025923074731,0.000313718036451301,-0.0034612291615148732,0.00427851780066339,0.0967741935483871,0.02150537634408602,0.1881720430107527,0.07526881720430108,0.005376344086021505,0.16666666666666666,0.02150537634408602,0.005376344086021505,0.043010752688172046,88.5,85.33333333333333,3.1666666666666665,0.8850000000000001,0.8533333333333334,0.03166666666666664
hepatotoxic_class,include_all_exact_ties_v2,ig,0.2,6,33,31,2000,1,0.16666666666666666,0.14904912888783856,0.10386371394435909,0.19573203454251842,0.16448396287105968,0.11823341309228408,0.2136718903856001,-0.015434833983221085,-0.023653083028083034,-0.008211479380834224,0.7813498045951047,0.7740339669271069,0.7906954003878603,0.7497115633541085,0.7417055831377609,0.7609612950701655,0.03163824124099586,0.028229507134370346,0.03484591999786158,0.28655733147074897,0.2219043693298692,0.35691581835205516,0.29116471382259607,0.226913232875955,0.36101387778835414,-0.004607382351847151,-0.0072318339017319105,-0.00201077596934748,0.26678031374687805,0.20972054388486103,0.32857072113088065,0.26818113081679484,0.21159182853530492,0.3284042733335266,-0.0014008170699168782,-0.004361763890201801,0.0019073535344848412,0.016129032258064516,0.0,0.04838709677419355,0.016129032258064516,0.0,0.04838709677419355,0.0,0.0,0.0,74.66666666666667,71.33333333333333,3.3333333333333335,0.7466666666666667,0.7133333333333333,0.03333333333333336
hepatotoxic_class,include_all_exact_ties_v2,saliency,0.05,6,33,31,2000,0,0.0,0.013439219084380376,0.004857951934564838,0.02542012945238751,0.037604868250029545,0.017466348615542165,0.06327026468155499,-0.02416564916564917,-0.0413633446899576,-0.010599365538881673,0.9834334517712043,0.979165696463038,0.9874828019818447,0.9559834573885629,0.9508499625314352,0.9615954824708982,0.027449994382641136,0.023607162006403608,0.030738044832619375,0.2724157494755375,0.2098106385780122,0.34054644527126926,0.27455696175422617,0.21179411430187065,0.3435244572639907,-0.002141212278688699,-0.004461766782655122,0.0004111047118358909,0.2714603863305295,0.20917124495258246,0.3391808008966983,0.2721542790485924,0.21002389587329057,0.3403067603060716,-0.0006938927180629348,-0.0031937370044103357,0.0019120891785314948,0.5913978494623656,0.4731182795698924,0.6989247311827957,0.27419354838709675,0.18817204301075272,0.3655913978494624,0.31720430107526876,0.24193548387096778,0.3870967741935484,95.33333333333333,92.33333333333333,3.0,0.9533333333333333,0.9233333333333333,0.02999999999999999
