target,policy,method,alpha,models,n_calibration,n_test,bootstrap_replicates,same_point_cells,same_point_fraction,corrected_risk,corrected_risk_ci_low,corrected_risk_ci_high,naive_risk,naive_risk_ci_low,naive_risk_ci_high,delta_risk,delta_risk_ci_low,delta_risk_ci_high,corrected_mean_atom_fraction,corrected_mean_atom_fraction_ci_low,corrected_mean_atom_fraction_ci_high,naive_mean_atom_fraction,naive_mean_atom_fraction_ci_low,naive_mean_atom_fraction_ci_high,delta_mean_atom_fraction,delta_mean_atom_fraction_ci_low,delta_mean_atom_fraction_ci_high,corrected_precision,corrected_precision_ci_low,corrected_precision_ci_high,naive_precision,naive_precision_ci_low,naive_precision_ci_high,delta_precision,delta_precision_ci_low,delta_precision_ci_high,corrected_iou,corrected_iou_ci_low,corrected_iou_ci_high,naive_iou,naive_iou_ci_low,naive_iou_ci_high,delta_iou,delta_iou_ci_low,delta_iou_ci_high,corrected_full_molecule_fraction,corrected_full_molecule_fraction_ci_low,corrected_full_molecule_fraction_ci_high,naive_full_molecule_fraction,naive_full_molecule_fraction_ci_low,naive_full_molecule_fraction_ci_high,delta_full_molecule_fraction,delta_full_molecule_fraction_ci_low,delta_full_molecule_fraction_ci_high,mean_q_corrected,mean_q_naive,mean_delta_q,mean_lambda_corrected,mean_lambda_naive,mean_delta_lambda
hepatotoxic_class,include_all_exact_ties_v2,saliency,0.1,6,33,31,2000,2,0.3333333333333333,0.06906370212821826,0.04364734727637954,0.09795941812070844,0.08585246891698502,0.057766117544343354,0.11582612056402372,-0.016788766788766788,-0.03273083323486549,-0.0057151965418094485,0.9229720719201865,0.9162342054769516,0.9313837482280405,0.9007719889326513,0.8923859881574592,0.9106570032646863,0.022200082987535275,0.01839114890791353,0.02647007972834892,0.2780679057537692,0.21234288351970113,0.3496738361567358,0.2800646841984341,0.21402530794480776,0.3523719475684184,-0.0019967784446648356,-0.0048843526742666545,0.001254783171806864,0.2735734347206173,0.20948088382037514,0.34390962330935426,0.27405352599037325,0.21021337962128922,0.34371735475164417,-0.00048009126975593426,-0.003666139310506452,0.003062170520425866,0.08602150537634409,0.016129032258064516,0.1774193548387097,0.06989247311827956,0.005376344086021505,0.16129032258064516,0.016129032258064516,0.0,0.03763440860215053,89.0,86.5,2.5,0.8900000000000001,0.8650000000000001,0.025000000000000005
hepatotoxic_class,include_all_exact_ties_v2,saliency,0.2,6,33,31,2000,0,0.0,0.19448711384195255,0.15046993776832485,0.24481185257394933,0.2260887260887261,0.17856441273779988,0.2800879563984403,-0.03160161224677353,-0.05109504444181863,-0.015454937833970112,0.8010608247594071,0.7926546951895365,0.8126920670558453,0.7717036249610064,0.7627321863046018,0.784795160689792,0.0293571997984004,0.0254204374056924,0.03318320854978096,0.28442561540974476,0.21595468539510015,0.36022219901062613,0.2865467453717919,0.2179748457831145,0.36199508107300377,-0.002121129962047082,-0.005925698139096988,0.0017111281945193157,0.26892387382128546,0.2063809067198295,0.33759252703061265,0.2676216933656457,0.20533836537515432,0.33478630642604934,0.0013021804556398351,-0.003113369395368078,0.0057327166389242925,0.03225806451612903,0.0,0.0913978494623656,0.026881720430107527,0.0,0.08064516129032258,0.005376344086021505,0.0,0.016129032258064516,76.66666666666667,73.5,3.1666666666666665,0.7666666666666666,0.735,0.031666666666666676
hepatotoxic_class,index_tiebreak_v1,atom_occlusion,0.05,6,33,31,2000,0,0.0,0.014117006052489925,0.007029537069859652,0.022383463310882656,0.027905785970302098,0.01724475494636785,0.03964901958853571,-0.013788779917812178,-0.01991778755891659,-0.00801199994748382,0.9731841584349686,0.9689616470102789,0.9777619571871607,0.9294965358680722,0.9246657672025641,0.9355706678681639,0.04368762256689679,0.03912787839561589,0.04833823145064809,0.2737174166982103,0.2107045580803917,0.34159131859298636,0.28085090216980674,0.21735881678946967,0.3492432087897881,-0.007133485471596425,-0.009768531652678374,-0.00458921085339144,0.2721556704925747,0.20959960053190674,0.339191789668037,0.27710043657552436,0.21456092933680498,0.3437519205359503,-0.004944766082949616,-0.008004861918180478,-0.001317532051514991,0.39784946236559143,0.2795698924731183,0.5161290322580645,0.06989247311827958,0.01075268817204301,0.15053763440860216,0.3279569892473118,0.23118279569892475,0.41935483870967744,94.66666666666667,90.16666666666667,4.5,0.9466666666666668,0.9016666666666667,0.044999999999999984
hepatotoxic_class,index_tiebreak_v1,atom_occlusion,0.1,6,33,31,2000,0,0.0,0.049957658828626565,0.03349847210734307,0.06704982965063606,0.08435739887352789,0.05992420437984954,0.10990635708377643,-0.03439974004490134,-0.047875802512899295,-0.022715587130909716,0.901547141488089,0.8963603128069696,0.9082913901510264,0.8612368895289572,0.8563538053013672,0.867398160589328,0.04031025195913184,0.03654056149156782,0.043908985352048686,0.2825860639874802,0.21863271279148078,0.35135289146381704,0.2853989066607701,0.22001950417512028,0.3554530417560003,-0.002812842673289955,-0.006438737424202376,0.0007333449886701541,0.276131889391951,0.2147676518371303,0.3418997673073966,0.27551695143127813,0.21405645037567855,0.34043854373449917,0.0006149379606727858,-0.0037252864831066146,0.005089665431201065,0.04838709677419355,0.0,0.12365591397849462,0.02150537634408602,0.0,0.059139784946236555,0.026881720430107527,0.0,0.06989247311827958,87.33333333333333,83.5,3.8333333333333335,0.8733333333333334,0.835,0.03833333333333335
hepatotoxic_class,index_tiebreak_v1,atom_occlusion,0.2,6,33,31,2000,0,0.0,0.15405785970302097,0.12048168005829298,0.18859077750206774,0.1677350427350427,0.13340759449630418,0.20256873875825482,-0.013677183032021744,-0.021968175193981643,-0.0066463330576233826,0.7618754800140939,0.7577595049100487,0.7665370792108792,0.7398199500038184,0.7357982530067214,0.7444001902860945,0.022055530010275416,0.019630028530845726,0.02472850715957649,0.29260643389935825,0.22689545040934675,0.3627009092641819,0.2949722353043214,0.22933308229166657,0.3648235806987951,-0.002365801404963185,-0.004672350198878057,0.00011824280824365764,0.27194845047919025,0.2141350732579173,0.3329506410324319,0.2720094879113176,0.2152149768807536,0.3303709531201315,-6.10374321273253e-05,-0.002871361790468178,0.002934251642503499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,71.33333333333333,2.1666666666666665,0.735,0.7133333333333334,0.021666666666666667
hepatotoxic_class,index_tiebreak_v1,gradinput,0.05,6,33,31,2000,0,0.0,0.020379560702141343,0.0108590334396786,0.03016160213740859,0.04127607756640014,0.02676376416295771,0.057232832132025666,-0.020896516864258797,-0.03445972337101369,-0.01026145673323093,0.9708898397589799,0.9646416339287214,0.9773219270269151,0.9324240053268544,0.9263337918631286,0.9402215425496449,0.03846583443212582,0.032055196977049255,0.044903638195309424,0.2721493066860828,0.209939277500334,0.33956459481155093,0.2751614102677694,0.2119832867607045,0.3418414045589347,-0.003012103581686682,-0.005585610071463409,0.00020931709994970058,0.2690897231718336,0.20806598232060264,0.3345695673866496,0.2697638970263107,0.20875044154248187,0.3344250420749273,-0.0006741738544770616,-0.004127266041756783,0.0036659122970635937,0.3118279569892473,0.16129032258064516,0.46236559139784944,0.06451612903225806,0.0,0.16129032258064516,0.24731182795698922,0.1075268817204301,0.3978494623655913,94.66666666666667,90.5,4.166666666666667,0.9466666666666668,0.9050000000000001,0.041666666666666706
hepatotoxic_class,index_tiebreak_v1,gradinput,0.1,6,33,31,2000,0,0.0,0.06618515892709442,0.04546732016490082,0.08778736198091036,0.08110960127089159,0.056635050284243836,0.10609150780521745,-0.014924442343797181,-0.023386768548058868,-0.0073488190423674285,0.8894095165947297,0.8850699576685546,0.8942565291138614,0.8548734205458955,0.850575918367733,0.8600782311007884,0.03453609604883426,0.030442017781264888,0.03856071271699324,0.2780153964042478,0.21612551080787543,0.3445987274550328,0.28186975588040913,0.22008720234488177,0.347787660785335,-0.003854359476161343,-0.006160827025971816,-0.0016148968839467383,0.2684254252896315,0.2090814216716455,0.3314611524468352,0.2692789448510661,0.21177605130341753,0.3300996083500517,-0.0008535195614346527,-0.004245576898862386,0.0031677675705693246,0.026881720430107524,0.0,0.06989247311827956,0.01075268817204301,0.0,0.03225806451612903,0.016129032258064516,0.0,0.04301075268817204,86.33333333333333,83.0,3.3333333333333335,0.8633333333333333,0.83,0.03333333333333335
hepatotoxic_class,index_tiebreak_v1,gradinput,0.2,6,33,31,2000,0,0.0,0.14173953286856517,0.10794180058292963,0.1740088801580737,0.16037128940354747,0.12039310003019682,0.19630335315819186,-0.018631756534982346,-0.027900534352147257,-0.010284965930127227,0.7534394738054239,0.7489011224028456,0.7588693180902993,0.7316327380243246,0.7266531406907479,0.7382510971845296,0.021806735781099363,0.01827292467746799,0.025129016093707508,0.29436017474164305,0.23273712871073488,0.3599078598576257,0.2955616797327331,0.2340877371932492,0.3617470149093786,-0.0012015049910901168,-0.003838411371790527,0.0013363898835916071,0.27164687084812156,0.21861013896756334,0.3266679161983126,0.2702829805147438,0.21809092920021247,0.3239688500463972,0.0013638903333777147,-0.0018720471422546605,0.004551849794068311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.83333333333333,70.5,2.3333333333333335,0.7283333333333334,0.705,0.023333333333333355
hepatotoxic_class,index_tiebreak_v1,ig,0.05,6,33,31,2000,0,0.0,0.022526159622933816,0.011865128598999566,0.03480427875589165,0.04351786206624916,0.02624918764031667,0.06319616763165149,-0.020991702443315344,-0.03936403724710177,-0.008113462851366084,0.9708719808159171,0.9653884220988863,0.9762384848859312,0.941243776470493,0.9356390563667702,0.9482150079029329,0.029628204345424142,0.023086310633073124,0.03643323634335143,0.2717557716201518,0.20891453540981383,0.3400424936024091,0.27441539455740815,0.21104872595403115,0.3431650210487788,-0.0026596229372563285,-0.00556486123177629,0.00036524610332891005,0.2690941881516871,0.20693008246213587,0.3358271397801297,0.27055053960665437,0.2078607165084452,0.3373996149307085,-0.0014563514549672954,-0.004610167277447339,0.0019003811847158095,0.3655913978494623,0.23655913978494625,0.49462365591397855,0.10215053763440861,0.026881720430107527,0.20443548387096702,0.2634408602150538,0.15053763440860216,0.3817204301075268,94.5,91.5,3.0,0.9450000000000002,0.915,0.03000000000000001
hepatotoxic_class,index_tiebreak_v1,ig,0.1,6,33,31,2000,0,0.0,0.06206756206756207,0.042813529809497555,0.0824861406514632,0.0791418855934985,0.05602623183268344,0.10393830333346461,-0.01707432352593643,-0.026616595769821578,-0.008339487573358543,0.9140295834683089,0.9088251129102819,0.920442530880159,0.8925520454818483,0.8871327727848021,0.8990762591893003,0.02147753798646079,0.018885773512583852,0.02408784605277402,0.2760507847140133,0.21240292173358302,0.3450723788652036,0.27722650309526903,0.21351539547404116,0.34663349132793114,-0.0011757183812557252,-0.0037593867674746875,0.00142905346863704,0.2695198099541069,0.2081411461062258,0.3363605871226332,0.26868816920394983,0.20761130052122587,0.3346940741856996,0.0008316407501571101,-0.0023429400418042297,0.004229444266211966,0.04838709677419355,0.0,0.12365591397849462,0.03763440860215053,0.0,0.09677419354838708,0.010752688172043012,0.0,0.02688172043010753,88.83333333333333,86.5,2.3333333333333335,0.8883333333333333,0.8650000000000001,0.023333333333333334
hepatotoxic_class,index_tiebreak_v1,ig,0.2,6,33,31,2000,1,0.16666666666666666,0.15553980070109102,0.11358552588391296,0.20012628500531723,0.16786469205824042,0.12328772631191987,0.2143529185867895,-0.012324891357149426,-0.01951017172791367,-0.006337636377958962,0.7780827599392038,0.7739184166785008,0.7829987676614252,0.7535054069662838,0.7498403778600145,0.7574035735802189,0.024577352972920106,0.021320216938536213,0.027803032747890165,0.28526832260055973,0.220995228224668,0.35569901900763173,0.2887910739427352,0.22494636914353536,0.3596381940228596,-0.0035227513421754505,-0.005885614981749986,-0.0011994759069760333,0.26496044762277376,0.20874037201656337,0.3273379511515447,0.2655060986745561,0.21027879850071823,0.3249210892916979,-0.0005456510517823384,-0.0032529255011228796,0.002500329826098782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.16666666666667,72.66666666666667,2.5,0.7516666666666668,0.7266666666666667,0.025000000000000022
hepatotoxic_class,index_tiebreak_v1,saliency,0.05,6,33,31,2000,0,0.0,0.01996763690312077,0.009747659747659749,0.03317586684522166,0.033508606089251255,0.02035724132498326,0.048282392637231344,-0.013540969186130477,-0.021424181404020113,-0.007166284283219771,0.9803122667538909,0.9765053749664134,0.9841537120259148,0.9595052043336878,0.9550154243485585,0.9646870273139496,0.02080706242020282,0.01845078643553558,0.022849216586961648,0.272014544972229,0.20931125954516855,0.340166025637823,0.27388939154879494,0.21077293138837624,0.34305781974819405,-0.0018748465765660437,-0.003599497126331322,-0.0002215799294990257,0.27073515274140975,0.20853694969454858,0.33836525521001926,0.27141401360839507,0.20922622899686313,0.3394221880651654,-0.000678860866985311,-0.002673183910794424,0.0012034780507996434,0.532258064516129,0.41935483870967744,0.6397849462365591,0.26344086021505375,0.1666666666666667,0.3655913978494623,0.2688172043010753,0.21505376344086022,0.3172043010752688,95.33333333333333,93.33333333333333,2.0,0.9533333333333333,0.9333333333333332,0.01999999999999998
hepatotoxic_class,index_tiebreak_v1,saliency,0.1,6,33,31,2000,1,0.16666666666666666,0.07678358081583887,0.04940250535008599,0.10766227500098462,0.09464236480365512,0.06461225826145181,0.12868109712867773,-0.017858783987816245,-0.02779935864613284,-0.009544980109496245,0.9254645554890122,0.9200610715824945,0.9327572239422842,0.8956535695642031,0.8895494406082239,0.9032420199527552,0.02981098592480889,0.026524674073951364,0.03311912655822957,0.2755606528440761,0.21036371485919397,0.34648665646349647,0.2795838599695006,0.21267624410225905,0.3519487790527031,-0.004023207125424395,-0.007172642554437345,-0.0005046258986927142,0.27142706452715293,0.20800020274177716,0.3411623120104743,0.2732417723548489,0.20885283785145312,0.34309002319311854,-0.0018147078276959975,-0.004790911151814535,0.0015474517519563995,0.06451612903225806,0.0,0.15591397849462368,0.04838709677419355,0.0,0.12365591397849462,0.016129032258064516,0.0,0.03763440860215053,89.66666666666667,86.83333333333333,2.8333333333333335,0.8966666666666666,0.8683333333333335,0.02833333333333334
hepatotoxic_class,index_tiebreak_v1,saliency,0.2,6,33,31,2000,1,0.16666666666666666,0.1974969474969475,0.15107477647800227,0.2503806602596925,0.21194217968411513,0.16826061483319546,0.262337404978534,-0.014445232187167669,-0.02388665695117308,-0.007027813882652607,0.8071024608366172,0.8028700871531305,0.811934382039751,0.7868125597616068,0.7835702363654463,0.7904557542595002,0.02028990107501053,0.017679004284319563,0.023124084094825074,0.28440208810395606,0.21563261409319506,0.3611604409409991,0.28544317991114887,0.21676493114763937,0.36128963156444066,-0.0010410918071928781,-0.004018388618555385,0.003148874885783956,0.2696313190088514,0.20621230615092,0.33865846652915427,0.26869873642541203,0.2064451299736698,0.3361164917614711,0.0009325825834393393,-0.0024243408870257533,0.005214396952489993,0.005376344086021505,0.0,0.016129032258064516,0.0,0.0,0.0,0.005376344086021505,0.0,0.016129032258064516,78.16666666666667,76.16666666666667,2.0,0.7816666666666667,0.7616666666666666,0.01999999999999998
observed_class,include_all_exact_ties_v2,atom_occlusion,0.05,6,33,31,2000,1,0.16666666666666666,0.025458860136279494,0.010206150629537728,0.0491605206322948,0.051762902569354174,0.027826519358777422,0.07967192977273621,-0.02630404243307469,-0.0459362322265548,-0.011366471043890398,0.9721038418519891,0.9676075151785973,0.9765197076424307,0.944695267131421,0.939720896614452,0.9510147954127255,0.02740857472056813,0.02368895756992214,0.031058074606294363,0.2729137073929985,0.2106578455742323,0.3406508082295006,0.273851656020542,0.2103286957126211,0.34177151722781285,-0.0009379486275435412,-0.004102628152867617,0.002377873692262574,0.2709653301538937,0.2092345955811159,0.33792068567586636,0.26996043276638615,0.20744178140351105,0.3362509859531637,0.0010048973875075333,-0.003000361558813557,0.0050348529378390705,0.40322580645161293,0.2849462365591398,0.5161290322580645,0.1075268817204301,0.03225806451612903,0.2096774193548387,0.2956989247311828,0.20430107526881722,0.3817204301075268,94.5,91.66666666666667,2.8333333333333335,0.945,0.9166666666666666,0.02833333333333332
