dataset,seed,method,proxy,evaluation_split,stratum,policy,aggregation,n_pairs,n_components,nominal_fraction,risk,retained_fraction,precision,iou,calibration_unit,calibration_empirical_risk,calibration_corrected_risk
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,direction_error,fixed_20_percent,component_weighted,14,7,0.2,0.7752484185524803,0.20751814612450833,0.3188165009593581,0.14077972330261843,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,calibration,all,fixed_50_percent,pair_weighted,51,10,0.5,0.43832565255897155,0.5058265154790341,0.2543009408331082,0.20662359551105397,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,calibration,all,fixed_50_percent,component_weighted,51,10,0.5,0.40453142383999763,0.5065017306025836,0.3137504339445895,0.26304346454058786,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,all,fixed_50_percent,pair_weighted,34,9,0.5,0.5110017626729725,0.5049024365265767,0.225280257053077,0.17208146573730318,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,all,fixed_50_percent,component_weighted,34,9,0.5,0.5197324214400626,0.5056292506614577,0.24053882853049002,0.1795142806169923,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,correct_direction,fixed_50_percent,pair_weighted,20,6,0.5,0.44808608058608046,0.5045538547512395,0.2133865873020285,0.1695916957415123,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,correct_direction,fixed_50_percent,component_weighted,20,6,0.5,0.4819139194139194,0.5050594466378283,0.19805580522492286,0.15523090811900672,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,direction_error,fixed_50_percent,pair_weighted,14,7,0.5,0.6008813085113893,0.5054004104913441,0.24227121384028916,0.17563828001700446,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,direction_error,fixed_50_percent,component_weighted,14,7,0.5,0.530224503279175,0.5055426911284744,0.2595600300294358,0.19025478263840948,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,calibration,all,oracle_proxy,pair_weighted,51,10,0.9,0.0,0.2585015258164598,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,calibration,all,oracle_proxy,component_weighted,51,10,0.9,0.0,0.2904360848966231,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,all,oracle_proxy,pair_weighted,34,9,0.9,0.0,0.26218202880459635,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,all,oracle_proxy,component_weighted,34,9,0.9,0.0,0.2858503505487459,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,correct_direction,oracle_proxy,pair_weighted,20,6,0.9,0.0,0.2269275259854175,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,correct_direction,oracle_proxy,component_weighted,20,6,0.9,0.0,0.23210448852290025,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,direction_error,oracle_proxy,pair_weighted,14,7,0.9,0.0,0.3125456042605662,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,direction_error,oracle_proxy,component_weighted,14,7,0.9,0.0,0.3110811596911989,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,calibration,all,random_same_nominal_size,pair_weighted,51,10,0.9,0.09124322160904307,0.9087567783909569,0.2585015258164598,0.2508051141341798,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,calibration,all,random_same_nominal_size,component_weighted,51,10,0.9,0.09219749308408723,0.9078025069159127,0.2904360848966231,0.28109230680395314,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,all,random_same_nominal_size,pair_weighted,34,9,0.9,0.09296334055698872,0.907036659443011,0.26218202880459635,0.25391700358335917,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,all,random_same_nominal_size,component_weighted,34,9,0.9,0.09213662946062542,0.9078633705393746,0.2858503505487459,0.27646409110371173,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,correct_direction,random_same_nominal_size,pair_weighted,20,6,0.9,0.09319737666364773,0.9068026233363522,0.2269275259854175,0.22007873564280986,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,correct_direction,random_same_nominal_size,component_weighted,20,6,0.9,0.09294222082619347,0.9070577791738067,0.23210448852290025,0.2252419548726549,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,direction_error,random_same_nominal_size,pair_weighted,14,7,0.9,0.09262900326176153,0.9073709967382385,0.3125456042605662,0.30225738635557226,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,direction_error,random_same_nominal_size,component_weighted,14,7,0.9,0.09219715186368413,0.9078028481363158,0.3110811596911989,0.3006875894263425,none,,
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,calibration,all,component_crc_cluster_stress_test,pair_weighted,51,10,0.96,0.019751378593713485,0.9759958547201154,0.2578896387116055,0.255530897160489,components,0.007136392405345642,0.09739672036849605
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,calibration,all,component_crc_cluster_stress_test,component_weighted,51,10,0.96,0.007136392405345642,0.9787245882975849,0.2944942880459803,0.2935430876351616,components,0.007136392405345642,0.09739672036849605
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,all,component_crc_cluster_stress_test,pair_weighted,34,9,0.96,0.040654437531144866,0.9686300511930659,0.2595941410463023,0.2562799047178683,components,0.007136392405345642,0.09739672036849605
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,all,component_crc_cluster_stress_test,component_weighted,34,9,0.96,0.04369709222220402,0.9692480185222032,0.28339201174172335,0.2798979917843676,components,0.007136392405345642,0.09739672036849605
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,correct_direction,component_crc_cluster_stress_test,pair_weighted,20,6,0.96,0.040705128205128206,0.9680326976659528,0.22363766775383648,0.22022443410425824,components,0.007136392405345642,0.09739672036849605
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,correct_direction,component_crc_cluster_stress_test,component_weighted,20,6,0.96,0.044948107448107455,0.9684131662540514,0.2297137547698236,0.22685632443897907,components,0.007136392405345642,0.09739672036849605
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,direction_error,component_crc_cluster_stress_test,pair_weighted,14,7,0.96,0.04058202228259724,0.9694834133746566,0.31096053146411073,0.3077877198801687,components,0.007136392405345642,0.09739672036849605
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,test,direction_error,component_crc_cluster_stress_test,component_weighted,14,7,0.96,0.033471283250142154,0.969909263595302,0.31002426521329846,0.30665228367261804,components,0.007136392405345642,0.09739672036849605
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,matched_noncliff_control,descriptive_only,component_crc_cluster_stress_test,pair_weighted,34,6,0.96,0.02099286936463313,0.9751421615679727,0.2738014571529876,0.27121941306983316,components,0.007136392405345642,0.09739672036849605
CHEMBL228_Ki,43,atom_occlusion,main_variable_plus_attachment_symmetry_closed,matched_noncliff_control,descriptive_only,component_crc_cluster_stress_test,component_weighted,34,6,0.96,0.019731624833991757,0.9716341589284045,0.24969736366172332,0.2473946893460824,components,0.007136392405345642,0.09739672036849605
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,calibration,all,pair_crc_descriptive,pair_weighted,51,10,0.91,0.08158716355310784,0.921788628711428,0.21079582692100188,0.20415986116982401,pairs,0.08158716355310784,0.0992489488693942
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,calibration,all,pair_crc_descriptive,component_weighted,51,10,0.91,0.05463788456739584,0.9199161522904555,0.2521981248611662,0.24695130785867322,pairs,0.08158716355310784,0.0992489488693942
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,all,pair_crc_descriptive,pair_weighted,34,9,0.91,0.12495452670828584,0.9210684050333422,0.21538287693832836,0.20808193852714107,pairs,0.08158716355310784,0.0992489488693942
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,all,pair_crc_descriptive,component_weighted,34,9,0.91,0.10076490702388087,0.922985934295203,0.2407710930889752,0.23329554933738678,pairs,0.08158716355310784,0.0992489488693942
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,correct_direction,pair_crc_descriptive,pair_weighted,20,6,0.91,0.10522885295482551,0.9225392668158694,0.17911832601422897,0.1718533850407094,pairs,0.08158716355310784,0.0992489488693942
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,correct_direction,pair_crc_descriptive,component_weighted,20,6,0.91,0.09267770273205057,0.9222695746814105,0.18768759222190687,0.18133440877799156,pairs,0.08158716355310784,0.0992489488693942
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,direction_error,pair_crc_descriptive,pair_weighted,14,7,0.91,0.15313406064180057,0.9189671739154466,0.2671893782584703,0.25983701493632916,pairs,0.08158716355310784,0.0992489488693942
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,direction_error,pair_crc_descriptive,component_weighted,14,7,0.91,0.11487144033583663,0.9210638865959128,0.26921518668336575,0.26180119326114754,pairs,0.08158716355310784,0.0992489488693942
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,matched_noncliff_control,descriptive_only,pair_crc_descriptive,pair_weighted,34,6,0.91,0.057084256899830134,0.9213836125075289,0.2442986307970958,0.23934765208748732,pairs,0.08158716355310784,0.0992489488693942
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,matched_noncliff_control,descriptive_only,pair_crc_descriptive,component_weighted,34,6,0.91,0.05132425298462637,0.9195062208758144,0.21612912127832581,0.21157497377267842,pairs,0.08158716355310784,0.0992489488693942
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,calibration,all,fixed_20_percent,pair_weighted,51,10,0.2,0.6362882338274672,0.20949298323487128,0.22793573528867647,0.15043223348260507,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,calibration,all,fixed_20_percent,component_weighted,51,10,0.2,0.6832545220673947,0.20787550382408945,0.24326252120894978,0.14982511449085106,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,all,fixed_20_percent,pair_weighted,34,9,0.2,0.7314280580774896,0.20868939441043557,0.16832081317375436,0.09271639326765425,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,all,fixed_20_percent,component_weighted,34,9,0.2,0.6990101354810286,0.20870944415204215,0.21617780367780368,0.11523036439629461,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,correct_direction,fixed_20_percent,pair_weighted,20,6,0.2,0.657013616627461,0.20907594694118412,0.14765331890331893,0.09513791487230147,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,correct_direction,fixed_20_percent,component_weighted,20,6,0.2,0.651716039173133,0.20919817708678187,0.1400118069760927,0.09562706481788034,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,direction_error,fixed_20_percent,pair_weighted,14,7,0.2,0.8377344030061016,0.20813717650936622,0.19784580498866214,0.08925707668958678,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,direction_error,fixed_20_percent,component_weighted,14,7,0.2,0.7823234081988218,0.20751814612450833,0.22519187162044305,0.10508428119654643,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,calibration,all,fixed_50_percent,pair_weighted,51,10,0.5,0.42556812160473956,0.5058265154790341,0.19111152240122958,0.15657563127979912,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,calibration,all,fixed_50_percent,component_weighted,51,10,0.5,0.392612769058355,0.5065017306025836,0.25040125553344483,0.21331447838355772,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,all,fixed_50_percent,pair_weighted,34,9,0.5,0.4904874016132674,0.5049024365265767,0.17453033235983392,0.13442133679993304,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,all,fixed_50_percent,component_weighted,34,9,0.5,0.5093989586178638,0.5056292506614577,0.18290744442638202,0.13754865380399883,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,correct_direction,fixed_50_percent,pair_weighted,20,6,0.5,0.37754025913064815,0.5045538547512395,0.16585098873701815,0.13336746106492586,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,correct_direction,fixed_50_percent,component_weighted,20,6,0.5,0.42660541371925814,0.5050594466378283,0.14835695258489376,0.11791053734986157,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,direction_error,fixed_50_percent,pair_weighted,14,7,0.5,0.6518404623027234,0.5054004104913441,0.1869293946781421,0.13592687356422906,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,direction_error,fixed_50_percent,component_weighted,14,7,0.5,0.5821557782217546,0.5055426911284744,0.19769956466934202,0.1446041997202873,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,calibration,all,oracle_proxy,pair_weighted,51,10,0.91,0.0,0.21675049064093563,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,calibration,all,oracle_proxy,component_weighted,51,10,0.91,0.0,0.24933569076205292,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,all,oracle_proxy,pair_weighted,34,9,0.91,0.0,0.22904015910809444,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,all,oracle_proxy,component_weighted,34,9,0.91,0.0,0.2502482808875275,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,correct_direction,oracle_proxy,pair_weighted,20,6,0.91,0.0,0.19308432177546808,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,correct_direction,oracle_proxy,component_weighted,20,6,0.91,0.0,0.1973911516504484,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,direction_error,oracle_proxy,pair_weighted,14,7,0.91,0.0,0.28040564101184634,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,direction_error,oracle_proxy,component_weighted,14,7,0.91,0.0,0.2777436700397475,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,calibration,all,random_same_nominal_size,pair_weighted,51,10,0.91,0.07904647282157987,0.9209535271784202,0.21675049064093563,0.2117409701220628,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,calibration,all,random_same_nominal_size,component_weighted,51,10,0.91,0.08099908125189673,0.9190009187481033,0.24933569076205292,0.2432718941171892,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,all,random_same_nominal_size,pair_weighted,34,9,0.91,0.08086531479101679,0.9191346852089831,0.22904015910809444,0.22329448423825346,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,all,random_same_nominal_size,component_weighted,34,9,0.91,0.07990519535353759,0.9200948046464625,0.2502482808875275,0.24365706328796685,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,correct_direction,random_same_nominal_size,pair_weighted,20,6,0.91,0.07987086390308487,0.920129136096915,0.19308432177546808,0.18860312282511343,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,correct_direction,random_same_nominal_size,component_weighted,20,6,0.91,0.0797388675843848,0.9202611324156152,0.1973911516504484,0.19290717626190834,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,direction_error,random_same_nominal_size,pair_weighted,14,7,0.91,0.08228595891663382,0.9177140410833663,0.28040564101184634,0.2728535719713106,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,direction_error,random_same_nominal_size,component_weighted,14,7,0.91,0.08144237906824738,0.9185576209317526,0.2777436700397475,0.27011531656691085,none,,
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,calibration,all,component_crc_cluster_stress_test,pair_weighted,51,10,0.96,0.022204545540458854,0.9759958547201154,0.21513256341445847,0.2130366490079586,components,0.007925557890313531,0.09811414353664866
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,calibration,all,component_crc_cluster_stress_test,component_weighted,51,10,0.96,0.007925557890313531,0.9787245882975849,0.25254022005968885,0.2516873850588701,components,0.007925557890313531,0.09811414353664866
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,all,component_crc_cluster_stress_test,pair_weighted,34,9,0.96,0.03766838849246425,0.9686300511930659,0.22606262732131052,0.22315570357048503,components,0.007925557890313531,0.09811414353664866
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,all,component_crc_cluster_stress_test,component_weighted,34,9,0.96,0.033357164119118016,0.9692480185222032,0.24796555262399947,0.24492635457520448,components,0.007925557890313531,0.09811414353664866
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,correct_direction,component_crc_cluster_stress_test,pair_weighted,20,6,0.96,0.03167862838915471,0.9680326976659528,0.18983820257739814,0.1868602354163392,components,0.007925557890313531,0.09811414353664866
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,correct_direction,component_crc_cluster_stress_test,component_weighted,20,6,0.96,0.02710374420900737,0.9684131662540514,0.1958145356733957,0.19338419543030091,components,0.007925557890313531,0.09811414353664866
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,direction_error,component_crc_cluster_stress_test,pair_weighted,14,7,0.96,0.04622518864004931,0.9694834133746566,0.27781180552689966,0.275006372362122,components,0.007925557890313531,0.09811414353664866
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,test,direction_error,component_crc_cluster_stress_test,component_weighted,14,7,0.96,0.037637543055499705,0.969909263595302,0.2756608171338128,0.2726515671112742,components,0.007925557890313531,0.09811414353664866
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,matched_noncliff_control,descriptive_only,component_crc_cluster_stress_test,pair_weighted,34,6,0.96,0.023134377311435344,0.9751421615679727,0.24037095028346325,0.23803000887775294,components,0.007925557890313531,0.09811414353664866
CHEMBL228_Ki,43,atom_occlusion,variable_only_symmetry_closed,matched_noncliff_control,descriptive_only,component_crc_cluster_stress_test,component_weighted,34,6,0.96,0.021703772965932136,0.9716341589284045,0.21323795565245787,0.21115047854858435,components,0.007925557890313531,0.09811414353664866
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,calibration,all,pair_crc_descriptive,pair_weighted,51,10,0.91,0.07838716044231525,0.921788628711428,0.323696468377056,0.31224496445917027,pairs,0.07838716044231525,0.09611048427996302
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,calibration,all,pair_crc_descriptive,component_weighted,51,10,0.91,0.05664356382671913,0.9199161522904555,0.37184209791413914,0.36317168254990384,pairs,0.07838716044231525,0.09611048427996302
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,all,pair_crc_descriptive,pair_weighted,34,9,0.91,0.1252679211873407,0.9210684050333422,0.30295049058440604,0.29212877891445266,pairs,0.07838716044231525,0.09611048427996302
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,all,pair_crc_descriptive,component_weighted,34,9,0.91,0.10131280921628309,0.922985934295203,0.3344673859341239,0.3238009043789505,pairs,0.07838716044231525,0.09611048427996302
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,correct_direction,pair_crc_descriptive,pair_weighted,20,6,0.91,0.126577903091061,0.9225392668158694,0.27142580875341604,0.2601823714608504,pairs,0.07838716044231525,0.09611048427996302
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,correct_direction,pair_crc_descriptive,component_weighted,20,6,0.91,0.1055888232485977,0.9222695746814105,0.28873514891255836,0.278957817945188,pairs,0.07838716044231525,0.09611048427996302
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,direction_error,pair_crc_descriptive,pair_weighted,14,7,0.91,0.12339651846774032,0.9189671739154466,0.34798575034296325,0.33776650384817014,pairs,0.07838716044231525,0.09611048427996302
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,direction_error,pair_crc_descriptive,component_weighted,14,7,0.91,0.10452212317186452,0.9210638865959128,0.34983141684268293,0.33976936786099177,pairs,0.07838716044231525,0.09611048427996302
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,matched_noncliff_control,descriptive_only,pair_crc_descriptive,pair_weighted,34,6,0.91,0.04899996202627782,0.9213836125075289,0.32817228661278347,0.32186584113965794,pairs,0.07838716044231525,0.09611048427996302
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,matched_noncliff_control,descriptive_only,pair_crc_descriptive,component_weighted,34,6,0.91,0.049972998087033184,0.9195062208758144,0.3175152449584317,0.3115412215146815,pairs,0.07838716044231525,0.09611048427996302
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,calibration,all,fixed_20_percent,pair_weighted,51,10,0.2,0.7284903221751794,0.20949298323487128,0.3718097806333101,0.18557499469264754,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,calibration,all,fixed_20_percent,component_weighted,51,10,0.2,0.7013684866468,0.20787550382408945,0.48078585105370825,0.22539601241548227,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,all,fixed_20_percent,pair_weighted,34,9,0.2,0.7806827410169638,0.20868939441043557,0.33625663552134144,0.14757391612521065,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,all,fixed_20_percent,component_weighted,34,9,0.2,0.7750246983266481,0.20870944415204215,0.37309084947973836,0.1586564570306884,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,correct_direction,fixed_20_percent,pair_weighted,20,6,0.2,0.7737163742690059,0.20907594694118412,0.3061448273948274,0.14195914971158952,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,correct_direction,fixed_20_percent,component_weighted,20,6,0.2,0.7773382861916697,0.20919817708678187,0.3189875930947359,0.14583469453828798,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,direction_error,fixed_20_percent,pair_weighted,14,7,0.2,0.7906346935140467,0.20813717650936622,0.37927350427350426,0.1555950110018122,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,direction_error,fixed_20_percent,component_weighted,14,7,0.2,0.7805474427479889,0.20751814612450833,0.38710535496249776,0.15966817080331103,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,calibration,all,fixed_50_percent,pair_weighted,51,10,0.5,0.46774336058758004,0.5058265154790341,0.3299277054802731,0.2563833402552467,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,calibration,all,fixed_50_percent,component_weighted,51,10,0.5,0.4086831172431883,0.5065017306025836,0.4121957768991579,0.33409477051679376,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,all,fixed_50_percent,pair_weighted,34,9,0.5,0.5007053673959401,0.5049024365265767,0.30066825679494597,0.22489464991157956,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,all,fixed_50_percent,component_weighted,34,9,0.5,0.5314559892601527,0.5056292506614577,0.31396293675011355,0.22835970948298356,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,correct_direction,fixed_50_percent,pair_weighted,20,6,0.5,0.45669945697577286,0.5045538547512395,0.2901249224410989,0.2235035333643606,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,correct_direction,fixed_50_percent,component_weighted,20,6,0.5,0.5131079186060389,0.5050594466378283,0.2760631701808172,0.2071466795640596,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,direction_error,fixed_50_percent,pair_weighted,14,7,0.5,0.5635709537104648,0.5054004104913441,0.3157301630147276,0.2268819592647495,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,direction_error,fixed_50_percent,component_weighted,14,7,0.5,0.5359811000725948,0.5055426911284744,0.32696770053350893,0.23600921607467765,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,calibration,all,oracle_proxy,pair_weighted,51,10,0.91,0.0,0.327524038543781,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,calibration,all,oracle_proxy,component_weighted,51,10,0.91,0.0,0.36399167007762145,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,all,oracle_proxy,pair_weighted,34,9,0.91,0.0,0.31437391713869767,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,all,oracle_proxy,component_weighted,34,9,0.91,0.0,0.3403399850811154,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,correct_direction,oracle_proxy,pair_weighted,20,6,0.91,0.0,0.28548025351324,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,correct_direction,oracle_proxy,component_weighted,20,6,0.91,0.0,0.2961527096278907,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,direction_error,oracle_proxy,pair_weighted,14,7,0.91,0.0,0.35565057946078016,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,direction_error,oracle_proxy,component_weighted,14,7,0.91,0.0,0.35398255416654073,1.0,1.0,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,calibration,all,random_same_nominal_size,pair_weighted,51,10,0.91,0.07904647282157987,0.9209535271784202,0.327524038543781,0.31764081791960663,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,calibration,all,random_same_nominal_size,component_weighted,51,10,0.91,0.08099908125189673,0.9190009187481033,0.36399167007762145,0.3522675703643693,none,,
CHEMBL228_Ki,43,atom_occlusion,one_hop_expanded_symmetry_closed,test,all,random_same_nominal_size,pair_weighted,34,9,0.91,0.08086531479101679,0.9191346852089831,0.31437391713869767,0.30483259474112406,none,,
