dataset,seed,method,proxy,evaluation_split,stratum,policy,aggregation,n_pairs,n_components,nominal_fraction,risk,retained_fraction,precision,iou,calibration_unit,calibration_empirical_risk,calibration_corrected_risk
CHEMBL204_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,test,all,pair_crc_descriptive,pair_weighted,40,10,0.93,0.06928433000237608,0.9408455758269447,0.24264237871666122,0.23911154162472625,pairs,0.07985707330641637,0.09519278875130938
CHEMBL204_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,test,all,pair_crc_descriptive,component_weighted,40,10,0.93,0.07343514218157915,0.9395816433918851,0.2677272755702252,0.2631525695039779,pairs,0.07985707330641637,0.09519278875130938
CHEMBL204_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,test,correct_direction,pair_crc_descriptive,pair_weighted,11,5,0.93,0.13291740938799765,0.9384769640006195,0.21021247833403353,0.20756788599649767,pairs,0.07985707330641637,0.09519278875130938
CHEMBL204_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,test,correct_direction,pair_crc_descriptive,component_weighted,11,5,0.93,0.10834422657952072,0.9393354767738608,0.24079689498510332,0.23792912932779636,pairs,0.07985707330641637,0.09519278875130938
CHEMBL204_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,test,direction_error,pair_crc_descriptive,pair_weighted,29,9,0.93,0.045147644718174805,0.9417440147955507,0.25494337541352,0.25107637651819237,pairs,0.07985707330641637,0.09519278875130938
CHEMBL204_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,test,direction_error,pair_crc_descriptive,component_weighted,29,9,0.93,0.06616693181121493,0.9391789563014689,0.2628170859857914,0.25767634160627956,pairs,0.07985707330641637,0.09519278875130938
CHEMBL204_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,matched_noncliff_control,descriptive_only,pair_crc_descriptive,pair_weighted,40,12,0.93,0.07967280783426214,0.9421090665269933,0.24308995358295732,0.24001927862885752,pairs,0.07985707330641637,0.09519278875130938
CHEMBL204_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,matched_noncliff_control,descriptive_only,pair_crc_descriptive,component_weighted,40,12,0.93,0.05691327652959963,0.9412207115238065,0.2608044873767637,0.25741728678536735,pairs,0.07985707330641637,0.09519278875130938
CHEMBL204_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,calibration,all,fixed_20_percent,pair_weighted,59,13,0.2,0.8321760527231072,0.20708836109990766,0.19391548460460145,0.10125483439860182,none,,
CHEMBL204_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,calibration,all,fixed_20_percent,component_weighted,59,13,0.2,0.7699460782139507,0.2095731915920523,0.2839228929226973,0.1466979127853147,none,,
CHEMBL204_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,test,all,fixed_20_percent,pair_weighted,40,10,0.2,0.8084738638010182,0.2070492151771753,0.24527497216835448,0.12863164430435886,none,,
CHEMBL204_Ki,17,atom_occlusion,one_hop_expanded_symmetry_closed,test,all,fixed_20_percent,component_weighted,40,10,0.2,0.7851618409117677,0.20751349152679502,0.3281771635227517,0.1649602319577083,none,,
