family,task,method,risk,mean_atom_fraction,precision,iou,random_atom_fraction,saving_vs_random,method_ig,risk_ig,mean_atom_fraction_ig,precision_ig,iou_ig,random_atom_fraction_ig,saving_vs_random_ig,delta_risk,delta_mean_atom_fraction,delta_precision,delta_iou,delta_random_atom_fraction,delta_saving_vs_random
bxaic,B,atom_occlusion,0.0290519877675841,0.0386003571497199,0.9908256880733944,0.9617737003058103,0.9037279719751973,0.8651276148254773,ig,0.0290519877675841,0.0386003571497199,0.9908256880733944,0.9617737003058103,0.9037279719751973,0.8651276148254773,0.0,0.0,0.0,0.0,0.0,0.0
bxaic,B,gradinput,0.0290519877675841,0.0386003571497199,0.9908256880733944,0.9617737003058103,0.9037279719751973,0.8651276148254773,ig,0.0290519877675841,0.0386003571497199,0.9908256880733944,0.9617737003058103,0.9037279719751973,0.8651276148254773,0.0,0.0,0.0,0.0,0.0,0.0
bxaic,B,saliency,0.07925586136595307,0.0785425822662749,0.6518937726684485,0.6396613567663078,0.9037279719751973,0.8251853897089223,ig,0.0290519877675841,0.0386003571497199,0.9908256880733944,0.9617737003058103,0.9037279719751973,0.8651276148254773,0.050203873598368975,0.03994222511655501,-0.33893191540494594,-0.3221123435395026,0.0,-0.039942225116554986
bxaic,P,atom_occlusion,0.11028737228718782,0.0365457382575857,0.9606844305120165,0.8509195242645363,0.9171632160487384,0.8806174777911527,ig,0.11028737228718782,0.0365457382575857,0.9606844305120165,0.8509195242645363,0.9171632160487384,0.8806174777911527,0.0,0.0,0.0,0.0,0.0,0.0
bxaic,P,gradinput,0.11080983832689524,0.0365457382575857,0.9601619644723091,0.8503970582248289,0.9171632160487384,0.8806174777911527,ig,0.11028737228718782,0.0365457382575857,0.9606844305120165,0.8509195242645363,0.9171632160487384,0.8806174777911527,0.0005224660397074171,0.0,-0.0005224660397074032,-0.0005224660397074032,0.0,0.0
bxaic,P,saliency,0.09530372446309195,0.0562879581914299,0.6953561398293577,0.6471643392023275,0.9171632160487384,0.8608752578573085,ig,0.11028737228718782,0.0365457382575857,0.9606844305120165,0.8509195242645363,0.9171632160487384,0.8806174777911527,-0.014983647824095878,0.0197422199338442,-0.26532829068265873,-0.2037551850622088,0.0,-0.019742219933844285
bxaic,PAINS,atom_occlusion,0.09818342184994795,0.7252562288291204,0.4278792776035763,0.4061886670813985,0.9052511321724808,0.17999490334336013,ig,0.0960122306885009,0.8444382194936964,0.364451191577755,0.34841785921316365,0.9052511321724808,0.06081291267878428,0.002171191161447053,-0.11918199066457591,0.06342808602582128,0.05777080786823485,0.0,0.11918199066457585
bxaic,PAINS,gradinput,0.09332514839659684,0.9299237908557667,0.33836618512796385,0.3286706323963786,0.9052511321724808,-0.024672658683286067,ig,0.0960122306885009,0.8444382194936964,0.364451191577755,0.34841785921316365,0.9052511321724808,0.06081291267878428,-0.0026870822919040638,0.08548557136207036,-0.02608500644979117,-0.019747226816785035,0.0,-0.08548557136207036
bxaic,PAINS,saliency,0.09443511014377699,0.7816460026209405,0.39443210803836815,0.3758735086671987,0.9052511321724808,0.12360512955154009,ig,0.0960122306885009,0.8444382194936964,0.364451191577755,0.34841785921316365,0.9052511321724808,0.06081291267878428,-0.0015771205447239062,-0.06279221687275582,0.029980916460613127,0.027455649454035058,0.0,0.0627922168727558
bxaic,X,atom_occlusion,0.09220748540380004,0.0681479369393897,0.727333682932549,0.635303376834206,0.9087783882831856,0.8406304513437958,ig,0.09219764210905246,0.0681479369393897,0.7274518024695205,0.6353132201289536,0.9087783882831856,0.8406304513437958,9.843294747582942e-06,0.0,-0.00011811953697149491,-9.843294747624576e-06,0.0,0.0
bxaic,X,gradinput,0.0911995085852279,0.06974262754188719,0.7132457660164073,0.6262632384775368,0.9087783882831856,0.8390357607412984,ig,0.09219764210905246,0.0681479369393897,0.7274518024695205,0.6353132201289536,0.9087783882831856,0.8406304513437958,-0.0009981335238245514,0.0015946906024974922,-0.014206036453113136,-0.009049981651416794,0.0,-0.001594690602497395
bxaic,X,saliency,0.08876036358318422,0.2270856516396423,0.22661722040019064,0.22038687453926364,0.9087783882831856,0.6816927366435431,ig,0.09219764210905246,0.0681479369393897,0.7274518024695205,0.6353132201289536,0.9087783882831856,0.8406304513437958,-0.00343727852586824,0.1589377147002526,-0.5008345820693298,-0.41492634558969,0.0,-0.15893771470025264
bxaic,indole,atom_occlusion,0.09136658236888334,0.46607216725381306,0.6202926653510069,0.5724019871761302,0.90726752777742,0.44119536052360697,ig,0.09528158326096421,0.6882862041782438,0.41203626894322626,0.3924011945697528,0.90726752777742,0.21898132359917621,-0.003915000892080869,-0.22221403692443076,0.20825639640778065,0.1800007926063774,0.0,0.22221403692443076
bxaic,indole,gradinput,0.09479930366277596,0.8846100844452383,0.32590718694441834,0.314970534978173,0.90726752777742,0.022657443332181854,ig,0.09528158326096421,0.6882862041782438,0.41203626894322626,0.3924011945697528,0.90726752777742,0.21898132359917621,-0.00048227959818825106,0.19632388026699443,-0.08612908199880792,-0.0774306595915798,0.0,-0.19632388026699435
bxaic,indole,saliency,0.09251293195865472,0.7081556359172505,0.408572401566831,0.38943761031365276,0.90726752777742,0.19911189186016945,ig,0.09528158326096421,0.6882862041782438,0.41203626894322626,0.3924011945697528,0.90726752777742,0.21898132359917621,-0.002768651302309494,0.019869431739006682,-0.0034638673763952577,-0.002963584256100049,0.0,-0.019869431739006765
bxaic,rings-count,atom_occlusion,0.09576849449569773,0.9076153829854192,0.6436545619953279,0.6086081160105126,0.9084471118578895,0.0008317288724704335,ig,0.09476827571894307,0.9055041791155914,0.6437876896815564,0.6063982983609094,0.9084471118578895,0.0029429327422981996,0.0010002187767546578,0.0021112038698277713,-0.0001331276862285291,0.002209817649603152,0.0,-0.002111203869827766
bxaic,rings-count,gradinput,0.09218875412382616,0.9109092918436019,0.6410392827060135,0.6039326691643954,0.9084471118578895,-0.0024621799857121834,ig,0.09476827571894307,0.9055041791155914,0.6437876896815564,0.6063982983609094,0.9084471118578895,0.0029429327422981996,-0.0025795215951169154,0.005405112728010475,-0.0027484069755429053,-0.002465629196514052,0.0,-0.005405112728010383
bxaic,rings-count,saliency,0.09357558365257367,0.8308238542735705,0.6997309670785299,0.6510373879691072,0.9084471118578895,0.0776232575843192,ig,0.09476827571894307,0.9055041791155914,0.6437876896815564,0.6063982983609094,0.9084471118578895,0.0029429327422981996,-0.0011926920663694052,-0.07468032484202092,0.05594327739697347,0.044639089608197735,0.0,0.074680324842021
bxaic,rings-max,atom_occlusion,0.08045148782154386,0.8007656343310717,0.3083298027441815,0.30015289286995267,0.907650027704569,0.10688439337349737,ig,0.09141692457405999,0.9244126466079475,0.2649396951814342,0.25807002050151967,0.907650027704569,-0.0167626189033786,-0.010965436752516128,-0.1236470122768758,0.043390107562747304,0.042082872368433,0.0,0.12364701227687597
bxaic,rings-max,gradinput,0.09004716463449074,0.9232150528833377,0.26584737559785704,0.25915297782299834,0.907650027704569,-0.015565025178768717,ig,0.09141692457405999,0.9244126466079475,0.2649396951814342,0.25807002050151967,0.907650027704569,-0.0167626189033786,-0.001369759939569254,-0.0011975937246098134,0.0009076804164228625,0.0010829573214786725,0.0,0.0011975937246098845
bxaic,rings-max,saliency,0.09861319930320744,0.8282313257868839,0.29571178881792226,0.28721407513020236,0.907650027704569,0.07941870191768519,ig,0.09141692457405999,0.9244126466079475,0.2649396951814342,0.25807002050151967,0.907650027704569,-0.0167626189033786,0.007196274729147453,-0.09618132082106368,0.030772093636488085,0.029144054628682692,0.0,0.09618132082106379
google,benzene,atom_occlusion,0.10483552335404184,0.4534007418581634,0.7057683705831854,0.6348994381616787,0.9031661198214196,0.44976537796325605,ig,0.09982601649268312,0.6160903116491825,0.5506357255196264,0.5118202989765697,0.9031661198214196,0.28707580817223705,0.005009506861358717,-0.16268956979101906,0.15513264506355906,0.12307913918510904,0.0,0.162689569791019
google,benzene,gradinput,0.10055223874668316,0.6883534131066574,0.5176037721823319,0.4814335540540278,0.9031661198214196,0.21481270671476219,ig,0.09982601649268312,0.6160903116491825,0.5506357255196264,0.5118202989765697,0.9031661198214196,0.28707580817223705,0.0007262222540000418,0.07226310145747494,-0.03303195333729447,-0.030386744922541842,0.0,-0.07226310145747486
google,benzene,saliency,0.09966828601087857,0.4921263099031405,0.6684771633845706,0.6087327962797531,0.9031661198214196,0.41103980991827904,ig,0.09982601649268312,0.6160903116491825,0.5506357255196264,0.5118202989765697,0.9031661198214196,0.28707580817223705,-0.0001577304818045494,-0.123964001746042,0.11784143786494428,0.09691249730318341,0.0,0.123964001746042
google,logic10,atom_occlusion,0.10120578825935962,0.6343258669777992,0.6980758361765451,0.6466988768233033,0.9075577596515901,0.27323189267379094,ig,0.09853045020455731,0.8018045505480561,0.5646969101728698,0.5317032480893534,0.9075577596515901,0.10575320910353414,0.002675338054802315,-0.16747868357025686,0.1333789260036753,0.11499562873394986,0.0,0.1674786835702568
google,logic10,gradinput,0.08625320611927749,0.8747707360027578,0.5214138316696026,0.4981153063798401,0.9075577596515901,0.03278702364883245,ig,0.09853045020455731,0.8018045505480561,0.5646969101728698,0.5317032480893534,0.9075577596515901,0.10575320910353414,-0.012277244085279818,0.07296618545470168,-0.04328307850326718,-0.03358794170951335,0.0,-0.07296618545470168
google,logic10,saliency,0.0862513602468959,0.8608104980455855,0.5272801879028247,0.503591629403073,0.9075577596515901,0.046747261606004696,ig,0.09853045020455731,0.8018045505480561,0.5646969101728698,0.5317032480893534,0.9075577596515901,0.10575320910353414,-0.012279089957661402,0.05900594749752941,-0.03741672227004511,-0.028111618686280426,0.0,-0.059005947497529444
google,logic7,atom_occlusion,0.07294410672070241,0.591672253940829,0.3806020024297197,0.3680635382971398,0.9118845308602955,0.32021227691946663,ig,0.07259371833839913,0.7256785571055123,0.257984850607834,0.2535543786638046,0.9118845308602955,0.1862059737547832,0.0003503883823032794,-0.13400630316468332,0.1226171518218857,0.11450915963333519,0.0,0.13400630316468343
google,logic7,gradinput,0.0615332657885849,0.8969627883434902,0.20814124005217774,0.20568874380976457,0.9118845308602955,0.014921742516805466,ig,0.07259371833839913,0.7256785571055123,0.257984850607834,0.2535543786638046,0.9118845308602955,0.1862059737547832,-0.011060452549814227,0.17128423123797787,-0.049843610555656254,-0.04786563485404002,0.0,-0.17128423123797773
