method,score_origin,q,risk,mean_atom_fraction,precision,iou,scope
ig,P01_checkpoint_rerun,66,0.1443472042924691,0.6790963654904839,0.32763880965819964,0.29495897664299975,all
ig,P01_checkpoint_rerun,67,0.13815666098843854,0.6919998829666608,0.3251602849543712,0.29453022060586975,all
ig,P01_checkpoint_rerun,68,0.13631109701414476,0.6961221993445886,0.32468322332340366,0.2945777097622104,all
ig,P01_checkpoint_rerun,69,0.12998554751985594,0.7101034876341561,0.32184079504068386,0.2936576694113061,all
ig,P01_checkpoint_rerun,70,0.12501501692598688,0.721212739835758,0.3198247280752322,0.2931790021687848,all
ig,P01_checkpoint_rerun,71,0.12087529830374769,0.7304060254499777,0.3182475437456976,0.29277362106140564,all
ig,P01_checkpoint_rerun,72,0.11746550988942393,0.7378841497959935,0.3170686943768742,0.29256977027036773,all
ig,P01_checkpoint_rerun,73,0.11255856832437683,0.7503238550922391,0.3145161481385475,0.29145332152223996,all
ig,P01_checkpoint_rerun,74,0.1082707454605171,0.7602366851487699,0.31273482135864,0.290861779710314,all
ig,P01_checkpoint_rerun,75,0.10690784321763237,0.7638299623387016,0.3123368982300847,0.2908485579960462,all
ig,P01_checkpoint_rerun,76,0.10078383924902369,0.7771710950645029,0.31011965146924286,0.29019859635639994,all
ig,P01_checkpoint_rerun,77,0.09531505005909714,0.7893354649652383,0.30801517529166206,0.2895187164349143,all
ig,P01_checkpoint_rerun,78,0.09134913671707029,0.7986204688811724,0.30653085124042995,0.28903873269418684,all
ig,P01_checkpoint_rerun,79,0.08696314559080544,0.8088645352518671,0.3047379198037364,0.28825843033769666,all
ig,P01_checkpoint_rerun,80,0.08401801670646537,0.8155131909273813,0.30373037805388725,0.28787446043602627,all
ig,P01_checkpoint_rerun,81,0.07731920790379515,0.830224068096717,0.3013817829998062,0.2870602745146774,all
ig,P01_checkpoint_rerun,82,0.07390971179482164,0.8397102978799871,0.29981848527335414,0.2862904916434248,all
ig,P01_checkpoint_rerun,83,0.06988073143646466,0.8492688764445301,0.29846434093654833,0.2858088310793416,all
ig,P01_checkpoint_rerun,84,0.06601183821124139,0.8579757519523152,0.29715795448406096,0.28534593477997866,all
ig,P01_checkpoint_rerun,85,0.06149828031188318,0.8676236887169189,0.295710665277277,0.2847894466116441,all
ig,P01_checkpoint_rerun,86,0.05679779215238418,0.8784812224046893,0.2941150480609805,0.2841592080486933,all
ig,P01_checkpoint_rerun,87,0.05147833155488691,0.8904370274722194,0.29254961635674465,0.28360613632601467,all
ig,P01_checkpoint_rerun,88,0.0476334109934785,0.8990767610945372,0.29140291407063956,0.28319571711948116,all
ig,P01_checkpoint_rerun,89,0.04261087363089566,0.9101769965164279,0.29001151700341304,0.2828006903837913,all
ig,P01_checkpoint_rerun,90,0.04016121431775388,0.9155828156240001,0.28943194120393584,0.28271213215713814,all
ig,P01_checkpoint_rerun,91,0.03377303343413343,0.9300625897251638,0.2875839141086782,0.28202740670946685,all
ig,P01_checkpoint_rerun,92,0.029138119781813424,0.9404097268024116,0.28621516790572454,0.2813933973087408,all
ig,P01_checkpoint_rerun,93,0.024823674607109103,0.9498418368168653,0.28518873928978605,0.2811650414641961,all
ig,P01_checkpoint_rerun,94,0.021614286011391436,0.9569181537892284,0.2845414786831438,0.2811187197758853,all
ig,P01_checkpoint_rerun,95,0.01784821029714789,0.9646818242778838,0.28370079170178075,0.2809604323924526,all
ig,P01_checkpoint_rerun,96,0.008597344362659944,0.9828459221633369,0.2816263054458062,0.280305857661622,all
ig,P01_checkpoint_rerun,97,0.0029092707735310793,0.9938683547064016,0.28077135076264015,0.2804381763464511,all
ig,P01_checkpoint_rerun,98,0.0008852837148130243,0.9986007345417334,0.280421346329517,0.28035484917731374,all
ig,P01_checkpoint_rerun,99,0.0001828319152470315,0.9997676723499286,0.28039465195729707,0.2803843375929667,all
ig,P01_checkpoint_rerun,100,0.0,1.0,0.28038742997514926,0.28038742997514926,all
saliency,P20_frozen_cache,0,1.0,0.0,0.0,0.0,all
saliency,P20_frozen_cache,1,0.8079017648406733,0.03893550928031149,0.5327625762137163,0.19050349478098746,all
saliency,P20_frozen_cache,2,0.8028254020078048,0.03999107566494566,0.5285761377200964,0.18897781511749887,all
saliency,P20_frozen_cache,3,0.7853934255458853,0.044834826923837834,0.5124035551861686,0.180021514254354,all
saliency,P20_frozen_cache,4,0.7602041906688942,0.05252287762263072,0.5031710582933837,0.17884839055207913,all
saliency,P20_frozen_cache,5,0.7236030594724486,0.07115131445476044,0.495809764918145,0.18860451411113355,all
saliency,P20_frozen_cache,6,0.7033530543699406,0.08167365641745356,0.48751446229117085,0.18985868624661098,all
saliency,P20_frozen_cache,7,0.6901144822340523,0.0888658396146435,0.48005308130122143,0.1893777610584384,all
saliency,P20_frozen_cache,8,0.6792597167082873,0.09495907298355587,0.47396538182393505,0.18788065536920476,all
saliency,P20_frozen_cache,9,0.654426128594814,0.10864059190507999,0.46985124581373544,0.19793848525221697,all
